ICPSR_ID,Congress,Party,State,District,LastName,FirstName,NumChildren,NumDaughters,NumSons,Female,AAUWrating
29550,110,R,OHIO,1,CHABOT,Steve,2,1,1,0,20
15604,110,R,OHIO,5,GILLMOR,Paul,5,2,3,0,40
29136,110,R,OHIO,7,HOBSON,David,3,2,1,0,60
29930,110,D,OHIO,11,JONES,Stephanie Tubbs,1,0,1,1,100
20738,110,R,OHIO,4,JORDAN,"James ""Jim""",4,2,2,0,10
29748,110,D,OHIO,10,KUCINICH,Dennis,1,1,0,0,90
29553,110,R,OHIO,14,LATOURET,Steven,5,4,1,0,60
29390,110,R,OHIO,15,PRYCE,Deborah,2,2,0,1,80
14045,110,R,OHIO,16,REGULA,Ralph,3,1,2,0,60
20540,110,R,OHIO,2,SCHMIDT,Jean,1,1,0,1,40
20741,110,D,OHIO,18,SPACE,Zachary,2,1,1,0,100
20342,110,R,OHIO,3,TURNER,Michael ,2,2,0,0,66
20739,110,D,OHIO,6,WILSON,Charles,4,0,4,0,90
20344,110,R,OKLAHOM,4,COLE,Tom,1,0,1,0,40
20742,110,R,OKLAHOM,5,FALLIN,Mary,2,1,1,1,40
29393,110,R,OKLAHOM,3,LUCAS,Frank,3,2,1,0,40
20131,110,R,OKLAHOM,1,SULLIVAN,John,4,2,2,0,22
29588,110,D,OREGON,3,BLUMENAU,Earl,2,1,1,0,100
29750,110,D,OREGON,5,HOOLEY,Darlene,2,1,1,1,100
29932,110,R,OREGON,2,WALDEN,Greg,1,0,1,0,70
29931,110,D,OREGON,1,WU,David,2,1,1,0,100
29777,110,D,PENNSYL,1,BRADY,Robert,2,1,1,0,100
20746,110,D,PENNSYL,10,CARNEY,Christopher,5,1,4,0,90
20526,110,R,PENNSYL,15,DENT,Charles,3,1,2,0,90
29561,110,D,PENNSYL,14,DOYLE,Michael,4,1,3,0,100
20345,110,R,PENNSYL,6,GERLACH,Jim,3,1,2,0,90
15104,110,D,PENNSYL,11,KANJORSK,Paul,1,1,0,0,90
20745,110,D,PENNSYL,8,MURPHY,Patrick,1,1,0,0,100
20346,110,R,PENNSYL,18,MURPHY,Tim,1,1,0,0,60
14072,110,D,PENNSYL,12,MURTHA,John,3,1,2,0,100
29751,110,R,PENNSYL,5,PETERSON,John,1,0,1,0,60
29752,110,R,PENNSYL,16,PITTS,Joseph,3,2,1,0,22
20135,110,R,PENNSYL,19,PLATTS,Todd Russell,2,1,1,0,70
20525,110,D,PENNSYL,13,SCHWARTZ,Allyson,2,0,2,1,100
20744,110,D,PENNSYL,7,SESTAK,Joe,1,1,0,0,100
20134,110,R,PENNSYL,9,SHUSTER,Bill,2,1,1,0,44
20347,110,R,SOUTH C,3,BARRETT,J. Gresham,3,1,2,0,11
39301,110,D,SOUTH C,6,CLYBURN,James,3,3,0,0,100
15064,110,D,SOUTH C,5,SPRATT,John,3,3,0,0,100
20138,110,R,SOUTH C,2,WILSON,Joe,4,0,4,0,20
20351,110,R,TENNESS,7,BLACKBURN,Marsha,2,1,1,1,22
15019,110,D,TENNESS,5,COOPER,Jim,3,1,2,0,90
20747,110,R,TENNESS,1,DAVIS,David,2,1,1,0,30
20350,110,D,TENNESS,4,DAVIS,Lincoln,3,3,0,0,80
15455,110,R,TENNESS,2,DUNCAN,John,4,2,2,0,10
15100,110,D,TENNESS,6,GORDON,Bart,1,1,0,0,90
15628,110,D,TENNESS,8,TANNER,John,2,1,1,0,100
29567,110,R,TENNESS,3,WAMP,Zach,2,1,1,0,40
15085,110,R,TEXAS,6,BARTON,Joe,6,3,3,0,20
20356,110,R,TEXAS,31,CARTER,John,4,2,2,0,22
20531,110,R,TEXAS,11,CONAWAY,K. Michael,4,3,1,0,10
20533,110,D,TEXAS,28,CUELLAR,Henry,2,2,0,0,100
20139,110,R,TEXAS,7,CULBERSO,John Abney,1,1,0,0,20
29571,110,D,TEXAS,25,DOGGETT,Lloyd,2,2,0,0,100
29144,110,D,TEXAS,17,EDWARDS,Chet,2,0,2,0,100
20527,110,R,TEXAS,1,GOHMERT,Louie,3,3,0,0,44
29762,110,R,TEXAS,12,GRANGER,Kay,3,1,2,1,33
39304,110,D,TEXAS,29,GREEN,Gene,2,1,1,0,100
94828,110,R,TEXAS,4,HALL,Ralph,3,0,3,0,40
20352,110,R,TEXAS,5,HENSARLIN,Jeb,1,1,1,0,10
29763,110,D,TEXAS,15,HINOJOSA,Ruben,5,4,1,0,100
29573,110,D,TEXAS,18,JACKSON-,Sheila ,2,1,1,1,100
39305,110,D,TEXAS,30,JOHNSON,Eddie Bernice,1,0,1,1,100
29143,110,R,TEXAS,3,JOHNSON,Sam,3,2,1,0,28
29761,110,D,TEXAS,22,LAMPSON,Nick,2,2,0,0,88
15049,110,D,TEXAS,27,ORTIZ,Solomon,2,1,1,0,88
14290,110,R,TEXAS,14,PAUL,Ron,6,3,3,0,0
20528,110,R,TEXAS,2,POE,Ted,4,3,1,0,20
29764,110,D,TEXAS,16,REYES,Silvestre,3,2,1,0,100
29771,110,D,TEXAS,23,RODRIGUEZ,Ciro,1,1,0,0,100
29759,110,R,TEXAS,32,SESSIONS,Pete,2,0,2,0,30
15445,110,R,TEXAS,21,SMITH,Lamar,2,1,1,0,55
29572,110,R,TEXAS,13,THORNBER,Mac,2,1,1,0,30
20357,110,R,UTAH,1,BISHOP,Rob,5,1,4,0,30
29766,110,R,UTAH,3,CANNON,Chris,8,6,2,0,12
20140,110,D,UTAH,2,MATHESON,Jim,2,0,2,0,100
20750,110,D,VERMONT,1,WELCH,Peter,5,2,3,0,100
20141,110,R,VIRGINI,1,DAVIS,Jo Ann,2,0,2,1,100
29576,110,R,VIRGINI,11,DAVIS,Tom,3,2,1,0,55
20534,110,R,VIRGINI,2,DRAKE,Thelma,2,1,1,1,40
20143,110,R,VIRGINI,4,FORBES,J. Randy Forbes,4,1,3,0,60
89767,110,R,VIRGINI,5,GOODE,Virgil,1,1,0,0,40
39308,110,R,VIRGINI,6,GOODLATT,Bob,2,1,1,0,40
29149,110,D,VIRGINI,8,MORAN,James,4,2,2,0,100
14869,110,R,VIRGINI,10,WOLF,Frank,5,4,1,0,55
14413,110,D,WASHING,6,DICKS,Norman,2,0,2,0,100
29580,110,R,WASHING,4,HASTINGS,Doc,3,2,1,0,30
29937,110,D,WASHING,1,INSLEE,Jay,3,0,3,0,100
20145,110,D,WASHING,2,LARSEN,Rick,2,0,2,0,100
15613,110,D,WASHING,7,MCDERMOT,Jim,2,1,1,0,100
20536,110,R,WASHING,8,REICHERT,David,3,2,1,0,77
15083,110,D,WEST VI,1,MOLLOHAN,Alan,5,1,4,0,90
14448,110,D,WEST VI,3,RAHALL,Nick,3,2,1,0,90
29769,110,D,WISCONS,3,KIND,Ron,2,0,2,0,100
12036,110,D,WISCONS,7,OBEY,David,2,0,2,0,100
14675,110,R,WISCONS,6,PETRI,Thomas,1,1,0,0,50
29939,110,R,WISCONS,1,RYAN,Paul,3,1,2,0,10
14657,110,R,WISCONS,5,SENSENBR,F. James,2,0,2,0,0
29584,110,R,WYOMING,1,CUBIN,Barbara,2,0,2,1,16
