REPRESENTATIVE,PARTY,STATE,VOTE,session,roll_no,chamber,congress,bio_url
Browder,Democratic,AL,NO,2,56,House,101,
Brown (CA),Democratic,CA,NO,2,56,House,101,
Brown (CO),Republican,CO,NO,2,56,House,101,
Bruce,Democratic,IL,AYE,2,56,House,101,
Bryant (TX),Democratic,TX,NO,2,56,House,101,
Buechner,Republican,MO,NO,2,56,House,101,
Bunning,Republican,KY,NO,2,56,House,101,
Burton,Republican,IN,NO,2,56,House,101,
Bustamante,Democratic,TX,NO,2,56,House,101,
Byron,Democratic,MD,NO,2,56,House,101,
Callahan,Republican,AL,NO,2,56,House,101,
Campbell (CA),Republican,CA,NO,2,56,House,101,
Campbell (CO),Democratic,CO,AYE,2,56,House,101,
Cardin,Democratic,MD,AYE,2,56,House,101,
Carper,Democratic,DE,NO,2,56,House,101,
Carr,Democratic,MI,AYE,2,56,House,101,
Chandler,Republican,WA,NO,2,56,House,101,
Chapman,Democratic,TX,NO,2,56,House,101,
Clarke,Democratic,NC,NO,2,56,House,101,
Clay,Democratic,MO,AYE,2,56,House,101,
Clement,Democratic,TN,AYE,2,56,House,101,
Clinger,Republican,PA,NO,2,56,House,101,
Coble,Republican,NC,NO,2,56,House,101,
Coleman (MO),Republican,MO,NO,2,56,House,101,
Coleman,Democratic,TX,AYE,2,56,House,101,
Collins (IL),Democratic,IL,AYE,2,56,House,101,
Combest,Republican,TX,NO,2,56,House,101,
Condit,Democratic,CA,NO,2,56,House,101,
Conte,Republican,MA,NO,2,56,House,101,
Conyers,Democratic,MI,AYE,2,56,House,101,
Cooper,Democratic,TN,NO,2,56,House,101,
Costello,Democratic,IL,AYE,2,56,House,101,
Coughlin,Republican,PA,NO,2,56,House,101,
Courter,Republican,NJ,NO,2,56,House,101,
Cox,Republican,CA,NO,2,56,House,101,
Coyne,Democratic,PA,AYE,2,56,House,101,
Craig,Republican,ID,NO,2,56,House,101,
Crane,Republican,IL,NO,2,56,House,101,
Crockett,Democratic,MI,AYE,2,56,House,101,
Dannemeyer,Republican,CA,NO,2,56,House,101,
Darden,Democratic,GA,NO,2,56,House,101,
Davis,Republican,MI,AYE,2,56,House,101,
de la Garza,Democratic,TX,NO,2,56,House,101,
DeFazio,Democratic,OR,AYE,2,56,House,101,
DeLay,Republican,TX,NO,2,56,House,101,
Dellums,Democratic,CA,AYE,2,56,House,101,
Derrick,Democratic,SC,NO,2,56,House,101,
DeWine,Republican,OH,NO,2,56,House,101,
Dickinson,Republican,AL,NO,2,56,House,101,
Dicks,Democratic,WA,AYE,2,56,House,101,
Dingell,Democratic,MI,NO,2,56,House,101,
Dixon,Democratic,CA,AYE,2,56,House,101,
Donnelly,Democratic,MA,NO,2,56,House,101,
Dorgan (ND),Democratic,ND,NO,2,56,House,101,
Dornan,Republican,CA,NO,2,56,House,101,
Douglas,Republican,NH,NO,2,56,House,101,
Downey,Democratic,NY,AYE,2,56,House,101,
Dreier,Republican,CA,NO,2,56,House,101,
Duncan,Republican,TN,NO,2,56,House,101,
Durbin,Democratic,IL,NO,2,56,House,101,
Dwyer,Democratic,NJ,NOT VOTING,2,56,House,101,
Dymally,Democratic,CA,AYE,2,56,House,101,
Dyson,Democratic,MD,NO,2,56,House,101,
Early,Democratic,MA,NO,2,56,House,101,
Eckart,Democratic,OH,NO,2,56,House,101,
Edwards (CA),Democratic,CA,AYE,2,56,House,101,
Edwards (OK),Republican,OK,NO,2,56,House,101,
Emerson,Republican,MO,NO,2,56,House,101,
Engel,Democratic,NY,AYE,2,56,House,101,
English (OK),Democratic,OK,NO,2,56,House,101,
Erdreich,Democratic,AL,NO,2,56,House,101,
Espy,Democratic,MS,NO,2,56,House,101,
Evans,Democratic,IL,AYE,2,56,House,101,
Fascell,Democratic,FL,AYE,2,56,House,101,
Fawell,Republican,IL,NO,2,56,House,101,
Fazio,Democratic,CA,AYE,2,56,House,101,
Feighan,Democratic,OH,AYE,2,56,House,101,
Fields (TX),Republican,TX,NO,2,56,House,101,
Fish,Republican,NY,AYE,2,56,House,101,
Flake,Democratic,NY,AYE,2,56,House,101,
Flippo,Democratic,AL,NOT VOTING,2,56,House,101,
Foglietta,Democratic,PA,NO,2,56,House,101,
Ford (MI),Democratic,MI,AYE,2,56,House,101,
Ford,Democratic,TN,AYE,2,56,House,101,
Frank (MA),Democratic,MA,NO,2,56,House,101,
Frenzel,Republican,MN,NOT VOTING,2,56,House,101,
Frost,Democratic,TX,NO,2,56,House,101,
Gallegly,Republican,CA,NO,2,56,House,101,
Gallo,Republican,NJ,NOT VOTING,2,56,House,101,
Gaydos,Democratic,PA,NO,2,56,House,101,
Gejdenson,Democratic,CT,AYE,2,56,House,101,
Gekas,Republican,PA,NO,2,56,House,101,
Gephardt,Democratic,MO,NO,2,56,House,101,
Geren,Democratic,TX,NO,2,56,House,101,
Gibbons,Democratic,FL,NO,2,56,House,101,
Gillmor,Republican,OH,NO,2,56,House,101,
Gilman,Republican,NY,NO,2,56,House,101,
Gingrich,Republican,GA,NO,2,56,House,101,
Glickman,Democratic,KS,NO,2,56,House,101,
Gonzalez,Democratic,TX,AYE,2,56,House,101,
Goodling,Republican,PA,NO,2,56,House,101,
Gordon,Democratic,TN,NO,2,56,House,101,
Goss,Republican,FL,NO,2,56,House,101,
Gradison,Republican,OH,NO,2,56,House,101,
Grandy,Republican,IA,NO,2,56,House,101,
Grant,Republican,FL,NO,2,56,House,101,
Gray,Democratic,PA,AYE,2,56,House,101,
Green,Republican,NY,NO,2,56,House,101,
Guarini,Democratic,NJ,NO,2,56,House,101,
Gunderson,Republican,WI,NO,2,56,House,101,
Hall (OH),Democratic,OH,NO,2,56,House,101,
Hall (TX),Democratic,TX,NO,2,56,House,101,
Hamilton,Democratic,IN,NO,2,56,House,101,
Hammerschmidt,Republican,AR,NO,2,56,House,101,
Hancock,Republican,MO,NO,2,56,House,101,
Hansen,Republican,UT,NO,2,56,House,101,
Harris,Democratic,AL,NO,2,56,House,101,
Hastert,Republican,IL,NO,2,56,House,101,
Hatcher,Democratic,GA,NO,2,56,House,101,
Hawkins,Democratic,CA,AYE,2,56,House,101,
Hayes (IL),Democratic,IL,AYE,2,56,House,101,
Hayes,Democratic,LA,NO,2,56,House,101,
Hefley,Republican,CO,NO,2,56,House,101,
Hefner,Democratic,NC,NO,2,56,House,101,
Henry,Republican,MI,NO,2,56,House,101,
Herger,Republican,CA,NO,2,56,House,101,
Hertel,Democratic,MI,AYE,2,56,House,101,
Hiler,Republican,IN,NO,2,56,House,101,
Hoagland,Democratic,NE,AYE,2,56,House,101,
Hochbrueckner,Democratic,NY,AYE,2,56,House,101,
Holloway,Republican,LA,NO,2,56,House,101,
Hopkins,Republican,KY,NO,2,56,House,101,
Horton,Republican,NY,AYE,2,56,House,101,
Houghton,Republican,NY,NO,2,56,House,101,
Hoyer,Democratic,MD,AYE,2,56,House,101,
Hubbard,Democratic,KY,NO,2,56,House,101,
Huckaby,Democratic,LA,NO,2,56,House,101,
Hughes,Democratic,NJ,NO,2,56,House,101,
Hunter,Republican,CA,NO,2,56,House,101,
Hutto,Democratic,FL,NO,2,56,House,101,
Hyde,Republican,IL,NO,2,56,House,101,
Inhofe,Republican,OK,NO,2,56,House,101,
Ireland,Republican,FL,NO,2,56,House,101,
Jacobs,Democratic,IN,NO,2,56,House,101,
James,Republican,FL,NO,2,56,House,101,
Jenkins,Democratic,GA,NO,2,56,House,101,
Johnson (CT),Republican,CT,NO,2,56,House,101,
Johnson (SD),Democratic,SD,NO,2,56,House,101,
Johnston,Democratic,FL,AYE,2,56,House,101,
Jones (GA),Democratic,GA,NO,2,56,House,101,
Jones (NC),Democratic,NC,NOT VOTING,2,56,House,101,
Jontz,Democratic,IN,AYE,2,56,House,101,
Kanjorski,Democratic,PA,NO,2,56,House,101,
Kaptur,Democratic,OH,AYE,2,56,House,101,
Kasich,Republican,OH,NO,2,56,House,101,
Kastenmeier,Democratic,WI,AYE,2,56,House,101,
Kennedy (MA),Democratic,MA,AYE,2,56,House,101,
Kennelly,Democratic,CT,NO,2,56,House,101,
Kildee,Democratic,MI,NO,2,56,House,101,
Kleczka,Democratic,WI,AYE,2,56,House,101,
Kolbe,Republican,AZ,NO,2,56,House,101,
Kolter,Democratic,PA,NO,2,56,House,101,
Kostmayer,Democratic,PA,AYE,2,56,House,101,
Kyl,Republican,AZ,NO,2,56,House,101,
LaFalce,Democratic,NY,NO,2,56,House,101,
Lagomarsino,Republican,CA,NO,2,56,House,101,
Lancaster,Democratic,NC,NO,2,56,House,101,
Lantos,Democratic,CA,AYE,2,56,House,101,
Laughlin,Democratic,TX,NOT VOTING,2,56,House,101,
Leach,Republican,IA,AYE,2,56,House,101,
Leath (TX),Democratic,TX,NOT VOTING,2,56,House,101,
Lehman,Democratic,CA,AYE,2,56,House,101,
Lehman (FL),Democratic,FL,AYE,2,56,House,101,
Lent,Republican,NY,NO,2,56,House,101,
Levin,Democratic,MI,AYE,2,56,House,101,
Levine (CA),Democratic,CA,AYE,2,56,House,101,
Lewis (CA),Republican,CA,NO,2,56,House,101,
Lewis (FL),Republican,FL,NO,2,56,House,101,
Lewis (GA),Democratic,GA,AYE,2,56,House,101,
Lightfoot,Republican,IA,NO,2,56,House,101,
Lipinski,Democratic,IL,NO,2,56,House,101,
Livingston,Republican,LA,NO,2,56,House,101,
Lloyd,Democratic,TN,NO,2,56,House,101,
Long,Democratic,IN,NO,2,56,House,101,
Lowery (CA),Republican,CA,NO,2,56,House,101,
Lowey,Democratic,NY,AYE,2,56,House,101,
"Luken, Thomas",Democratic,OH,NO,2,56,House,101,
"Lukens, Donald",Republican,OH,NO,2,56,House,101,
Machtley,Republican,RI,AYE,2,56,House,101,
Madigan,Republican,IL,NO,2,56,House,101,
Manton,Democratic,NY,NO,2,56,House,101,
Markey,Democratic,MA,NO,2,56,House,101,
Marlenee,Republican,MT,NO,2,56,House,101,
Martin (IL),Republican,IL,NO,2,56,House,101,
Martin (NY),Republican,NY,NO,2,56,House,101,
Martinez,Democratic,CA,AYE,2,56,House,101,
Matsui,Democratic,CA,AYE,2,56,House,101,
Mavroules,Democratic,MA,AYE,2,56,House,101,
Mazzoli,Democratic,KY,NO,2,56,House,101,
McCandless,Republican,CA,NO,2,56,House,101,
McCloskey,Democratic,IN,NO,2,56,House,101,
McCollum,Republican,FL,NO,2,56,House,101,
McCrery,Republican,LA,NO,2,56,House,101,
McCurdy,Democratic,OK,NO,2,56,House,101,
McDade,Republican,PA,NO,2,56,House,101,
McDermott,Democratic,WA,AYE,2,56,House,101,
McEwen,Republican,OH,NO,2,56,House,101,
McGrath,Republican,NY,NO,2,56,House,101,
McHugh,Democratic,NY,NO,2,56,House,101,
McMillan,Republican,NC,NO,2,56,House,101,
McMillen (MD),Democratic,MD,NO,2,56,House,101,
McNulty,Democratic,NY,AYE,2,56,House,101,
Meyers,Republican,KS,NO,2,56,House,101,
Mfume,Democratic,MD,AYE,2,56,House,101,
Michel,Republican,IL,NO,2,56,House,101,
Miller (CA),Democratic,CA,AYE,2,56,House,101,
Miller (OH),Republican,OH,NO,2,56,House,101,
Miller (WA),Republican,WA,NO,2,56,House,101,
Mineta,Democratic,CA,AYE,2,56,House,101,
Moakley,Democratic,MA,NO,2,56,House,101,
Molinari,Republican,NY,NO,2,56,House,101,
Mollohan,Democratic,WV,NO,2,56,House,101,
Montgomery,Democratic,MS,NO,2,56,House,101,
Moody,Democratic,WI,AYE,2,56,House,101,
Moorhead,Republican,CA,NO,2,56,House,101,
Morella,Republican,MD,AYE,2,56,House,101,
Morrison (CT),Democratic,CT,AYE,2,56,House,101,
Morrison (WA),Republican,WA,NO,2,56,House,101,
Mrazek,Democratic,NY,AYE,2,56,House,101,
Murphy,Democratic,PA,NO,2,56,House,101,
Murtha,Democratic,PA,NO,2,56,House,101,
Myers,Republican,IN,NO,2,56,House,101,
Nagle,Democratic,IA,NO,2,56,House,101,
Natcher,Democratic,KY,NO,2,56,House,101,
Neal,Democratic,MA,AYE,2,56,House,101,
Neal (NC),Democratic,NC,NO,2,56,House,101,
Nelson,Democratic,FL,AYE,2,56,House,101,
Nielson,Republican,UT,NO,2,56,House,101,
Nowak,Democratic,NY,NO,2,56,House,101,
Oakar,Democratic,OH,NO,2,56,House,101,
Oberstar,Democratic,MN,NO,2,56,House,101,
Obey,Democratic,WI,NO,2,56,House,101,
Olin,Democratic,VA,AYE,2,56,House,101,
Ortiz,Democratic,TX,NO,2,56,House,101,
Owens,Democratic,NY,AYE,2,56,House,101,
Owens (UT),Democratic,UT,NO,2,56,House,101,
Oxley,Republican,OH,NO,2,56,House,101,
Packard,Republican,CA,NO,2,56,House,101,
Pallone,Democratic,NJ,NO,2,56,House,101,
Panetta,Democratic,CA,NO,2,56,House,101,
Parker,Democratic,MS,NO,2,56,House,101,
Parris,Republican,VA,NO,2,56,House,101,
Pashayan,Republican,CA,NO,2,56,House,101,
Patterson,Democratic,SC,NO,2,56,House,101,
Paxon,Republican,NY,NO,2,56,House,101,
Payne (NJ),Democratic,NJ,AYE,2,56,House,101,
Payne (VA),Democratic,VA,NO,2,56,House,101,
Pease,Democratic,OH,AYE,2,56,House,101,
Pelosi,Democratic,CA,AYE,2,56,House,101,
Penny,Democratic,MN,NO,2,56,House,101,
Perkins,Democratic,KY,NO,2,56,House,101,
Petri,Republican,WI,NO,2,56,House,101,
Pickett,Democratic,VA,AYE,2,56,House,101,
Pickle,Democratic,TX,AYE,2,56,House,101,
Porter,Republican,IL,NO,2,56,House,101,
Poshard,Democratic,IL,AYE,2,56,House,101,
Price (NC),Democratic,NC,NO,2,56,House,101,
Pursell,Republican,MI,NO,2,56,House,101,
Quillen,Republican,TN,NO,2,56,House,101,
Rahall,Democratic,WV,NO,2,56,House,101,
Rangel,Democratic,NY,AYE,2,56,House,101,
Ravenel,Republican,SC,NO,2,56,House,101,
Ray,Democratic,GA,NO,2,56,House,101,
Regula,Republican,OH,NO,2,56,House,101,
Rhodes,Republican,AZ,NO,2,56,House,101,
Richardson,Democratic,NM,NO,2,56,House,101,
Ridge,Republican,PA,NO,2,56,House,101,
Rinaldo,Republican,NJ,NO,2,56,House,101,
Ritter,Republican,PA,NO,2,56,House,101,
Roberts,Republican,KS,NO,2,56,House,101,
Robinson,Republican,AR,NO,2,56,House,101,
Roe,Democratic,NJ,NO,2,56,House,101,
Rogers,Republican,KY,NO,2,56,House,101,
Rohrabacher,Republican,CA,NO,2,56,House,101,
Ros-Lehtinen,Republican,FL,NO,2,56,House,101,
Rose,Democratic,NC,NO,2,56,House,101,
Rostenkowski,Democratic,IL,NO,2,56,House,101,
Roth,Republican,WI,NO,2,56,House,101,
Roukema,Republican,NJ,NOT VOTING,2,56,House,101,
Rowland (CT),Republican,CT,NO,2,56,House,101,
Rowland,Democratic,GA,NO,2,56,House,101,
Roybal,Democratic,CA,AYE,2,56,House,101,
Russo,Democratic,IL,AYE,2,56,House,101,
Sabo,Democratic,MN,AYE,2,56,House,101,
Saiki,Republican,HI,NO,2,56,House,101,
Sangmeister,Democratic,IL,NO,2,56,House,101,
Sarpalius,Democratic,TX,NOT VOTING,2,56,House,101,
Savage,Democratic,IL,AYE,2,56,House,101,
Sawyer,Democratic,OH,AYE,2,56,House,101,
Saxton,Republican,NJ,NO,2,56,House,101,
Schaefer,Republican,CO,NO,2,56,House,101,
Scheuer,Democratic,NY,AYE,2,56,House,101,
Schiff,Republican,NM,AYE,2,56,House,101,
Schneider,Republican,RI,AYE,2,56,House,101,
Schroeder,Democratic,CO,AYE,2,56,House,101,
Schuette,Republican,MI,NO,2,56,House,101,
Schulze,Republican,PA,NO,2,56,House,101,
Schumer,Democratic,NY,AYE,2,56,House,101,
Sensenbrenner,Republican,WI,NO,2,56,House,101,
Serrano,Democratic,NY,AYE,2,56,House,101,
Sharp,Democratic,IN,NO,2,56,House,101,
Shaw,Republican,FL,NO,2,56,House,101,
Shays,Republican,CT,AYE,2,56,House,101,
Shumway,Republican,CA,NO,2,56,House,101,
Shuster,Republican,PA,NO,2,56,House,101,
Sikorski,Democratic,MN,NO,2,56,House,101,
Sisisky,Democratic,VA,NO,2,56,House,101,
Skaggs,Democratic,CO,AYE,2,56,House,101,
Skeen,Republican,NM,NO,2,56,House,101,
Skelton,Democratic,MO,NO,2,56,House,101,
Slattery,Democratic,KS,NO,2,56,House,101,
Slaughter,Democratic,NY,AYE,2,56,House,101,
Slaughter (VA),Republican,VA,NO,2,56,House,101,
Smith (FL),Democratic,FL,AYE,2,56,House,101,
Smith (IA),Democratic,IA,AYE,2,56,House,101,
Smith (NE),Republican,NE,NO,2,56,House,101,
Smith (NJ),Republican,NJ,NO,2,56,House,101,
Smith (TX),Republican,TX,NO,2,56,House,101,
Smith (VT),Republican,VT,NO,2,56,House,101,
"Smith, Denny (OR)",Republican,OR,NOT VOTING,2,56,House,101,
"Smith, Robert (NH)",Republican,NH,NO,2,56,House,101,
Smith (OR),Republican,OR,NO,2,56,House,101,
Snowe,Republican,ME,NO,2,56,House,101,
Solarz,Democratic,NY,NO,2,56,House,101,
Solomon,Republican,NY,NO,2,56,House,101,
Spence,Republican,SC,NO,2,56,House,101,
Spratt,Democratic,SC,NO,2,56,House,101,
Staggers,Democratic,WV,NO,2,56,House,101,
Stallings,Democratic,ID,NO,2,56,House,101,
Stangeland,Republican,MN,NO,2,56,House,101,
Stark,Democratic,CA,AYE,2,56,House,101,
Stearns,Republican,FL,NO,2,56,House,101,
Stenholm,Democratic,TX,NO,2,56,House,101,
Stokes,Democratic,OH,AYE,2,56,House,101,
Studds,Democratic,MA,AYE,2,56,House,101,
Stump,Republican,AZ,NOT VOTING,2,56,House,101,
Sundquist,Republican,TN,NO,2,56,House,101,
Swift,Democratic,WA,AYE,2,56,House,101,
Synar,Democratic,OK,AYE,2,56,House,101,
Tallon,Democratic,SC,NO,2,56,House,101,
Tanner,Democratic,TN,NO,2,56,House,101,
Tauke,Republican,IA,NO,2,56,House,101,
Tauzin,Democratic,LA,NO,2,56,House,101,
Taylor (MS),Democratic,MS,NO,2,56,House,101,
Thomas,Republican,CA,NO,2,56,House,101,
Thomas (GA),Democratic,GA,NO,2,56,House,101,
Thomas (WY),Republican,WY,NO,2,56,House,101,
Torres,Democratic,CA,AYE,2,56,House,101,
Torricelli,Democratic,NJ,NO,2,56,House,101,
Towns,Democratic,NY,AYE,2,56,House,101,
Traficant,Democratic,OH,NO,2,56,House,101,
Traxler,Democratic,MI,NO,2,56,House,101,
Udall,Democratic,AZ,AYE,2,56,House,101,
Unsoeld,Democratic,WA,AYE,2,56,House,101,
Upton,Republican,MI,NO,2,56,House,101,
Valentine,Democratic,NC,NO,2,56,House,101,
Vander Jagt,Republican,MI,NO,2,56,House,101,
Vento,Democratic,MN,AYE,2,56,House,101,
Visclosky,Democratic,IN,NO,2,56,House,101,
Volkmer,Democratic,MO,NO,2,56,House,101,
Vucanovich,Republican,NV,NO,2,56,House,101,
Walgren,Democratic,PA,NO,2,56,House,101,
Walker,Republican,PA,NO,2,56,House,101,
Walsh,Republican,NY,NO,2,56,House,101,
Washington,Democratic,TX,AYE,2,56,House,101,
Watkins,Democratic,OK,NO,2,56,House,101,
Waxman,Democratic,CA,AYE,2,56,House,101,
Weber,Republican,MN,NO,2,56,House,101,
Weiss,Democratic,NY,AYE,2,56,House,101,
Weldon (PA),Republican,PA,NO,2,56,House,101,
Wheat,Democratic,MO,AYE,2,56,House,101,
Whittaker,Republican,KS,NO,2,56,House,101,
Whitten,Democratic,MS,NO,2,56,House,101,
Williams,Democratic,MT,AYE,2,56,House,101,
Wilson,Democratic,TX,AYE,2,56,House,101,
Wise,Democratic,WV,NO,2,56,House,101,
Wolf,Republican,VA,NO,2,56,House,101,
Wolpe,Democratic,MI,AYE,2,56,House,101,
Wyden,Democratic,OR,AYE,2,56,House,101,
Wylie,Republican,OH,NO,2,56,House,101,
Yates,Democratic,IL,AYE,2,56,House,101,
Yatron,Democratic,PA,NO,2,56,House,101,
Young (AK),Republican,AK,AYE,2,56,House,101,
Young (FL),Republican,FL,NO,2,56,House,101,
Ackerman,Democratic,NY,AYE,2,107,House,101,
Akaka,Democratic,HI,AYE,2,107,House,101,
Alexander,Democratic,AR,AYE,2,107,House,101,
Anderson,Democratic,CA,AYE,2,107,House,101,
Andrews (TX),Democratic,TX,AYE,2,107,House,101,
Annunzio,Democratic,IL,AYE,2,107,House,101,
Anthony,Democratic,AR,AYE,2,107,House,101,
Applegate,Democratic,OH,AYE,2,107,House,101,
Archer,Republican,TX,NO,2,107,House,101,
Armey,Republican,TX,NO,2,107,House,101,
Aspin,Democratic,WI,NO,2,107,House,101,
Atkins,Democratic,MA,AYE,2,107,House,101,
AuCoin,Democratic,OR,AYE,2,107,House,101,
Baker (LA),Republican,LA,NO,2,107,House,101,
Ballenger,Republican,NC,NO,2,107,House,101,
Barnard,Democratic,GA,NO,2,107,House,101,
Bartlett,Republican,TX,NO,2,107,House,101,
Barton,Republican,TX,NO,2,107,House,101,
Bateman,Republican,VA,NO,2,107,House,101,
Bates,Democratic,CA,AYE,2,107,House,101,
Beilenson,Democratic,CA,AYE,2,107,House,101,
Bennett,Democratic,FL,AYE,2,107,House,101,
Bentley,Republican,MD,NOT VOTING,2,107,House,101,
Bereuter,Republican,NE,NO,2,107,House,101,
Berman,Democratic,CA,AYE,2,107,House,101,
Bevill,Democratic,AL,NO,2,107,House,101,
Bilbray,Democratic,NV,AYE,2,107,House,101,
Bilirakis,Republican,FL,NO,2,107,House,101,
Bliley,Republican,VA,NO,2,107,House,101,
Boehlert,Republican,NY,AYE,2,107,House,101,
Boggs,Democratic,LA,AYE,2,107,House,101,
Bonior,Democratic,MI,AYE,2,107,House,101,
Borski,Democratic,PA,AYE,2,107,House,101,
Bosco,Democratic,CA,AYE,2,107,House,101,
Boucher,Democratic,VA,AYE,2,107,House,101,
Boxer,Democratic,CA,AYE,2,107,House,101,
Brennan,Democratic,ME,AYE,2,107,House,101,
Brooks,Democratic,TX,AYE,2,107,House,101,
Broomfield,Republican,MI,NO,2,107,House,101,
Browder,Democratic,AL,NO,2,107,House,101,
Brown (CA),Democratic,CA,AYE,2,107,House,101,
Brown (CO),Republican,CO,NO,2,107,House,101,
Bruce,Democratic,IL,AYE,2,107,House,101,
Bryant (TX),Democratic,TX,AYE,2,107,House,101,
Buechner,Republican,MO,NO,2,107,House,101,
Bunning,Republican,KY,NO,2,107,House,101,
Burton,Republican,IN,NO,2,107,House,101,
Bustamante,Democratic,TX,AYE,2,107,House,101,
Byron,Democratic,MD,NO,2,107,House,101,
Callahan,Republican,AL,NO,2,107,House,101,
Campbell (CA),Republican,CA,AYE,2,107,House,101,
Campbell (CO),Democratic,CO,NO,2,107,House,101,
Cardin,Democratic,MD,AYE,2,107,House,101,
Carper,Democratic,DE,AYE,2,107,House,101,
Carr,Democratic,MI,NO,2,107,House,101,
Chandler,Republican,WA,NO,2,107,House,101,
Chapman,Democratic,TX,AYE,2,107,House,101,
Clarke,Democratic,NC,NO,2,107,House,101,
Clay,Democratic,MO,AYE,2,107,House,101,
Clement,Democratic,TN,AYE,2,107,House,101,
Clinger,Republican,PA,NO,2,107,House,101,
Coble,Republican,NC,NO,2,107,House,101,
Coleman (MO),Republican,MO,NO,2,107,House,101,
Coleman,Democratic,TX,AYE,2,107,House,101,
Collins (IL),Democratic,IL,AYE,2,107,House,101,
Combest,Republican,TX,NO,2,107,House,101,
Condit,Democratic,CA,AYE,2,107,House,101,
Conte,Republican,MA,AYE,2,107,House,101,
Conyers,Democratic,MI,AYE,2,107,House,101,
Cooper,Democratic,TN,NO,2,107,House,101,
Costello,Democratic,IL,AYE,2,107,House,101,
Coughlin,Republican,PA,AYE,2,107,House,101,
Courter,Republican,NJ,NO,2,107,House,101,
Cox,Republican,CA,NO,2,107,House,101,
Coyne,Democratic,PA,AYE,2,107,House,101,
Craig,Republican,ID,NO,2,107,House,101,
Crane,Republican,IL,NO,2,107,House,101,
Crockett,Democratic,MI,AYE,2,107,House,101,
Dannemeyer,Republican,CA,NO,2,107,House,101,
Darden,Democratic,GA,NO,2,107,House,101,
Davis,Republican,MI,AYE,2,107,House,101,
de la Garza,Democratic,TX,AYE,2,107,House,101,
DeFazio,Democratic,OR,AYE,2,107,House,101,
DeLay,Republican,TX,NO,2,107,House,101,
Dellums,Democratic,CA,AYE,2,107,House,101,
Derrick,Democratic,SC,NO,2,107,House,101,
DeWine,Republican,OH,AYE,2,107,House,101,
Dickinson,Republican,AL,NO,2,107,House,101,
Dicks,Democratic,WA,AYE,2,107,House,101,
Dingell,Democratic,MI,AYE,2,107,House,101,
Dixon,Democratic,CA,AYE,2,107,House,101,
Donnelly,Democratic,MA,NO,2,107,House,101,
Dorgan (ND),Democratic,ND,AYE,2,107,House,101,
Dornan,Republican,CA,NO,2,107,House,101,
Douglas,Republican,NH,NO,2,107,House,101,
Downey,Democratic,NY,AYE,2,107,House,101,
Dreier,Republican,CA,NO,2,107,House,101,
Duncan,Republican,TN,NO,2,107,House,101,
Durbin,Democratic,IL,AYE,2,107,House,101,
Dwyer,Democratic,NJ,AYE,2,107,House,101,
Dymally,Democratic,CA,AYE,2,107,House,101,
Dyson,Democratic,MD,AYE,2,107,House,101,
Early,Democratic,MA,AYE,2,107,House,101,
Eckart,Democratic,OH,AYE,2,107,House,101,
Edwards (CA),Democratic,CA,AYE,2,107,House,101,
Edwards (OK),Republican,OK,NO,2,107,House,101,
Emerson,Republican,MO,NOT VOTING,2,107,House,101,
Engel,Democratic,NY,AYE,2,107,House,101,
English (OK),Democratic,OK,AYE,2,107,House,101,
Erdreich,Democratic,AL,AYE,2,107,House,101,
Espy,Democratic,MS,AYE,2,107,House,101,
