Cosponsor,Date Cosponsored,bill,bill_name,congress,bio_url
"Rep. McNerney, Jerry [D-CA-11]",9/14/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/jerry-mcnerney/M001166
"Rep. Pastor, Ed [D-AZ-4]",9/22/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/ed-pastor/P000099
"Rep. Thompson, Mike [D-CA-1]",9/23/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/mike-thompson/T000460
"Rep. Wasserman Schultz, Debbie [D-FL-20]",9/23/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/debbie-wasserman-schultz/W000797
"Rep. Frank, Barney [D-MA-4]",10/3/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/barney-frank/F000339
"Del. Christensen, Donna M. [D-VI-At Large]",10/6/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/donna-christensen/C000380
"Rep. Slaughter, Louise McIntosh [D-NY-28]",10/6/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/louise-slaughter/S000480
"Rep. Woolsey, Lynn C. [D-CA-6]",10/14/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/lynn-woolsey/W000738
"Rep. Kildee, Dale E. [D-MI-5]",10/14/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/dale-kildee/K000172
"Rep. Lowey, Nita M. [D-NY-18]",10/14/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/nita-lowey/L000480
"Rep. Baldwin, Tammy [D-WI-2]",10/14/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/tammy-baldwin/B001230
"Rep. Waters, Maxine [D-CA-35]",10/26/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/maxine-waters/W000187
"Rep. Castor, Kathy [D-FL-11]",10/26/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/kathy-castor/C001066
"Rep. Israel, Steve [D-NY-2]",11/4/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/steve-israel/I000057
"Rep. Levin, Sander M. [D-MI-12]",11/15/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/sander-levin/L000263
"Rep. McCollum, Betty [D-MN-4]",11/15/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/betty-mccollum/M001143
"Rep. Capps, Lois [D-CA-23]",11/18/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/lois-capps/C001036
"Rep. Moore, Gwen [D-WI-4]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/gwen-moore/M001160
"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/henry-johnson/J000288
"Rep. Kaptur, Marcy [D-OH-9]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/marcy-kaptur/K000009
"Rep. Sewell, Terri A. [D-AL-7]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/terri-sewell/S001185
"Rep. Clarke, Hansen [D-MI-13]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/hansen-clarke/C001085
"Del. Norton, Eleanor Holmes [D-DC-At Large]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/eleanor-norton/N000147
"Rep. Kissell, Larry [D-NC-8]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/larry-kissell/K000369
"Rep. Holt, Rush [D-NJ-12]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/rush-holt/H001032
"Rep. Hinojosa, Ruben [D-TX-15]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/ruben-hinojosa/H000636
"Rep. Yarmuth, John A. [D-KY-3]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/john-yarmuth/Y000062
"Rep. Reyes, Silvestre [D-TX-16]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/silvestre-reyes/R000170
"Rep. Baca, Joe [D-CA-43]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/joe-baca/B001234
"Rep. Chu, Judy [D-CA-32]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/judy-chu/C001080
"Rep. Engel, Eliot L. [D-NY-17]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/eliot-engel/E000179
"Rep. Serrano, Jose E. [D-NY-16]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/jose-serrano/S000248
"Rep. Honda, Michael M. [D-CA-15]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/michael-honda/H001034
"Rep. Langevin, James R. [D-RI-2]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/james-langevin/L000559
"Rep. Davis, Danny K. [D-IL-7]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/danny-davis/D000096
"Rep. Hastings, Alcee L. [D-FL-23]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/alcee-hastings/H000324
"Rep. Ryan, Tim [D-OH-17]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/tim-ryan/R000577
"Rep. Rangel, Charles B. [D-NY-15]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/charles-rangel/R000053
"Rep. Smith, Adam [D-WA-9]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/adam-smith/S000510
"Rep. Brady, Robert A. [D-PA-1]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/robert-brady/B001227
"Rep. Quigley, Mike [D-IL-5]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/mike-quigley/Q000023
"Rep. Cohen, Steve [D-TN-9]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/steve-cohen/C001068
"Rep. Farr, Sam [D-CA-17]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/sam-farr/F000030
"Rep. Blumenauer, Earl [D-OR-3]",11/30/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/earl-blumenauer/B000574
"Rep. Tonko, Paul [D-NY-21]",12/1/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/paul-tonko/T000469
"Rep. Polis, Jared [D-CO-2]",12/1/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/jared-polis/P000598
"Rep. Owens, William L. [D-NY-23]",12/1/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/william-owens/O000169
"Rep. Cooper, Jim [D-TN-5]",12/1/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/james-cooper/C000754
"Rep. Tsongas, Niki [D-MA-5]",12/1/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/niki-tsongas/T000465
"Rep. Loebsack, David [D-IA-2]",12/6/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/david-loebsack/L000565
"Rep. Sherman, Brad [D-CA-27]",12/7/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/brad-sherman/S000344
"Rep. LoBiondo, Frank A. [R-NJ-2]",12/7/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/frank-lobiondo/L000554
"Rep. Schiff, Adam B. [D-CA-29]",12/16/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/adam-schiff/S001150
"Rep. Connolly, Gerald E. [D-VA-11]",12/16/2011,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/gerald-connolly/C001078
"Rep. Frelinghuysen, Rodney P. [R-NJ-11]",1/23/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/rodney-frelinghuysen/F000372
"Rep. Price, David E. [D-NC-4]",1/23/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/david-price/P000523
"Rep. Miller, Brad [D-NC-13]",1/23/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/brad-miller/M001154
"Rep. Doggett, Lloyd [D-TX-25]",1/31/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/lloyd-doggett/D000399
"Rep. Heinrich, Martin [D-NM-1]",1/31/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/martin-heinrich/H001046
"Rep. Berman, Howard L. [D-CA-28]",2/15/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/howard-berman/B000410
"Rep. Hahn, Janice [D-CA-36]",2/28/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/janice-hahn/H001063
"Rep. Doyle, Michael F. [D-PA-14]",3/6/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/mike-doyle/D000482
"Rep. Richardson, Laura [D-CA-37]",3/6/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/laura-richardson/R000581
"Rep. Carnahan, Russ [D-MO-3]",3/6/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/russ-carnahan/C001060
"Rep. Waxman, Henry A. [D-CA-30]",4/16/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/henry-waxman/W000215
"Rep. Cicilline, David N. [D-RI-1]",5/8/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/david-cicilline/C001084
"Rep. Butterfield, G. K. [D-NC-1]",7/25/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/g-k-butterfield/B001251
"Rep. Clay, Wm. Lacy [D-MO-1]",7/25/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/wm-clay/C001049
"Rep. Crowley, Joseph [D-NY-7]",7/25/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/joseph-crowley/C001038
"Rep. Boswell, Leonard L. [D-IA-3]",7/25/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/leonard-boswell/B000652
"Rep. Nadler, Jerrold [D-NY-8]",7/25/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/jerrold-nadler/N000002
"Rep. Courtney, Joe [D-CT-2]",7/25/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/joe-courtney/C001069
"Rep. Schwartz, Allyson Y. [D-PA-13]",7/25/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/allyson-schwartz/S001162
"Del. Sablan, Gregorio Kilili Camacho [D-MP-At Large]",7/25/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/gregorio-sablan/S001177
"Rep. Deutch, Theodore E. [D-FL-19]",7/31/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/theodore-deutch/D000610
"Rep. Braley, Bruce L. [D-IA-1]",7/31/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/bruce-braley/B001259
"Rep. Van Hollen, Chris [D-MD-8]",7/31/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/chris-van-hollen/V000128
"Rep. Carson, Andre [D-IN-7]",7/31/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/andre-carson/C001072
"Rep. Pingree, Chellie [D-ME-1]",7/31/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/chellie-pingree/P000597
"Rep. Bonamici, Suzanne [D-OR-1]",8/1/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/suzanne-bonamici/B001278
"Rep. Tierney, John F. [D-MA-6]",8/1/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/john-tierney/T000266
"Rep. Keating, William R. [D-MA-10]",9/12/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/william-keating/K000375
"Rep. Kucinich, Dennis J. [D-OH-10]",9/21/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/dennis-kucinich/K000336
"Rep. Larsen, Rick [D-WA-2]",11/13/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/rick-larsen/L000560
"Rep. Eshoo, Anna G. [D-CA-14]",11/13/2012,H.R.2016,Campus Sexual Violence Elimination Act,112,https://www.congress.gov/member/anna-eshoo/E000215
"Rep. Fortenberry, Jeff [R-NE-1] ",,H.R.1179,Respect for Rights of Conscience Act of 2011,112,https://www.congress.gov/member/jeff-fortenberry/F000449
"Rep. Boren, Dan [D-OK-2]*",3/17/2011,H.R.1179,Respect for Rights of Conscience Act of 2011,112,https://www.congress.gov/member/dan-boren/B001254
"Rep. McMorris Rodgers, Cathy [R-WA-5]*",3/17/2011,H.R.1179,Respect for Rights of Conscience Act of 2012,112,https://www.congress.gov/member/cathy-mcmorris-rodgers/M001159
"Rep. Scalise, Steve [R-LA-1]*",3/17/2011,H.R.1179,Respect for Rights of Conscience Act of 2013,112,https://www.congress.gov/member/steve-scalise/S001176
"Rep. Tiberi, Patrick J. [R-OH-12]*",3/17/2011,H.R.1179,Respect for Rights of Conscience Act of 2014,112,https://www.congress.gov/member/patrick-tiberi/T000462
"Rep. Conaway, K. Michael [R-TX-11]*",3/17/2011,H.R.1179,Respect for Rights of Conscience Act of 2015,112,https://www.congress.gov/member/k-conaway/C001062
"Rep. Lamborn, Doug [R-CO-5]*",3/17/2011,H.R.1179,Respect for Rights of Conscience Act of 2016,112,https://www.congress.gov/member/doug-lamborn/L000564
"Rep. Walberg, Tim [R-MI-7]*",3/17/2011,H.R.1179,Respect for Rights of Conscience Act of 2017,112,https://www.congress.gov/member/tim-walberg/W000798
"Rep. Lipinski, Daniel [D-IL-3]*",3/17/2011,H.R.1179,Respect for Rights of Conscience Act of 2018,112,https://www.congress.gov/member/daniel-lipinski/L000563
"Rep. Miller, Jeff [R-FL-1]",4/1/2011,H.R.1179,Respect for Rights of Conscience Act of 2019,112,https://www.congress.gov/member/jeff-miller/M001144
"Rep. Pearce, Stevan [R-NM-2]",4/1/2011,H.R.1179,Respect for Rights of Conscience Act of 2020,112,https://www.congress.gov/member/stevan-pearce/P000588
"Rep. Rooney, Thomas J. [R-FL-16]",4/1/2011,H.R.1179,Respect for Rights of Conscience Act of 2021,112,https://www.congress.gov/member/thomas-rooney/R000583
"Rep. Kingston, Jack [R-GA-1]",4/1/2011,H.R.1179,Respect for Rights of Conscience Act of 2022,112,https://www.congress.gov/member/jack-kingston/K000220
"Rep. King, Steve [R-IA-5]",4/1/2011,H.R.1179,Respect for Rights of Conscience Act of 2023,112,https://www.congress.gov/member/steve-king/K000362
"Rep. Forbes, J. Randy [R-VA-4]",4/7/2011,H.R.1179,Respect for Rights of Conscience Act of 2024,112,https://www.congress.gov/member/j-forbes/F000445
"Rep. Neugebauer, Randy [R-TX-19]",4/7/2011,H.R.1179,Respect for Rights of Conscience Act of 2025,112,https://www.congress.gov/member/randy-neugebauer/N000182
"Rep. Lankford, James [R-OK-5]",4/14/2011,H.R.1179,Respect for Rights of Conscience Act of 2026,112,https://www.congress.gov/member/james-lankford/L000575
"Rep. Buerkle, Ann Marie [R-NY-25]",4/14/2011,H.R.1179,Respect for Rights of Conscience Act of 2027,112,https://www.congress.gov/member/ann-buerkle/B001276
"Rep. Huelskamp, Tim [R-KS-1]",4/14/2011,H.R.1179,Respect for Rights of Conscience Act of 2028,112,https://www.congress.gov/member/tim-huelskamp/H001057
"Rep. Griffith, H. Morgan [R-VA-9]",5/4/2011,H.R.1179,Respect for Rights of Conscience Act of 2029,112,https://www.congress.gov/member/h-griffith/G000568
"Rep. McCotter, Thaddeus G. [R-MI-11]",5/4/2011,H.R.1179,Respect for Rights of Conscience Act of 2030,112,https://www.congress.gov/member/thaddeus-mccotter/M001147
"Rep. Paul, Ron [R-TX-14]",5/24/2011,H.R.1179,Respect for Rights of Conscience Act of 2031,112,https://www.congress.gov/member/ron-paul/P000583
"Rep. Canseco, Francisco ""Quico"" [R-TX-23]",5/24/2011,H.R.1179,Respect for Rights of Conscience Act of 2032,112,https://www.congress.gov/member/francisco-canseco/C001082
"Rep. Franks, Trent [R-AZ-2]",6/14/2011,H.R.1179,Respect for Rights of Conscience Act of 2033,112,https://www.congress.gov/member/trent-franks/F000448
"Rep. Smith, Christopher H. [R-NJ-4]",6/14/2011,H.R.1179,Respect for Rights of Conscience Act of 2034,112,https://www.congress.gov/member/christopher-smith/S000522
"Rep. McCaul, Michael T. [R-TX-10]",6/23/2011,H.R.1179,Respect for Rights of Conscience Act of 2035,112,https://www.congress.gov/member/michael-mccaul/M001157
"Rep. Terry, Lee [R-NE-2]",7/22/2011,H.R.1179,Respect for Rights of Conscience Act of 2036,112,https://www.congress.gov/member/lee-terry/T000459
"Rep. McClintock, Tom [R-CA-4]",7/22/2011,H.R.1179,Respect for Rights of Conscience Act of 2037,112,https://www.congress.gov/member/tom-mcclintock/M001177
"Rep. Sensenbrenner, F. James, Jr. [R-WI-5]",7/22/2011,H.R.1179,Respect for Rights of Conscience Act of 2038,112,https://www.congress.gov/member/f-sensenbrenner/S000244
"Rep. Hartzler, Vicky [R-MO-4]",7/27/2011,H.R.1179,Respect for Rights of Conscience Act of 2039,112,https://www.congress.gov/member/vicky-hartzler/H001053
"Rep. Harris, Andy [R-MD-1]",7/27/2011,H.R.1179,Respect for Rights of Conscience Act of 2040,112,https://www.congress.gov/member/andy-harris/H001052
"Rep. Schmidt, Jean [R-OH-2]",7/28/2011,H.R.1179,Respect for Rights of Conscience Act of 2041,112,https://www.congress.gov/member/jean-schmidt/S001164
"Rep. Smith, Adrian [R-NE-3]",7/28/2011,H.R.1179,Respect for Rights of Conscience Act of 2042,112,https://www.congress.gov/member/adrian-smith/S001172
"Rep. Lewis, Jerry [R-CA-41]",8/1/2011,H.R.1179,Respect for Rights of Conscience Act of 2043,112,https://www.congress.gov/member/jerry-lewis/L000274
"Rep. Costello, Jerry F. [D-IL-12]",8/1/2011,H.R.1179,Respect for Rights of Conscience Act of 2044,112,https://www.congress.gov/member/jerry-costello/C000794
"Rep. Jones, Walter B., Jr. [R-NC-3]",8/1/2011,H.R.1179,Respect for Rights of Conscience Act of 2045,112,https://www.congress.gov/member/walter-jones/J000255
"Rep. Bishop, Rob [R-UT-1]",8/1/2011,H.R.1179,Respect for Rights of Conscience Act of 2046,112,https://www.congress.gov/member/rob-bishop/B001250
"Rep. Chabot, Steve [R-OH-1]",8/5/2011,H.R.1179,Respect for Rights of Conscience Act of 2047,112,https://www.congress.gov/member/steve-chabot/C000266
"Rep. Harper, Gregg [R-MS-3]",8/5/2011,H.R.1179,Respect for Rights of Conscience Act of 2048,112,https://www.congress.gov/member/gregg-harper/H001045
"Rep. Fitzpatrick, Michael G. [R-PA-8]",8/5/2011,H.R.1179,Respect for Rights of Conscience Act of 2049,112,https://www.congress.gov/member/michael-fitzpatrick/F000451
"Rep. Blackburn, Marsha [R-TN-7]",8/5/2011,H.R.1179,Respect for Rights of Conscience Act of 2050,112,https://www.congress.gov/member/marsha-blackburn/B001243
"Rep. Platts, Todd Russell [R-PA-19]",8/5/2011,H.R.1179,Respect for Rights of Conscience Act of 2051,112,https://www.congress.gov/member/todd-platts/P000585
"Rep. Schilling, Robert T. [R-IL-17]",8/9/2011,H.R.1179,Respect for Rights of Conscience Act of 2052,112,https://www.congress.gov/member/robert-schilling/S001182
"Rep. Palazzo, Steven M. [R-MS-4]",8/9/2011,H.R.1179,Respect for Rights of Conscience Act of 2053,112,https://www.congress.gov/member/steven-palazzo/P000601
"Rep. Burton, Dan [R-IN-5]",8/9/2011,H.R.1179,Respect for Rights of Conscience Act of 2054,112,https://www.congress.gov/member/dan-burton/B001149
"Rep. Goodlatte, Bob [R-VA-6]",8/16/2011,H.R.1179,Respect for Rights of Conscience Act of 2055,112,https://www.congress.gov/member/robert-goodlatte/G000289
"Rep. Hultgren, Randy [R-IL-14]",8/16/2011,H.R.1179,Respect for Rights of Conscience Act of 2056,112,https://www.congress.gov/member/randy-hultgren/H001059
"Rep. Murphy, Tim [R-PA-18]",8/23/2011,H.R.1179,Respect for Rights of Conscience Act of 2057,112,https://www.congress.gov/member/tim-murphy/M001151
"Rep. Myrick, Sue Wilkins [R-NC-9]",8/23/2011,H.R.1179,Respect for Rights of Conscience Act of 2058,112,https://www.congress.gov/member/sue-myrick/M001134
"Rep. Davis, Geoff [R-KY-4]",8/23/2011,H.R.1179,Respect for Rights of Conscience Act of 2059,112,https://www.congress.gov/member/geoff-davis/D000603
"Rep. Graves, Sam [R-MO-6]",9/7/2011,H.R.1179,Respect for Rights of Conscience Act of 2060,112,https://www.congress.gov/member/sam-graves/G000546
"Rep. Huizenga, Bill [R-MI-2]",9/7/2011,H.R.1179,Respect for Rights of Conscience Act of 2061,112,https://www.congress.gov/member/bill-huizenga/H001058
"Rep. Hall, Ralph M. [R-TX-4]",9/7/2011,H.R.1179,Respect for Rights of Conscience Act of 2062,112,https://www.congress.gov/member/ralph-hall/H000067
"Rep. Latta, Robert E. [R-OH-5]",9/12/2011,H.R.1179,Respect for Rights of Conscience Act of 2063,112,https://www.congress.gov/member/robert-latta/L000566
"Rep. Pence, Mike [R-IN-6]",9/12/2011,H.R.1179,Respect for Rights of Conscience Act of 2064,112,https://www.congress.gov/member/mike-pence/P000587
"Rep. Calvert, Ken [R-CA-44]",9/12/2011,H.R.1179,Respect for Rights of Conscience Act of 2065,112,https://www.congress.gov/member/ken-calvert/C000059
"Rep. Luetkemeyer, Blaine [R-MO-9]",9/12/2011,H.R.1179,Respect for Rights of Conscience Act of 2066,112,https://www.congress.gov/member/blaine-luetkemeyer/L000569
"Rep. Schock, Aaron [R-IL-18]",9/12/2011,H.R.1179,Respect for Rights of Conscience Act of 2067,112,https://www.congress.gov/member/aaron-schock/S001179
"Rep. Marchant, Kenny [R-TX-24]",9/12/2011,H.R.1179,Respect for Rights of Conscience Act of 2068,112,https://www.congress.gov/member/kenny-marchant/M001158
"Rep. Pompeo, Mike [R-KS-4]",9/12/2011,H.R.1179,Respect for Rights of Conscience Act of 2069,112,https://www.congress.gov/member/mike-pompeo/P000602
"Rep. Roskam, Peter J. [R-IL-6]",9/12/2011,H.R.1179,Respect for Rights of Conscience Act of 2070,112,https://www.congress.gov/member/peter-roskam/R000580
"Rep. Fleming, John [R-LA-4]",9/12/2011,H.R.1179,Respect for Rights of Conscience Act of 2071,112,https://www.congress.gov/member/john-fleming/F000456
"Rep. Ross, Dennis A. [R-FL-12]",9/12/2011,H.R.1179,Respect for Rights of Conscience Act of 2072,112,https://www.congress.gov/member/dennis-ross/R000593
"Rep. Long, Billy [R-MO-7]",9/12/2011,H.R.1179,Respect for Rights of Conscience Act of 2073,112,https://www.congress.gov/member/billy-long/L000576
"Rep. Rogers, Mike J. [R-MI-8]",9/12/2011,H.R.1179,Respect for Rights of Conscience Act of 2074,112,https://www.congress.gov/member/mike-rogers/R000572
"Rep. Nunnelee, Alan [R-MS-1]",9/13/2011,H.R.1179,Respect for Rights of Conscience Act of 2075,112,https://www.congress.gov/member/alan-nunnelee/N000186
"Rep. Akin, W. Todd [R-MO-2]",9/20/2011,H.R.1179,Respect for Rights of Conscience Act of 2076,112,https://www.congress.gov/member/w-akin/A000358
"Rep. Manzullo, Donald A. [R-IL-16]",9/20/2011,H.R.1179,Respect for Rights of Conscience Act of 2077,112,https://www.congress.gov/member/donald-manzullo/M001138
"Rep. Johnson, Bill [R-OH-6]",9/20/2011,H.R.1179,Respect for Rights of Conscience Act of 2078,112,https://www.congress.gov/member/bill-johnson/J000292
"Rep. Scott, Tim [R-SC-1]",9/20/2011,H.R.1179,Respect for Rights of Conscience Act of 2079,112,https://www.congress.gov/member/tim-scott/S001184
"Rep. Kline, John [R-MN-2]",9/22/2011,H.R.1179,Respect for Rights of Conscience Act of 2080,112,https://www.congress.gov/member/john-kline/K000363
"Rep. Walsh, Joe [R-IL-8]",9/23/2011,H.R.1179,Respect for Rights of Conscience Act of 2081,112,https://www.congress.gov/member/joe-walsh/W000811
"Del. Bordallo, Madeleine Z. [D-GU-At Large]",10/4/2011,H.R.1179,Respect for Rights of Conscience Act of 2082,112,https://www.congress.gov/member/madeleine-bordallo/B001245
"Rep. Landry, Jeffrey M. [R-LA-3]",10/4/2011,H.R.1179,Respect for Rights of Conscience Act of 2083,112,https://www.congress.gov/member/jeffrey-landry/L000574
"Rep. Cassidy, Bill [R-LA-6]",10/4/2011,H.R.1179,Respect for Rights of Conscience Act of 2084,112,https://www.congress.gov/member/bill-cassidy/C001075
"Rep. Heck, Joseph J. [R-NV-3]",10/4/2011,H.R.1179,Respect for Rights of Conscience Act of 2085,112,https://www.congress.gov/member/joseph-heck/H001055
"Rep. Duffy, Sean P. [R-WI-7]",10/4/2011,H.R.1179,Respect for Rights of Conscience Act of 2086,112,https://www.congress.gov/member/sean-duffy/D000614
"Rep. Crawford, Eric A. ""Rick"" [R-AR-1]",10/4/2011,H.R.1179,Respect for Rights of Conscience Act of 2087,112,https://www.congress.gov/member/eric-crawford/C001087
"Rep. Miller, Gary G. [R-CA-42]",10/6/2011,H.R.1179,Respect for Rights of Conscience Act of 2088,112,https://www.congress.gov/member/gary-miller/M001139
"Rep. Thornberry, Mac [R-TX-13]",10/6/2011,H.R.1179,Respect for Rights of Conscience Act of 2089,112,https://www.congress.gov/member/william-thornberry/T000238
"Rep. Lummis, Cynthia M. [R-WY-At Large]",10/12/2011,H.R.1179,Respect for Rights of Conscience Act of 2090,112,https://www.congress.gov/member/cynthia-lummis/L000571
"Rep. Kinzinger, Adam [R-IL-11]",10/12/2011,H.R.1179,Respect for Rights of Conscience Act of 2091,112,https://www.congress.gov/member/adam-kinzinger/K000378
"Rep. King, Peter T. [R-NY-3]",10/13/2011,H.R.1179,Respect for Rights of Conscience Act of 2092,112,https://www.congress.gov/member/peter-king/K000210
"Rep. Latham, Tom [R-IA-4]",10/13/2011,H.R.1179,Respect for Rights of Conscience Act of 2093,112,https://www.congress.gov/member/tom-latham/L000111
"Rep. McIntyre, Mike [D-NC-7]",10/13/2011,H.R.1179,Respect for Rights of Conscience Act of 2094,112,https://www.congress.gov/member/mike-mcintyre/M000485
"Rep. Altmire, Jason [D-PA-4]",10/24/2011,H.R.1179,Respect for Rights of Conscience Act of 2095,112,https://www.congress.gov/member/jason-altmire/A000362
"Rep. Gowdy, Trey [R-SC-4]",10/24/2011,H.R.1179,Respect for Rights of Conscience Act of 2096,112,https://www.congress.gov/member/trey-gowdy/G000566
