Cosponsor,Date Cosponsored,bill,bill_name,congress,bio_url
"Rep. Schwartz, Allyson Y. [D-PA-13]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/allyson-schwartz/S001162
"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/henry-johnson/J000288
"Rep. Waxman, Henry A. [D-CA-30]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/henry-waxman/W000215
"Rep. Castor, Kathy [D-FL-11]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/kathy-castor/C001066
"Rep. Lofgren, Zoe [D-CA-16]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/zoe-lofgren/L000397
"Rep. Moore, Gwen [D-WI-4]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/gwen-moore/M001160
"Rep. Connolly, Gerald E. [D-VA-11]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/gerald-connolly/C001078
"Rep. Lowey, Nita M. [D-NY-18]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/nita-lowey/L000480
"Rep. Kildee, Dale E. [D-MI-5]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/dale-kildee/K000172
"Rep. Bishop, Timothy H. [D-NY-1]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/timothy-bishop/B001242
"Rep. Olver, John W. [D-MA-1]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/john-olver/O000085
"Rep. Blumenauer, Earl [D-OR-3]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/earl-blumenauer/B000574
"Rep. Ryan, Tim [D-OH-17]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/tim-ryan/R000577
"Rep. Wasserman Schultz, Debbie [D-FL-20]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/debbie-wasserman-schultz/W000797
"Rep. Cleaver, Emanuel [D-MO-5]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/emanuel-cleaver/C001061
"Rep. Ellison, Keith [D-MN-5]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/keith-ellison/E000288
"Rep. Kucinich, Dennis J. [D-OH-10]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/dennis-kucinich/K000336
"Rep. Sutton, Betty [D-OH-13]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/betty-sutton/S001174
"Rep. Ortiz, Solomon P. [D-TX-27]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/solomon-ortiz/O000107
"Rep. Israel, Steve [D-NY-2]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/steve-israel/I000057
"Rep. Brady, Robert A. [D-PA-1]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/robert-brady/B001227
"Rep. Markey, Edward J. [D-MA-7]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/edward-markey/M000133
"Rep. Woolsey, Lynn C. [D-CA-6]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/lynn-woolsey/W000738
"Rep. Green, Al [D-TX-9]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/al-green/G000553
"Rep. Green, Gene [D-TX-29]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/gene-green/G000410
"Rep. Cummings, Elijah E. [D-MD-7]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/elijah-cummings/C000984
"Rep. Davis, Susan A. [D-CA-53]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/susan-davis/D000598
"Rep. Lewis, John [D-GA-5]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/john-lewis/L000287
"Rep. McDermott, Jim [D-WA-7]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/jim-mcdermott/M000404
"Rep. Rodriguez, Ciro D. [D-TX-23]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/ciro-rodriguez/R000568
"Rep. Lynch, Stephen F. [D-MA-9]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/stephen-lynch/L000562
"Rep. Michaud, Michael H. [D-ME-2]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/michael-michaud/M001149
"Rep. Berkley, Shelley [D-NV-1]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/shelley-berkley/B001231
"Rep. Van Hollen, Chris [D-MD-8]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/chris-van-hollen/V000128
"Rep. Jackson, Jesse L., Jr. [D-IL-2]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/jesse-jackson/J000283
"Rep. Sarbanes, John P. [D-MD-3]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/john-sarbanes/S001168
"Rep. Rothman, Steven R. [D-NJ-9]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/steven-rothman/R000462
"Rep. Oberstar, James L. [D-MN-8]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/james-oberstar/O000006
"Rep. Hirono, Mazie K. [D-HI-2]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/mazie-hirono/H001042
"Rep. Grayson, Alan [D-FL-8]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/alan-grayson/G000556
"Rep. Grijalva, Raul M. [D-AZ-7]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/raul-grijalva/G000551
"Rep. Pingree, Chellie [D-ME-1]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/chellie-pingree/P000597
"Rep. Carson, Andre [D-IN-7]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/andre-carson/C001072
"Rep. Capuano, Michael E. [D-MA-8]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/michael-capuano/C001037
"Rep. Cohen, Steve [D-TN-9]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/steve-cohen/C001068
"Rep. Conyers, John, Jr. [D-MI-14]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/john-conyers/C000714
"Rep. Costello, Jerry F. [D-IL-12]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/jerry-costello/C000794
"Rep. Eshoo, Anna G. [D-CA-14]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/anna-eshoo/E000215
"Rep. Honda, Michael M. [D-CA-15]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/michael-honda/H001034
"Rep. Kilpatrick, Carolyn C. [D-MI-13]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/carolyn-kilpatrick/K000180
"Rep. Larson, John B. [D-CT-1]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/john-larson/L000557
"Rep. Lee, Barbara [D-CA-9]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/barbara-lee/L000551
"Rep. McCollum, Betty [D-MN-4]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/betty-mccollum/M001143
"Rep. Moran, James P. [D-VA-8]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/james-moran/M000933
"Rep. Murphy, Christopher [D-CT-5]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/christopher-murphy/M001169
"Rep. Pascrell, Bill, Jr. [D-NJ-8]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/william-pascrell/P000096
"Rep. Price, David E. [D-NC-4]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/david-price/P000523
"Rep. Sherman, Brad [D-CA-27]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/brad-sherman/S000344
"Rep. Kennedy, Patrick J. [D-RI-1]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/patrick-kennedy/K000113
"Rep. Velazquez, Nydia M. [D-NY-12]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/nydia-velazquez/V000081
"Rep. Weiner, Anthony D. [D-NY-9]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/anthony-weiner/W000792
"Rep. Doyle, Michael F. [D-PA-14]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/mike-doyle/D000482
"Rep. Fattah, Chaka [D-PA-2]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/chaka-fattah/F000043
"Rep. Sires, Albio [D-NJ-13]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/albio-sires/S001165
"Rep. Davis, Danny K. [D-IL-7]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/danny-davis/D000096
"Rep. Clay, Wm. Lacy [D-MO-1]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/wm-clay/C001049
"Rep. Brown, Corrine [D-FL-3]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/corrine-brown/B000911
"Rep. Pallone, Frank, Jr. [D-NJ-6]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/frank-pallone/P000034
"Rep. Meeks, Gregory W. [D-NY-6]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/gregory-meeks/M001137
"Rep. Berman, Howard L. [D-CA-28]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/howard-berman/B000410
"Rep. Courtney, Joe [D-CT-2]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/joe-courtney/C001069
"Rep. Meek, Kendrick B. [D-FL-17]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/kendrick-meek/M001148
"Del. Christensen, Donna M. [D-VI-At Large]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/donna-christensen/C000380
"Rep. Payne, Donald M. [D-NJ-10]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/donald-payne/P000149
"Rep. Clarke, Yvette D. [D-NY-11]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/yvette-clarke/C001067
"Rep. Shea-Porter, Carol [D-NH-1]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/carol-shea-porter/S001170
"Rep. Abercrombie, Neil [D-HI-1]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/neil-abercrombie/A000014
"Rep. Edwards, Donna F. [D-MD-4]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/donna-edwards/E000290
"Del. Sablan, Gregorio Kilili Camacho [D-MP-At Large]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/gregorio-sablan/S001177
"Rep. Fudge, Marcia L. [D-OH-11]*",5/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/marcia-fudge/F000455
"Rep. Wexler, Robert [D-FL-19]",6/10/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/robert-wexler/W000314
"Rep. Roybal-Allard, Lucille [D-CA-34]",6/10/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/lucille-roybal-allard/R000486
"Rep. Schauer, Mark H. [D-MI-7]",6/10/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/mark-schauer/S001178
"Rep. Matsui, Doris O. [D-CA-5]",6/10/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/doris-matsui/M001163
"Rep. Carnahan, Russ [D-MO-3]",6/26/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/russ-carnahan/C001060
"Rep. Schiff, Adam B. [D-CA-29]",6/26/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/adam-schiff/S001150
"Rep. Tierney, John F. [D-MA-6]",7/29/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/john-tierney/T000266
"Rep. Hastings, Alcee L. [D-FL-23]",7/29/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/alcee-hastings/H000324
"Rep. Sestak, Joe [D-PA-7]",10/22/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/joe-sestak/S001169
"Rep. Baca, Joe [D-CA-43]",10/22/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/joe-baca/B001234
"Rep. Pastor, Ed [D-AZ-4]",10/22/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/ed-pastor/P000099
"Rep. Speier, Jackie [D-CA-12]",10/22/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/jackie-speier/S001175
"Rep. Heinrich, Martin [D-NM-1]",11/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/martin-heinrich/H001046
"Rep. Ackerman, Gary L. [D-NY-5]",11/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/gary-ackerman/A000022
"Rep. Tonko, Paul [D-NY-21]",11/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/paul-tonko/T000469
"Rep. Scott, Robert C. ""Bobby"" [D-VA-3]",11/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/robert-scott/S000185
"Rep. Richardson, Laura [D-CA-37]",11/18/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/laura-richardson/R000581
"Rep. Langevin, James R. [D-RI-2]",11/19/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/james-langevin/L000559
"Rep. Chu, Judy [D-CA-32]",12/2/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/judy-chu/C001080
"Rep. Tsongas, Niki [D-MA-5]",12/16/2009,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/niki-tsongas/T000465
"Rep. Napolitano, Grace F. [D-CA-38]",4/20/2010,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/grace-napolitano/N000179
"Rep. Lujan, Ben Ray [D-NM-3]",4/20/2010,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/ben-lujan/L000570
"Rep. Holden, Tim [D-PA-17]",4/20/2010,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/tim-holden/H000712
"Rep. Watson, Diane E. [D-CA-33]",5/11/2010,H.R.2460,Healthy Families Act,111,https://www.congress.gov/member/diane-watson/W000794
"Rep. DeLauro, Rosa L. [D-CT-3] ",,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/rosa-delauro/D000216?q=%7B%22search%22%3A%5B%22h.r.2074%22%5D%7D&r=1
"Rep. Sanchez, Linda T. [D-CA-39]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/linda-sanchez/S001156
"Rep. Polis, Jared [D-CO-2]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/jared-polis/P000598
"Rep. Kilroy, Mary Jo [D-OH-15]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/mary-jo-kilroy/K000372
"Rep. Clarke, Yvette D. [D-NY-11]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/yvette-clarke/C001067
"Rep. Rangel, Charles B. [D-NY-15]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/charles-rangel/R000053
"Rep. McDermott, Jim [D-WA-7]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/jim-mcdermott/M000404
"Rep. Schakowsky, Janice D. [D-IL-9]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/janice-schakowsky/S001145
"Rep. Ryan, Tim [D-OH-17]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/tim-ryan/R000577
"Rep. Serrano, Jose E. [D-NY-16]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/jose-serrano/S000248
"Rep. Hare, Phil [D-IL-17]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/phil-hare/H001040
"Rep. Lewis, John [D-GA-5]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/john-lewis/L000287
"Rep. Fattah, Chaka [D-PA-2]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/chaka-fattah/F000043
"Rep. Michaud, Michael H. [D-ME-2]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/michael-michaud/M001149
"Rep. Lofgren, Zoe [D-CA-16]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/zoe-lofgren/L000397
"Del. Norton, Eleanor Holmes [D-DC-At Large]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/eleanor-norton/N000147
"Rep. Farr, Sam [D-CA-17]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/sam-farr/F000030
"Rep. Conyers, John, Jr. [D-MI-14]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/john-conyers/C000714
"Del. Bordallo, Madeleine Z. [D-GU-At Large]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/madeleine-bordallo/B001245
"Rep. Hinojosa, Ruben [D-TX-15]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/ruben-hinojosa/H000636
"Rep. Jackson-Lee, Sheila [D-TX-18]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/sheila-jackson-lee/J000032
"Rep. Maloney, Carolyn B. [D-NY-14]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/carolyn-maloney/M000087
"Rep. Kennedy, Patrick J. [D-RI-1]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/patrick-kennedy/K000113
"Rep. Lowey, Nita M. [D-NY-18]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/nita-lowey/L000480
"Rep. Baldwin, Tammy [D-WI-2]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/tammy-baldwin/B001230
"Rep. Hastings, Alcee L. [D-FL-23]*",4/23/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/alcee-hastings/H000324
"Rep. Sutton, Betty [D-OH-13]",6/12/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/betty-sutton/S001174
"Rep. Filner, Bob [D-CA-51]",6/12/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/bob-filner/F000116
"Rep. Sestak, Joe [D-PA-7]",6/12/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/joe-sestak/S001169
"Rep. Jackson, Jesse L., Jr. [D-IL-2]",6/12/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/jesse-jackson/J000283
"Rep. Van Hollen, Chris [D-MD-8]",6/12/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/chris-van-hollen/V000128
"Rep. Payne, Donald M. [D-NJ-10]",6/12/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/donald-payne/P000149
"Rep. Nadler, Jerrold [D-NY-8]",12/2/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/jerrold-nadler/N000002
"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]",12/2/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/henry-johnson/J000288
"Rep. Honda, Michael M. [D-CA-15]",12/2/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/michael-honda/H001034
"Rep. Sires, Albio [D-NJ-13]",12/2/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/albio-sires/S001165
"Rep. Schiff, Adam B. [D-CA-29]",12/2/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/adam-schiff/S001150
"Rep. McCollum, Betty [D-MN-4]",12/2/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/betty-mccollum/M001143
"Rep. Tonko, Paul [D-NY-21]",12/2/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/paul-tonko/T000469
"Rep. Braley, Bruce L. [D-IA-1]",12/2/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/bruce-braley/B001259
"Rep. Grijalva, Raul M. [D-AZ-7]",12/2/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/raul-grijalva/G000551
"Rep. Massa, Eric J. J. [D-NY-29]",12/2/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/eric-massa/M001173
"Rep. Davis, Danny K. [D-IL-7]",12/2/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/danny-davis/D000096
"Rep. Brown, Corrine [D-FL-3]",12/2/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/corrine-brown/B000911
"Rep. Pingree, Chellie [D-ME-1]",12/2/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/chellie-pingree/P000597
"Rep. Pastor, Ed [D-AZ-4]",12/2/2009,H.R.2074,Pathways Advancing Career Training Act,111,https://www.congress.gov/member/ed-pastor/P000099
"Rep. Slaughter, Louise McIntosh [D-NY-28] ",,H.R.458,High School Athletics Accountability Act of 2011,112,https://www.congress.gov/member/louise-slaughter/S000480
"Rep. Capito, Shelley Moore [R-WV-2]*",1/26/2011,H.R.458,High School Athletics Accountability Act of 2011,112,https://www.congress.gov/member/shelley-capito/C001047
"Rep. Towns, Edolphus [D-NY-10]",1/31/2012,H.R.458,High School Athletics Accountability Act of 2012,112,https://www.congress.gov/member/edolphus-towns/T000326
"Rep. Lee, Barbara [D-CA-9]",1/31/2012,H.R.458,High School Athletics Accountability Act of 2013,112,https://www.congress.gov/member/barbara-lee/L000551
"Rep. Heinrich, Martin [D-NM-1]",2/2/2012,H.R.458,High School Athletics Accountability Act of 2014,112,https://www.congress.gov/member/martin-heinrich/H001046
"Rep. Clay, Wm. Lacy [D-MO-1]",2/2/2012,H.R.458,High School Athletics Accountability Act of 2015,112,https://www.congress.gov/member/wm-clay/C001049
"Rep. Speier, Jackie [D-CA-12]",2/2/2012,H.R.458,High School Athletics Accountability Act of 2016,112,https://www.congress.gov/member/jackie-speier/S001175
"Rep. Davis, Danny K. [D-IL-7]",2/2/2012,H.R.458,High School Athletics Accountability Act of 2017,112,https://www.congress.gov/member/danny-davis/D000096
"Rep. Wasserman Schultz, Debbie [D-FL-20]",2/2/2012,H.R.458,High School Athletics Accountability Act of 2018,112,https://www.congress.gov/member/debbie-wasserman-schultz/W000797
"Rep. Langevin, James R. [D-RI-2]",2/2/2012,H.R.458,High School Athletics Accountability Act of 2019,112,https://www.congress.gov/member/james-langevin/L000559
"Rep. Sanchez, Linda T. [D-CA-39]",2/7/2012,H.R.458,High School Athletics Accountability Act of 2020,112,https://www.congress.gov/member/linda-sanchez/S001156
"Rep. Sires, Albio [D-NJ-13]",2/8/2011,H.R.458,High School Athletics Accountability Act of 2021,112,https://www.congress.gov/member/albio-sires/S001165
"Rep. DeLauro, Rosa L. [D-CT-3]",2/8/2011,H.R.458,High School Athletics Accountability Act of 2022,112,https://www.congress.gov/member/rosa-delauro/D000216
