Cosponsor,Date Cosponsored,bill,bill_name,congress,bio_url
"Rep. Lawson, Al, Jr. [D-FL-5]",4/18/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/al-lawson/L000586
"Rep. McGovern, James P. [D-MA-2]",4/18/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/james-mcgovern/M000312
"Rep. Roybal-Allard, Lucille [D-CA-40]",4/22/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/lucille-roybal-allard/R000486
"Rep. Hastings, Alcee L. [D-FL-20]",4/25/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/alcee-hastings/H000324
"Rep. Jayapal, Pramila [D-WA-7]",4/25/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/pramila-jayapal/J000298
"Rep. Haaland, Debra A. [D-NM-1]",4/25/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/debra-haaland/H001080
"Rep. Espaillat, Adriano [D-NY-13]",4/25/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/adriano-espaillat/E000297
"Rep. Moore, Gwen [D-WI-4]",4/25/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/gwen-moore/M001160
"Rep. Carbajal, Salud O. [D-CA-24]",4/29/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/salud-carbajal/C001112
"Rep. Blumenauer, Earl [D-OR-3]",4/29/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/earl-blumenauer/B000574
"Rep. Kelly, Robin L. [D-IL-2]",4/29/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/robin-kelly/K000385
"Rep. Bonamici, Suzanne [D-OR-1]",4/29/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/suzanne-bonamici/B001278
"Rep. DeFazio, Peter A. [D-OR-4]",4/29/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/peter-defazio/D000191
"Rep. Pocan, Mark [D-WI-2]",4/29/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/mark-pocan/P000607
"Rep. Payne, Donald M., Jr. [D-NJ-10]",4/29/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/donald-payne/P000604
"Rep. Watson Coleman, Bonnie [D-NJ-12]",4/29/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/bonnie-watson-coleman/W000822
"Rep. Sarbanes, John P. [D-MD-3]",4/29/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/john-sarbanes/S001168
"Rep. Cisneros, Gilbert Ray, Jr. [D-CA-39]",4/29/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/gilbert-cisneros/C001123
"Rep. Davis, Danny K. [D-IL-7]",4/29/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/danny-davis/D000096
"Rep. Cardenas, Tony [D-CA-29]",4/30/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/tony-cardenas/C001097
"Rep. Moulton, Seth [D-MA-6]",4/30/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/seth-moulton/M001196
"Rep. Kennedy, Joseph P., III [D-MA-4]",4/30/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/joseph-kennedy/K000379
"Rep. Omar, Ilhan [D-MN-5]",4/30/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/ilhan-omar/O000173
"Rep. Frankel, Lois [D-FL-21]",4/30/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/lois-frankel/F000462
"Rep. Garcia, Jesus G. ""Chuy"" [D-IL-4]",4/30/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/jesus-garcia/G000586
"Rep. Cohen, Steve [D-TN-9]",4/30/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/steve-cohen/C001068
"Rep. Grijalva, Raul M. [D-AZ-3]",5/1/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/raul-grijalva/G000551
"Rep. Chu, Judy [D-CA-27]",5/1/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/judy-chu/C001080
"Rep. Doggett, Lloyd [D-TX-35]",5/1/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/lloyd-doggett/D000399
"Rep. Lofgren, Zoe [D-CA-19]",5/1/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/zoe-lofgren/L000397
"Rep. Jackson Lee, Sheila [D-TX-18]",5/2/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/sheila-jackson-lee/J000032
"Rep. Cartwright, Matt [D-PA-8]",5/2/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/matt-cartwright/C001090
"Del. Sablan, Gregorio Kilili Camacho [D-MP-At Large]",5/7/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/gregorio-sablan/S001177
"Rep. Ocasio-Cortez, Alexandria [D-NY-14]",5/7/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/alexandria-ocasio-cortez/O000172
"Rep. Castor, Kathy [D-FL-14]",5/7/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/kathy-castor/C001066
"Rep. Rouda, Harley [D-CA-48]",5/7/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/harley-rouda/R000616
"Rep. Lieu, Ted [D-CA-33]",5/7/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/ted-lieu/L000582
"Rep. Dingell, Debbie [D-MI-12]",5/7/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/debbie-dingell/D000624
"Rep. Cicilline, David N. [D-RI-1]",5/7/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/david-cicilline/C001084
"Rep. Smith, Adam [D-WA-9]",5/7/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/adam-smith/S000510
"Rep. Kirkpatrick, Ann [D-AZ-2]",5/7/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/ann-kirkpatrick/K000368
"Rep. Deutch, Theodore E. [D-FL-22]",5/7/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/theodore-deutch/D000610
"Rep. Gallego, Ruben [D-AZ-7]",5/8/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/ruben-gallego/G000574
"Rep. Meng, Grace [D-NY-6]",5/8/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/grace-meng/M001188
"Rep. Eshoo, Anna G. [D-CA-18]",5/8/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/anna-eshoo/E000215
"Rep. Cox, TJ [D-CA-21]",5/8/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/tj-cox/C001124
"Rep. Kildee, Daniel T. [D-MI-5]",5/8/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/daniel-kildee/K000380
"Rep. Spanberger, Abigail Davis [D-VA-7]",5/9/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/abigail-spanberger/S001209
"Rep. Rice, Kathleen M. [D-NY-4]",5/9/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/kathleen-rice/R000602
"Rep. Serrano, Jose E. [D-NY-15]",5/14/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/jose-serrano/S000248
"Del. Plaskett, Stacey E. [D-VI-At Large]",5/14/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/stacey-plaskett/P000610
"Rep. Scanlon, Mary Gay [D-PA-5]",5/14/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/mary-scanlon/S001205
"Rep. Sanchez, Linda T. [D-CA-38]",5/14/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/linda-sanchez/S001156
"Rep. McCollum, Betty [D-MN-4]",5/14/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/betty-mccollum/M001143
"Rep. Speier, Jackie [D-CA-14]",5/14/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/jackie-speier/S001175
"Rep. Takano, Mark [D-CA-41]",5/14/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/mark-takano/T000472
"Rep. Himes, James A. [D-CT-4]",5/15/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/james-himes/H001047
"Rep. Maloney, Sean Patrick [D-NY-18]",5/20/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/sean-maloney/M001185
"Rep. Khanna, Ro [D-CA-17]",5/22/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/ro-khanna/K000389
"Rep. Quigley, Mike [D-IL-5]",5/22/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/mike-quigley/Q000023
"Rep. Soto, Darren [D-FL-9]",6/4/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/darren-soto/S001200
"Rep. Dean, Madeleine [D-PA-4]",6/4/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/madeleine-dean/D000631
"Rep. Pingree, Chellie [D-ME-1]",6/4/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/chellie-pingree/P000597
"Rep. Lawrence, Brenda L. [D-MI-14]",6/6/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/brenda-lawrence/L000581
"Rep. Brownley, Julia [D-CA-26]",6/11/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/julia-brownley/B001285
"Rep. Lujan, Ben Ray [D-NM-3]",6/11/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/ben-lujan/L000570
"Rep. Beatty, Joyce [D-OH-3]",6/13/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/joyce-beatty/B001281
"Rep. Bass, Karen [D-CA-37]",6/13/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/karen-bass/B001270
"Rep. Carson, Andre [D-IN-7]",6/25/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/andre-carson/C001072
"Rep. Levin, Mike [D-CA-49]",7/12/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/mike-levin/L000593
"Rep. Sires, Albio [D-NJ-8]",7/16/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/albio-sires/S001165
"Rep. Neguse, Joe [D-CO-2]",7/16/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/joe-neguse/N000191
"Rep. Lewis, John [D-GA-5]",7/16/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/john-lewis/L000287
"Rep. DelBene, Suzan K. [D-WA-1]",7/17/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/suzan-delbene/D000617
"Rep. Garcia, Sylvia R. [D-TX-29]",7/18/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/sylvia-garcia/G000587
"Rep. Vargas, Juan [D-CA-51]",7/23/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/juan-vargas/V000130
"Rep. Maloney, Carolyn B. [D-NY-12]",7/25/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/carolyn-maloney/M000087
"Rep. Kaptur, Marcy [D-OH-9]",7/30/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/marcy-kaptur/K000009
"Rep. Jeffries, Hakeem S. [D-NY-8]",8/9/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/hakeem-jeffries/J000294
"Rep. Larsen, Rick [D-WA-2]",8/9/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/rick-larsen/L000560
"Rep. Huffman, Jared [D-CA-2]",8/9/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/jared-huffman/H001068
"Rep. Engel, Eliot L. [D-NY-16]",8/13/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/eliot-engel/E000179
"Rep. Nadler, Jerrold [D-NY-10]",8/23/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/jerrold-nadler/N000002
"Rep. Porter, Katie [D-CA-45]",8/27/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/katie-porter/P000618
"Rep. Barragan, Nanette Diaz [D-CA-44]",9/6/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/nanette-barragan/B001300
"Rep. Neal, Richard E. [D-MA-1]",9/6/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/richard-neal/N000015
"Rep. Thompson, Bennie G. [D-MS-2]",9/10/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/bennie-thompson/T000193
"Rep. Harder, Josh [D-CA-10]",9/10/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/josh-harder/H001090
"Rep. Evans, Dwight [D-PA-3]",9/10/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/dwight-evans/E000296
"Rep. Kuster, Ann M. [D-NH-2]",9/10/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/ann-kuster/K000382
"Rep. Heck, Denny [D-WA-10]",9/17/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/denny-heck/H001064
"Rep. Lynch, Stephen F. [D-MA-8]",9/17/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/stephen-lynch/L000562
"Rep. Keating, William R. [D-MA-9]",9/19/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/william-keating/K000375
"Rep. Casten, Sean [D-IL-6]",9/25/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/sean-casten/C001117
"Rep. Kilmer, Derek [D-WA-6]",9/26/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/derek-kilmer/K000381
"Rep. Langevin, James R. [D-RI-2]",10/4/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/james-langevin/L000559
"Rep. Wilson, Frederica S. [D-FL-24]",10/4/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/frederica-wilson/W000808
"Rep. Scott, David [D-GA-13]",10/4/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/david-scott/S001157
"Rep. Crow, Jason [D-CO-6]",10/8/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/jason-crow/C001121
"Rep. Waters, Maxine [D-CA-43]",10/29/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/maxine-waters/W000187
"Rep. Bishop, Sanford D., Jr. [D-GA-2]",10/29/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/sanford-bishop/B000490
"Rep. Titus, Dina [D-NV-1]",11/14/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/dina-titus/T000468
"Rep. Hayes, Jahana [D-CT-5]",11/18/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/jahana-hayes/H001081
"Rep. Lowenthal, Alan S. [D-CA-47]",11/22/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/alan-lowenthal/L000579
"Rep. Boyle, Brendan F. [D-PA-2]",12/3/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/brendan-boyle/B001296
"Rep. Napolitano, Grace F. [D-CA-32]",12/3/2019,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/grace-napolitano/N000179
"Rep. McEachin, A. Donald [D-VA-4]",1/9/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/a-mceachin/M001200
"Rep. Courtney, Joe [D-CT-2]",1/16/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/joe-courtney/C001069
"Rep. Escobar, Veronica [D-TX-16]",1/16/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/veronica-escobar/E000299
"Rep. McBath, Lucy [D-GA-6]",1/16/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/lucy-mcbath/M001208
"Rep. Blunt Rochester, Lisa [D-DE-At Large]",1/16/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/lisa-blunt-rochester/B001303
"Rep. Trone, David J. [D-MD-6]",1/21/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/david-trone/T000483
"Rep. Shalala, Donna E. [D-FL-27]",1/24/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/donna-shalala/S001206
"Rep. Norcross, Donald [D-NJ-1]",1/27/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/donald-norcross/N000188
"Rep. Wexton, Jennifer [D-VA-10]",1/28/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/jennifer-wexton/W000825
"Rep. Connolly, Gerald E. [D-VA-11]",1/29/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/gerald-connolly/C001078
"Rep. Adams, Alma S. [D-NC-12]",2/4/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/alma-adams/A000370
"Rep. Tonko, Paul [D-NY-20]",2/4/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/paul-tonko/T000469
"Rep. Matsui, Doris O. [D-CA-6]",2/4/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/doris-matsui/M001163
"Rep. Clay, Wm. Lacy [D-MO-1]",2/5/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/wm-clay/C001049
"Rep. Larson, John B. [D-CT-1]",2/6/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/john-larson/L000557
"Rep. Welch, Peter [D-VT-At Large]",2/11/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/peter-welch/W000800
"Rep. Richmond, Cedric L. [D-LA-2]",2/26/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/cedric-richmond/R000588
"Rep. Krishnamoorthi, Raja [D-IL-8]",2/26/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/raja-krishnamoorthi/K000391
"Rep. Perlmutter, Ed [D-CO-7]",2/27/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/ed-perlmutter/P000593
"Rep. Suozzi, Thomas R. [D-NY-3]",2/28/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/thomas-suozzi/S001201
"Rep. Rush, Bobby L. [D-IL-1]",3/2/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/bobby-rush/R000515
"Rep. Vela, Filemon [D-TX-34]",3/11/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/filemon-vela/V000132
"Rep. Luria, Elaine G. [D-VA-2]",7/13/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/elaine-luria/L000591
"Rep. Yarmuth, John A. [D-KY-3]",11/5/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/john-yarmuth/Y000062
"Rep. Aguilar, Pete [D-CA-31]",11/5/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/pete-aguilar/A000371
"Rep. Cooper, Jim [D-TN-5]",11/5/2020,H.R. 2148,BE HEARD in the Workplace Act,116,https://www.congress.gov/member/james-cooper/C000754
"Rep. Neal, Richard E. [D-MA-1]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/richard-neal/N000015
"Rep. Davis, Danny K. [D-IL-7]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/danny-davis/D000096
"Rep. Scott, Robert C. ""Bobby"" [D-VA-3]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/robert-scott/S000185
"Rep. Wasserman Schultz, Debbie [D-FL-23]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/debbie-wasserman-schultz/W000797
"Del. Norton, Eleanor Holmes [D-DC-At Large]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/eleanor-norton/N000147
"Rep. Payne, Donald M., Jr. [D-NJ-10]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/donald-payne/P000604
"Rep. Dingell, Debbie [D-MI-12]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/debbie-dingell/D000624
"Rep. Serrano, Jose E. [D-NY-15]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/jose-serrano/S000248
"Rep. Roybal-Allard, Lucille [D-CA-40]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/lucille-roybal-allard/R000486
"Rep. DeFazio, Peter A. [D-OR-4]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/peter-defazio/D000191
"Rep. Cicilline, David N. [D-RI-1]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/david-cicilline/C001084
"Rep. Khanna, Ro [D-CA-17]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/ro-khanna/K000389
"Rep. Bonamici, Suzanne [D-OR-1]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/suzanne-bonamici/B001278
"Rep. Lowenthal, Alan S. [D-CA-47]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/alan-lowenthal/L000579
"Rep. Cohen, Steve [D-TN-9]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/steve-cohen/C001068
"Rep. Beatty, Joyce [D-OH-3]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/joyce-beatty/B001281
"Rep. McNerney, Jerry [D-CA-9]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/jerry-mcnerney/M001166
"Rep. Larson, John B. [D-CT-1]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/john-larson/L000557
"Rep. Cummings, Elijah E. [D-MD-7]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/elijah-cummings/C000984
"Rep. Richmond, Cedric L. [D-LA-2]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/cedric-richmond/R000588
"Rep. Espaillat, Adriano [D-NY-13]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/adriano-espaillat/E000297
"Rep. Welch, Peter [D-VT-At Large]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/peter-welch/W000800
"Rep. Omar, Ilhan [D-MN-5]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/ilhan-omar/O000173
"Rep. Kuster, Ann M. [D-NH-2]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/ann-kuster/K000382
"Rep. Higgins, Brian [D-NY-26]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/brian-higgins/H001038
"Rep. Hill, Katie [D-CA-25]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/katie-hill/H001087
"Rep. Speier, Jackie [D-CA-14]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/jackie-speier/S001175
"Rep. Hastings, Alcee L. [D-FL-20]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/alcee-hastings/H000324
"Rep. Watson Coleman, Bonnie [D-NJ-12]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/bonnie-watson-coleman/W000822
"Rep. Kirkpatrick, Ann [D-AZ-2]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/ann-kirkpatrick/K000368
"Rep. Rice, Kathleen M. [D-NY-4]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/kathleen-rice/R000602
"Rep. Nadler, Jerrold [D-NY-10]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/jerrold-nadler/N000002
"Rep. Jackson Lee, Sheila [D-TX-18]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/sheila-jackson-lee/J000032
"Rep. Wilson, Frederica S. [D-FL-24]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/frederica-wilson/W000808
"Rep. Gabbard, Tulsi [D-HI-2]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/tulsi-gabbard/G000571
"Rep. Langevin, James R. [D-RI-2]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/james-langevin/L000559
"Rep. Pocan, Mark [D-WI-2]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/mark-pocan/P000607
"Rep. Moore, Gwen [D-WI-4]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/gwen-moore/M001160
"Rep. Pingree, Chellie [D-ME-1]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/chellie-pingree/P000597
"Rep. Blunt Rochester, Lisa [D-DE-At Large]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/lisa-blunt-rochester/B001303
"Rep. Engel, Eliot L. [D-NY-16]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/eliot-engel/E000179
"Rep. Moulton, Seth [D-MA-6]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/seth-moulton/M001196
"Rep. Lawson, Al, Jr. [D-FL-5]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/al-lawson/L000586
"Rep. Murphy, Stephanie N. [D-FL-7]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/stephanie-murphy/M001202
"Rep. Shalala, Donna E. [D-FL-27]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/donna-shalala/S001206
"Rep. Frankel, Lois [D-FL-21]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/lois-frankel/F000462
