representative,party,state,vote,session,roll_no,chamber,congress,bio_url
Schmidt,Republican,OH,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001164
Schwartz (PA),Democratic,PA,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001162
Schwarz (MI),Republican,MI,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001161
Scott (GA),Democratic,GA,NAY,1,670,House,109,https://clerk.house.gov/members/S001157
Scott (VA),Democratic,VA,NAY,1,670,House,109,https://clerk.house.gov/members/S000185
Sensenbrenner,Republican,WI,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000244
Serrano,Democratic,NY,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000248
Sessions,Republican,TX,YEA,1,670,House,109,https://clerk.house.gov/members/S000250
Shadegg,Republican,AZ,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000275
Shaw,Republican,FL,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000303
Shays,Republican,CT,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001144
Sherman,Democratic,CA,NAY,1,670,House,109,https://clerk.house.gov/members/S000344
Sherwood,Republican,PA,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001146
Shimkus,Republican,IL,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000364
Shuster,Republican,PA,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001154
Simmons,Republican,CT,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001152
Simpson,Republican,ID,YEA,1,670,House,109,https://clerk.house.gov/members/S001148
Skelton,Democratic,MO,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000465
Slaughter,Democratic,NY,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000480
Smith (NJ),Republican,NJ,NAY,1,670,House,109,https://clerk.house.gov/members/S000522
Smith (TX),Republican,TX,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000583
Smith (WA),Democratic,WA,NAY,1,670,House,109,https://clerk.house.gov/members/S000510
Snyder,Democratic,AR,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000672
Sodrel,Republican,IN,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001160
Solis,Democratic,CA,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001153
Souder,Republican,IN,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001143
Spratt,Democratic,SC,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000749
Stark,Democratic,CA,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000810
Stearns,Republican,FL,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000822
Strickland,Democratic,OH,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001004
Stupak,Democratic,MI,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001045
Sullivan,Republican,OK,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001155
Sweeney,Republican,NY,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001149
Tancredo,Republican,CO,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000458
Tanner,Democratic,TN,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000038
Tauscher,Democratic,CA,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000057
Taylor (MS),Democratic,MS,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000074
Taylor (NC),Republican,NC,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000067
Terry,Republican,NE,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000459
Thomas,Republican,CA,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000188
Thompson (CA),Democratic,CA,NAY,1,670,House,109,https://clerk.house.gov/members/T000460
Thompson (MS),Democratic,MS,NAY,1,670,House,109,https://clerk.house.gov/members/T000193
Thornberry,Republican,TX,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000238
Tiahrt,Republican,KS,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000260
Tiberi,Republican,OH,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000462
Tierney,Democratic,MA,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000266
Towns,Democratic,NY,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000326
Turner,Republican,OH,YEA,1,670,House,109,https://clerk.house.gov/members/T000463
Udall (CO),Democratic,CO,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=U000038
Udall (NM),Democratic,NM,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=U000039
Upton,Republican,MI,YEA,1,670,House,109,https://clerk.house.gov/members/U000031
Van Hollen,Democratic,MD,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000128
Velázquez,Democratic,NY,NAY,1,670,House,109,https://clerk.house.gov/members/V000081
Visclosky,Democratic,IN,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000108
Walden (OR),Republican,OR,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000791
Walsh,Republican,NY,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000099
Wamp,Republican,TN,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000119
Wasserman Schultz,Democratic,FL,NAY,1,670,House,109,https://clerk.house.gov/members/W000797
Waters,Democratic,CA,NAY,1,670,House,109,https://clerk.house.gov/members/W000187
Watson,Democratic,CA,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000794
Watt,Democratic,NC,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000207
Waxman,Democratic,CA,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000215
Weiner,Democratic,NY,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000792
Weldon (FL),Republican,FL,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000267
Weldon (PA),Republican,PA,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000268
Weller,Republican,IL,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000273
Westmoreland,Republican,GA,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000796
Wexler,Democratic,FL,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000314
Whitfield,Republican,KY,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000413
Wicker,Republican,MS,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000437
Wilson (NM),Republican,NM,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000789
Wilson (SC),Republican,SC,YEA,1,670,House,109,https://clerk.house.gov/members/W000795
Wolf,Republican,VA,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000672
Woolsey,Democratic,CA,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000738
Wu,Democratic,OR,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000793
Wynn,Democratic,MD,NAY,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000784
Young (AK),Republican,AK,YEA,1,670,House,109,https://clerk.house.gov/members/Y000033
Young (FL),Republican,FL,YEA,1,670,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000031
Abercrombie,Democratic,HI,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000014
Ackerman,Democratic,NY,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000022
Aderholt,Republican,AL,AYE,1,492,House,109,https://clerk.house.gov/members/A000055
Akin,Republican,MO,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000358
Alexander,Republican,LA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000361
Allen,Democratic,ME,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000357
Andrews,Democratic,NJ,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000210
Baca,Democratic,CA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001234
Bachus,Republican,AL,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000013
Baird,Democratic,WA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001229
Baker,Republican,LA,NOT VOTING,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000072
Baldwin,Democratic,WI,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001230
Barrett (SC),Republican,SC,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001239
Barrow,Democratic,GA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001252
Bartlett (MD),Republican,MD,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000208
Barton (TX),Republican,TX,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000213
Bass,Republican,NH,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000220
Bean,Democratic,IL,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001253
Beauprez,Republican,CO,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001240
Becerra,Democratic,CA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000287
Berkley,Democratic,NV,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001231
Berman,Democratic,CA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000410
Berry,Democratic,AR,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000420
Biggert,Republican,IL,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001232
Bilirakis,Republican,FL,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000463
Bishop (GA),Democratic,GA,NO,1,492,House,109,https://clerk.house.gov/members/B000490
Bishop (NY),Democratic,NY,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001242
Bishop (UT),Republican,UT,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001250
Blackburn,Republican,TN,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001243
Blumenauer,Democratic,OR,NO,1,492,House,109,https://clerk.house.gov/members/B000574
Blunt,Republican,MO,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000575
Boehlert,Republican,NY,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000586
Boehner,Republican,OH,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000589
Bonilla,Republican,TX,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000617
Bonner,Republican,AL,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001244
Bono,Republican,CA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001228
Boozman,Republican,AR,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001236
Boren,Democratic,OK,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001254
Boswell,Democratic,IA,NOT VOTING,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000652
Boucher,Democratic,VA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000657
Boustany,Republican,LA,NOT VOTING,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001255
Boyd,Democratic,FL,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000716
Bradley (NH),Republican,NH,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001246
Brady (PA),Democratic,PA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001227
Brady (TX),Republican,TX,NOT VOTING,1,492,House,109,https://clerk.house.gov/members/B000755
Brown (OH),Democratic,OH,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000944
Brown (SC),Republican,SC,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001235
"Brown, Corrine",Democratic,FL,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000911
"Brown-Waite, Ginny",Republican,FL,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001247
Burgess,Republican,TX,AYE,1,492,House,109,https://clerk.house.gov/members/B001248
Burton (IN),Republican,IN,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001149
Butterfield,Democratic,NC,NO,1,492,House,109,https://clerk.house.gov/members/B001251
Buyer,Republican,IN,NOT VOTING,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001203
Calvert,Republican,CA,AYE,1,492,House,109,https://clerk.house.gov/members/C000059
Camp,Republican,MI,NOT VOTING,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000071
Cannon,Republican,UT,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000116
Cantor,Republican,VA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001046
Capito,Republican,WV,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001047
Capps,Democratic,CA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001036
Capuano,Democratic,MA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001037
Cardin,Democratic,MD,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000141
Cardoza,Democratic,CA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001050
Carnahan,Democratic,MO,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001060
Carson,Democratic,IN,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000191
Carter,Republican,TX,AYE,1,492,House,109,https://clerk.house.gov/members/C001051
Case,Democratic,HI,AYE,1,492,House,109,https://clerk.house.gov/members/C001055
Castle,Republican,DE,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000243
Chabot,Republican,OH,AYE,1,492,House,109,https://clerk.house.gov/members/C000266
Chandler,Democratic,KY,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001058
Chocola,Republican,IN,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001052
Clay,Democratic,MO,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001049
Cleaver,Democratic,MO,NO,1,492,House,109,https://clerk.house.gov/members/C001061
Clyburn,Democratic,SC,NO,1,492,House,109,https://clerk.house.gov/members/C000537
Coble,Republican,NC,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000556
Cole (OK),Republican,OK,AYE,1,492,House,109,https://clerk.house.gov/members/C001053
Conaway,Republican,TX,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001062
Conyers,Democratic,MI,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000714
Cooper,Democratic,TN,NO,1,492,House,109,https://clerk.house.gov/members/C000754
Costa,Democratic,CA,NO,1,492,House,109,https://clerk.house.gov/members/C001059
Costello,Democratic,IL,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000794
Cramer,Democratic,AL,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000868
Crenshaw,Republican,FL,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001045
Crowley,Democratic,NY,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001038
Cubin,Republican,WY,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000962
Cuellar,Democratic,TX,NO,1,492,House,109,https://clerk.house.gov/members/C001063
Culberson,Republican,TX,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001048
Cummings,Democratic,MD,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000984
Cunningham,Republican,CA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000994
Davis (AL),Democratic,AL,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000602
Davis (CA),Democratic,CA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000598
Davis (FL),Democratic,FL,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000114
Davis (IL),Democratic,IL,NO,1,492,House,109,https://clerk.house.gov/members/D000096
Davis (KY),Republican,KY,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000603
Davis (TN),Democratic,TN,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000599
"Davis, Jo Ann",Republican,VA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000597
"Davis, Tom",Republican,VA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000136
Deal (GA),Republican,GA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000168
DeFazio,Democratic,OR,NO,1,492,House,109,https://clerk.house.gov/members/D000191
DeGette,Democratic,CO,NO,1,492,House,109,https://clerk.house.gov/members/D000197
Delahunt,Democratic,MA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000210
DeLauro,Democratic,CT,NO,1,492,House,109,https://clerk.house.gov/members/D000216
DeLay,Republican,TX,NOT VOTING,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000217
Dent,Republican,PA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000604
"Diaz-Balart, L.",Republican,FL,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000299
"Diaz-Balart, M.",Republican,FL,AYE,1,492,House,109,https://clerk.house.gov/members/D000600
Dicks,Democratic,WA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000327
Dingell,Democratic,MI,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000355
Doggett,Democratic,TX,NO,1,492,House,109,https://clerk.house.gov/members/D000399
Doolittle,Republican,CA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000429
Doyle,Democratic,PA,NO,1,492,House,109,https://clerk.house.gov/members/D000482
Drake,Republican,VA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000605
Dreier,Republican,CA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000492
Duncan,Republican,TN,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000533
Edwards,Democratic,TX,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000063
Ehlers,Republican,MI,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000092
Emanuel,Democratic,IL,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000287
Emerson,Republican,MO,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000172
Engel,Democratic,NY,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000179
English (PA),Republican,PA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000187
Eshoo,Democratic,CA,NO,1,492,House,109,https://clerk.house.gov/members/E000215
Etheridge,Democratic,NC,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000226
Evans,Democratic,IL,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000250
Everett,Republican,AL,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000268
Farr,Democratic,CA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000030
Fattah,Democratic,PA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000043
Feeney,Republican,FL,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000447
Ferguson,Republican,NJ,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000443
Filner,Democratic,CA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000116
Fitzpatrick (PA),Republican,PA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000451
Flake,Republican,AZ,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000444
Foley,Republican,FL,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000238
Forbes,Republican,VA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000445
Ford,Democratic,TN,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000262
Fortenberry,Republican,NE,AYE,1,492,House,109,https://clerk.house.gov/members/F000449
Fossella,Republican,NY,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000440
Foxx,Republican,NC,AYE,1,492,House,109,https://clerk.house.gov/members/F000450
Frank (MA),Democratic,MA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000339
Franks (AZ),Republican,AZ,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000448
Frelinghuysen,Republican,NJ,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000372
Gallegly,Republican,CA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000021
Garrett (NJ),Republican,NJ,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000548
Gerlach,Republican,PA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000549
Gibbons,Republican,NV,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000152
Gilchrest,Republican,MD,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000180
Gillmor,Republican,OH,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000210
Gingrey,Republican,GA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000550
Gohmert,Republican,TX,NOT VOTING,1,492,House,109,https://clerk.house.gov/members/G000552
Gonzalez,Democratic,TX,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000544
Goode,Republican,VA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000280
Goodlatte,Republican,VA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000289
Gordon,Democratic,TN,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000309
Granger,Republican,TX,AYE,1,492,House,109,https://clerk.house.gov/members/G000377
Graves,Republican,MO,AYE,1,492,House,109,https://clerk.house.gov/members/G000546
Green (WI),Republican,WI,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000545
"Green, Al",Democratic,TX,NO,1,492,House,109,https://clerk.house.gov/members/G000553
"Green, Gene",Democratic,TX,NOT VOTING,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000410
Grijalva,Democratic,AZ,NO,1,492,House,109,https://clerk.house.gov/members/G000551
Gutierrez,Democratic,IL,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000535
Gutknecht,Republican,MN,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000536
Hall,Republican,TX,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000067
Harman,Democratic,CA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000213
Harris,Republican,FL,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001035
Hart,Republican,PA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001033
Hastings (FL),Democratic,FL,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000324
Hastings (WA),Republican,WA,NOT VOTING,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000329
Hayes,Republican,NC,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001029
Hayworth,Republican,AZ,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000413
Hefley,Republican,CO,NOT VOTING,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000444
Hensarling,Republican,TX,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001036
Herger,Republican,CA,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000528
Herseth,Democratic,SD,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001037
Higgins,Democratic,NY,NO,1,492,House,109,https://clerk.house.gov/members/H001038
Hinchey,Democratic,NY,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000627
Hinojosa,Democratic,TX,NOT VOTING,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000636
Hobson,Republican,OH,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000666
Hoekstra,Republican,MI,AYE,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000676
Holden,Democratic,PA,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000712
Holt,Democratic,NJ,NO,1,492,House,109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001032
