congress,party,state,district,id,last_name,first_name,ngirls,nboys,nchild,female,aauw,author,nominate_dim1,nominate_dim2
105,D,CA,33,R000486,ROYBAL-ALLARD, LUCILLE,2,2,4,1,100,washington,-0.47,-0.185
105,R,CA,39,R000487,ROYCE, EDWARD R.,0,0,0,0,0,washington,0.657,-0.353
105,D,IL,1,R000515,RUSH, BOBBY L.,1,4,5,0,100,washington,-0.479,-0.203
105,R,KS,2,R000566,RYUN, JAMES R.,2,2,4,0,0,washington,0.547,0.267
105,D,MN,5,S000005,SABO, MARTIN OLAV,2,0,2,0,100,washington,-0.516,-0.317
105,R,AZ,1,S000018,SALMON, MATTHEW,2,2,4,0,0,washington,0.673,-0.272
105,D,CA,46,S000030,SANCHEZ, LORETTA,0,0,0,1,100,washington,-0.367,0.025
105,I,VT,1,S000033,SANDERS, BERNARD,2,2,4,0,100,washington,-0.53,-0.395
105,D,TX,1,S000044,SANDLIN, MAX A. JR.,2,2,4,0,88,washington,-0.25,0.546
105,R,SC,1,S000051,SANFORD, MARSHALL,0,3,3,0,13,washington,0.686,-0.728
105,D,OH,14,S000094,SAWYER, THOMAS C. (TOM),1,0,1,0,100,washington,-0.377,-0.114
105,R,NJ,3,S000097,SAXTON, H. JAMES,1,1,2,0,25,washington,0.238,-0.378
105,R,FL,1,S000106,SCARBOROUGH, JOE,0,2,2,0,0,washington,0.672,-0.433
105,R,CO,6,S000109,SCHAEFER, DANIEL,1,3,4,0,0,washington,0.479,-0.123
105,R,CO,4,S000112,SCHAFFER, ROBERT W. (BOB),3,1,4,0,0,washington,0.638,0.77
105,R,NM,1,S000125,SCHIFF, STEVEN H.,1,1,2,0,0,washington,0.196,-0.261
105,D,NY,9,S000148,SCHUMER, CHARLES E.,2,0,2,0,100,washington,-0.359,-0.404
105,D,VA,3,S000185,SCOTT, ROBERT C.,0,0,0,0,100,washington,-0.45,0.016
105,R,WI,9,S000244,SENSENBRENNER, FRANK JAMES,0,2,2,0,0,washington,0.638,-0.579
105,D,NY,16,S000248,SERRANO, JOSE E.,2,3,5,0,100,washington,-0.491,-0.377
105,R,TX,5,S000250,SESSIONS, PETER,0,2,2,0,0,washington,0.586,0.17
105,R,AZ,4,S000275,SHADEGG, JOHN B.,1,1,2,0,0,washington,0.749,0.008
105,R,FL,22,S000303,SHAW, E. CLAY JR.,2,2,4,0,13,washington,0.3,-0.142
105,R,CT,4,S001144,SHAYS, CHRISTOPHER,1,0,1,0,63,washington,0.129,-0.992
105,D,CA,24,S000344,SHERMAN, BRAD,0,0,0,0,100,washington,-0.342,-0.147
105,R,IL,20,S000364,SHIMKUS, JOHN M.,0,2,2,0,0,washington,0.375,0.154
105,R,PA,9,S000394,SHUSTER, E.G.,3,2,5,0,13,washington,0.416,0.144
105,D,VA,4,S000453,SISISKY, NORMAN,0,4,4,0,88,washington,-0.122,0.453
105,D,CO,2,S000462,SKAGGS, DAVID E.,1,2,3,0,88,washington,-0.355,-0.187
105,R,NM,2,S000463,SKEEN, JOSEPH R.,1,1,2,0,13,washington,0.301,0.034
105,D,MO,4,S000465,SKELTON, IKE,1,2,3,0,63,washington,-0.172,0.724
105,D,NY,28,S000480,SLAUGHTER, LOUISE M.,3,0,3,1,75,washington,-0.465,-0.104
105,D,WA,9,S000510,SMITH, ADAM,0,0,0,0,100,washington,-0.285,-0.162
105,R,NJ,4,S000522,SMITH, CHRISTOPHER H.,2,2,4,0,13,washington,0.165,-0.168
105,R,TX,21,S000583,SMITH, LAMAR S.,1,1,2,0,0,washington,0.425,0.061
105,R,WA,3,S000587,SMITH, LINDA,1,1,2,1,0,washington,0.349,0.002
105,R,MI,7,S000597,SMITH, NICK H.,3,1,4,0,13,washington,0.505,-0.229
105,R,OR,2,S000607,SMITH, ROBERT F.,1,2,3,0,13,washington,0.396,-0.203
105,R,KS,3,S000662,SNOWBARGER, VINCENT K.,0,2,2,0,13,washington,0.522,0.165
105,D,AR,2,S000672,SNYDER, VICTOR F.,0,0,0,0,100,washington,-0.268,0.055
105,R,NY,22,S000675,SOLOMON, GERALD B.,2,3,5,0,0,washington,0.492,-0.333
105,R,IN,4,S001143,SOUDER, MARK E.,1,2,3,0,25,washington,0.435,-0.011
105,R,SC,2,S000718,SPENCE, FLOYD,0,4,4,0,0,washington,0.32,0.185
105,D,SC,5,S000749,SPRATT, JOHN M.,3,0,3,0,88,washington,-0.256,0.255
105,D,MI,8,S000770,STABENOW, DEBORAH ANN,1,1,2,1,88,washington,-0.343,-0.013
105,D,CA,13,S000810,STARK, FORTNEY (PETE),3,2,5,0,100,washington,-0.631,-0.605
105,R,FL,6,S000822,STEARNS, CLIFFORD,0,3,3,0,0,washington,0.554,-0.075
105,D,TX,17,S000851,STENHOLM, CHARLES WALTER,1,2,3,0,50,washington,0.019,1
105,D,OH,11,S000948,STOKES, LOUIS,3,1,4,0,100,washington,-0.578,-0.312
105,D,OH,6,S001004,STRICKLAND, TED,0,0,0,0,88,washington,-0.384,0.404
105,R,AZ,3,S001044,STUMP, BOB,1,2,3,0,0,washington,0.703,0.203
105,D,MI,1,S001045,STUPAK, BART,0,2,2,0,63,washington,-0.396,0.701
105,R,NH,1,S001078,SUNUNU, JOHN E.,1,1,2,0,0,washington,0.473,-0.52
105,R,MO,2,T000024,TALENT, JAMES M.,2,1,3,0,0,washington,0.364,0.098
105,D,TN,8,T000038,TANNER, JOHN S.,1,1,2,0,75,washington,-0.182,0.648
105,D,CA,10,T000057,TAUSCHER, ELLEN,1,0,1,1,88,washington,-0.308,-0.169
105,R,LA,3,T000058,TAUZIN, WILBERT J.,1,4,5,0,0,washington,0.341,0.16
105,R,NC,11,T000067,TAYLOR, CHARLES H.,0,3,3,0,0,washington,0.488,0.116
105,D,MS,5,T000074,TAYLOR, GENE,2,1,3,0,13,washington,-0.045,0.893
105,R,CA,21,T000188,THOMAS, WILLIAM MARSHALL,1,1,2,0,13,washington,0.371,-0.277
105,D,MS,2,T000193,THOMPSON, BENNIE,1,0,1,0,100,washington,-0.516,0.399
105,R,TX,13,T000238,THORNBERRY, WILLIAM M. (MAC),1,1,2,0,0,washington,0.525,0.313
105,R,SD,1,T000250,THUNE, JOHN R.,2,0,2,0,13,washington,0.413,0.139
105,D,FL,5,T000253,THURMAN, KAREN L.,1,1,2,1,100,washington,-0.304,0.273
105,R,KS,4,T000260,TIAHRT, TODD,1,2,3,0,0,washington,0.449,0.341
105,D,MA,6,T000266,TIERNEY, JOHN F.,0,0,0,0,100,washington,-0.488,-0.433
105,D,CA,34,T000316,TORRES, ESTEBAN E.,4,1,5,0,100,washington,-0.487,0.012
105,D,NY,10,T000326,TOWNS, EDOLPHUS,1,1,2,0,88,washington,-0.519,-0.132
105,D,OH,17,T000350,TRAFICANT, JAMES A. JR.,2,0,2,0,63,washington,-0.082,0.071
105,D,TX,2,T000424,TURNER, JAMES W.,1,1,2,0,88,washington,-0.185,0.606
105,R,MI,6,U000031,UPTON, FRED,1,1,2,0,38,washington,0.332,-0.379
105,D,NY,12,V000081,VELAZQUEZ, NYDIA M.,0,0,0,1,100,washington,-0.547,-0.34
105,D,MN,4,V000087,VENTO, BRUCE,0,3,3,0,100,washington,-0.472,-0.376
105,D,IN,1,V000108,VISCLOSKY, PETER J.,0,2,2,0,75,washington,-0.402,0.244
105,R,NY,25,W000099,WALSH, JAMES T.,1,2,3,0,25,washington,0.208,-0.19
105,R,TN,3,W000119,WAMP, ZACH,1,1,2,0,0,washington,0.428,0.072
105,D,CA,35,W000187,WATERS, MAXINE,1,1,2,1,100,washington,-0.653,-0.071
105,R,OK,3,W000194,WATKINS, WES,2,1,3,0,25,washington,0.368,0.374
105,D,NC,12,W000207,WATT, MELVIN LU,0,2,2,0,100,washington,-0.526,-0.155
105,R,OK,4,W000210,WATTS, JULIUS C.,3,2,5,0,25,washington,0.406,0.286
105,D,CA,29,W000215,WAXMAN, HENRY A.,1,1,2,0,100,washington,-0.473,-0.343
105,R,PA,7,W000268,WELDON, CURT,3,2,5,0,13,washington,0.232,-0.324
105,R,FL,15,W000267,WELDON, DAVID J.,1,0,1,0,0,washington,0.471,0.146
105,R,IL,11,W000273,WELLER, GERALD C. (JERRY),0,0,0,0,0,washington,0.288,0.2
105,D,FL,19,W000314,WEXLER, ROBERT,2,1,3,0,100,washington,-0.392,-0.193
105,D,RI,2,W000315,WEYGAND, ROBERT A.,2,1,3,0,63,washington,-0.33,0.183
105,R,WA,1,W000391,WHITE, RICHARD,3,1,4,0,38,washington,0.374,-0.446
105,R,KY,1,W000413,WHITFIELD, EDWARD,1,0,1,0,0,washington,0.303,0.182
105,R,MS,1,W000437,WICKER, ROGER F.,2,1,3,0,0,washington,0.379,0.354
105,D,WV,2,W000654,WISE, ROBERT E.,1,1,2,0,100,washington,-0.32,0.253
105,R,VA,10,W000672,WOLF, FRANK R.,4,1,5,0,13,washington,0.284,-0.213
105,D,CA,6,W000738,WOOLSEY, LYNN,1,3,4,1,100,washington,-0.556,-0.529
105,D,MD,4,W000784,WYNN, ALBERT R.,1,0,1,0,100,washington,-0.38,0.038
105,D,IL,9,Y000013,YATES, SIDNEY RICHARD,0,1,1,0,88,washington,-0.494,-0.494
105,R,FL,10,Y000031,YOUNG, C.W. (BILL),0,3,3,0,0,washington,0.325,-0.112
105,R,AK,1,Y000033,YOUNG, DONALD E.,2,0,2,0,13,washington,0.284,0.021
106,D,HI,1,A000014,ABERCROMBIE, NEIL,0,0,0,0,100,washington,-0.432,-0.026
106,D,NY,5,A000022,ACKERMAN, GARY L.,1,2,3,0,100,washington,-0.429,-0.165
106,R,AL,4,A000055,ADERHOLT, ROBERT B.,1,0,1,0,12,washington,0.372,0.589
106,D,ME,1,A000357,ALLEN, THOMAS H.,2,0,2,0,100,washington,-0.4,-0.105
106,D,NJ,1,A000210,ANDREWS, ROBERT E.,2,0,2,0,100,washington,-0.297,-0.119
106,R,TX,7,A000215,ARCHER, W.R.,3,4,7,0,0,washington,0.496,0.2
106,R,TX,26,A000217,ARMEY, RICHARD K.,1,4,5,0,0,washington,0.635,-0.089
106,R,AL,6,B000013,BACHUS, SPENCER,2,3,5,0,25,washington,0.387,0.228
106,D,WA,3,B001229,BAIRD, BRIAN NORTON,0,0,0,0,100,washington,-0.342,0.257
106,R,LA,6,B000072,BAKER, RICHARD H.,1,1,2,0,0,washington,0.423,0.022
106,D,ME,2,B000081,BALDACCI, JOHN E.,0,1,1,0,100,washington,-0.333,-0.001
106,D,WI,2,B001230,BALDWIN, TAMMY,0,0,0,1,100,washington,-0.493,-0.14
106,R,NC,10,B000104,BALLENGER, CASS,3,0,3,0,0,washington,0.464,-0.145
106,D,MI,5,B000134,BARCIA, JAMES A.,0,0,0,0,62,washington,-0.184,0.547
106,R,GA,7,B000169,BARR, BOB,1,3,4,0,25,washington,0.632,0.218
106,D,WI,5,B000177,BARRETT, THOMAS M.,3,1,4,0,87,washington,-0.38,-0.507
106,R,NE,3,B000179,BARRETT, WILLIAM E.,2,2,4,0,12,washington,0.379,-0.073
106,R,MD,6,B000208,BARTLETT, ROSCOE G.,4,6,10,0,12,washington,0.493,-0.091
106,R,TX,6,B000213,BARTON, JOE L.,2,1,3,0,0,washington,0.528,0.047
106,R,NH,2,B000220,BASS, CHARLES F.,1,1,2,0,37,washington,0.331,-0.556
106,R,VA,1,B000229,BATEMAN, HERBERT H.,1,1,2,0,0,washington,0.242,0.191
106,D,CA,30,B000287,BECERRA, XAVIER,3,0,3,0,100,washington,-0.512,-0.283
106,D,TX,25,B000400,BENTSEN, KENNETH,2,0,2,0,100,washington,-0.292,0.116
106,R,NE,1,B000403,BEREUTER, DOUGLAS K.,0,2,2,0,25,washington,0.231,-0.347
106,D,NV,1,B001231,BERKLEY, SHELLEY,0,2,2,1,100,washington,-0.302,0.024
106,D,CA,26,B000410,BERMAN, HOWARD L.,2,0,2,0,87,washington,-0.404,-0.286
106,D,AR,1,B000420,BERRY, ROBERT M.,1,1,2,0,62,washington,-0.293,0.956
106,R,IL,13,B001232,BIGGERT, JUDY,3,1,4,1,50,washington,0.323,-0.372
106,R,CA,49,B000461,BILBRAY, BRIAN P.,3,2,5,0,62,washington,0.392,-0.376
106,R,FL,9,B000463,BILIRAKIS, MICHAEL,0,2,2,0,25,washington,0.382,-0.219
106,D,GA,2,B000490,BISHOP, SANFORD D. JR.,0,0,0,0,87,washington,-0.283,0.463
106,D,IL,5,B000518,BLAGOJEVICH, ROD R.,1,0,1,0,100,washington,-0.317,-0.188
106,R,VA,7,B000556,BLILEY, THOMAS J.,1,1,2,0,0,washington,0.382,-0.13
106,D,OR,3,B000574,BLUMENAUER, EARL,1,1,2,0,100,washington,-0.428,-0.67
106,R,MO,7,B000575,BLUNT, ROY,1,2,3,0,12,washington,0.42,0.263
106,R,NY,23,B000586,BOEHLERT, SHERWOOD L.,3,1,4,0,100,washington,0.103,-0.718
106,R,OH,8,B000589,BOEHNER, JOHN A.,2,0,2,0,12,washington,0.513,0.04
106,R,TX,23,B000617,BONILLA, HENRY,1,1,2,0,12,washington,0.4,0.136
106,D,MI,10,B000619,BONIOR, DAVID E.,1,2,3,0,87,washington,-0.547,-0.006
106,R,CA,44,B001228,BONO, MARY,1,1,2,1,37,washington,0.353,-0.218
106,D,PA,3,B000644,BORSKI, ROBERT A. JR.,4,1,5,0,62,washington,-0.416,0.406
106,D,IA,3,B000652,BOSWELL, LEONARD L.,2,1,3,0,87,washington,-0.238,0.289
106,D,VA,9,B000657,BOUCHER, FREDERICK C.,0,0,0,0,100,washington,-0.265,0.189
106,D,FL,2,B000716,BOYD, F. ALLEN JR.,1,2,3,0,87,washington,-0.181,0.414
106,R,TX,8,B000755,BRADY, KEVIN,0,1,1,0,12,washington,0.523,0.219
106,D,PA,1,B001227,BRADY, ROBERT A.,1,1,2,0,100,washington,-0.484,0.225
106,D,FL,3,B000911,BROWN, CORRINE,1,0,1,1,100,washington,-0.429,0.192
106,D,CA,42,B000918,BROWN, GEORGE E. JR.,0,6,6,0,NA,washington,-0.506,-0.028
106,D,OH,13,B000944,BROWN, SHERROD,2,0,2,0,100,washington,-0.428,-0.111
106,R,TN,7,B000996,BRYANT, EDWARD G.,0,3,3,0,12,washington,0.442,0.25
106,R,NC,5,B001135,BURR, RICHARD M.,0,2,2,0,12,washington,0.446,-0.052
106,R,IN,6,B001149,BURTON, DANNY L.,2,1,3,0,0,washington,0.585,-0.026
106,R,IN,5,B001203,BUYER, STEVE,1,1,2,0,0,washington,0.435,0.192
106,R,AL,1,C000052,CALLAHAN, HERBERT L. (SONNY),1,4,5,0,0,washington,0.373,0.202
106,R,CA,43,C000059,CALVERT, KEN,0,0,0,0,0,washington,0.35,0.223
106,R,MI,4,C000071,CAMP, DAVID LEE,1,1,2,0,0,washington,0.385,-0.048
106,R,CA,15,C000100,CAMPBELL, TOM,0,0,0,0,25,washington,0.256,-0.907
106,R,FL,12,C000107,CANADY, CHARLES T.,1,0,1,0,0,washington,0.382,0.031
106,R,UT,3,C000116,CANNON, CHRISTOPHER B.,6,2,8,0,0,washington,0.596,0.017
106,D,CA,22,C001036,CAPPS, LOIS,2,1,3,1,100,washington,-0.389,-0.227
106,D,MA,8,C001037,CAPUANO, MICHAEL E.,0,2,2,0,100,washington,-0.58,-0.082
106,D,MD,3,C000141,CARDIN, BENJAMIN L.,1,1,2,0,100,washington,-0.319,-0.223
106,D,IN,10,C000191,CARSON, JULIA M.,1,1,2,1,100,washington,-0.464,-0.156
106,R,DE,1,C000243,CASTLE, MICHAEL N.,0,0,0,0,62,washington,0.229,-0.7
106,R,OH,1,C000266,CHABOT, STEVEN,1,1,2,0,0,washington,0.567,-0.197
106,R,GA,8,C000286,CHAMBLISS, C. SAXBY,1,1,2,0,12,washington,0.423,0.205
106,R,ID,1,C000345,CHENOWETH-HAGE, HELEN P.,1,1,2,1,12,washington,0.797,0.526
106,D,MO,1,C000488,CLAY, WILLIAM,2,1,3,0,87,washington,-0.49,-0.872
106,D,NC,1,C000494,CLAYTON, EVA,1,3,4,1,100,washington,-0.459,-0.032
106,D,TN,5,C000503,CLEMENT, ROBERT N.,2,2,4,0,87,washington,-0.216,0.327
106,D,SC,6,C000537,CLYBURN, JAMES E.,3,0,3,0,100,washington,-0.464,0.254
106,R,NC,6,C000556,COBLE, HOWARD,0,0,0,0,12,washington,0.52,-0.081
106,R,OK,2,C000560,COBURN, THOMAS A.,3,0,3,0,0,washington,0.782,0.055
106,R,GA,3,C000640,COLLINS, MICHAEL A. (MAC),2,2,4,0,0,washington,0.536,0.324
106,R,TX,19,C000653,COMBEST, LARRY E.,1,1,2,0,0,washington,0.458,0.555
106,D,CA,18,C000670,CONDIT, GARY A.,1,1,2,0,75,washington,-0.103,0.3
106,D,MI,14,C000714,CONYERS, JOHN JR.,0,2,2,0,100,washington,-0.658,-0.512
106,R,UT,2,C000722,COOK, MERRILL A.,3,2,5,0,37,washington,0.364,-0.059
106,R,LA,5,C000735,COOKSEY, JOHN CHARLES,3,0,3,0,25,washington,0.334,0.014
106,D,IL,12,C000794,COSTELLO, JERRY F.,1,2,3,0,62,washington,-0.317,0.657
106,R,CA,47,C000830,COX, C. CHRISTOPHER,1,2,3,0,12,washington,0.54,-0.236
106,D,PA,14,C000846,COYNE, WILLIAM J.,0,0,0,0,100,washington,-0.494,-0.119
106,D,AL,5,C000868,CRAMER, BUD,1,0,1,0,87,washington,-0.132,0.612
106,R,IL,8,C000873,CRANE, PHILIP M.,7,1,8,0,0,washington,0.739,0.023
106,D,NY,7,C001038,CROWLEY, JOSEPH,1,1,2,0,75,washington,-0.412,-0.07
106,R,WY,1,C000962,CUBIN, BARBARA,0,2,2,1,0,washington,0.501,0.345
106,D,MD,7,C000984,CUMMINGS, ELIJAH E.,1,0,1,0,87,washington,-0.438,-0.148
106,R,CA,51,C000994,CUNNINGHAM, RANDY (DUKE),2,1,3,0,0,washington,0.411,0.001
106,D,MO,6,D000046,DANNER, PAT,2,2,4,1,62,washington,-0.186,0.529
106,D,IL,7,D000096,DAVIS, DANNY K.,0,2,2,0,100,washington,-0.486,-0.262
106,D,FL,11,D000114,DAVIS, JIM,0,2,2,0,87,washington,-0.278,0.025
106,R,VA,11,D000136,DAVIS, THOMAS M.,2,1,3,0,50,washington,0.282,-0.404
106,R,GA,9,D000168,DEAL, NATHAN,3,1,4,0,0,washington,0.581,0.139
106,D,OR,4,D000191,DEFAZIO, PETER A.,0,0,0,0,100,washington,-0.428,0.006
106,D,CO,1,D000197,DEGETTE, DIANA L.,2,0,2,1,100,washington,-0.431,-0.31
106,D,MA,10,D000210,DELAHUNT, WILLIAM D.,2,0,2,0,100,washington,-0.495,-0.293
106,D,CT,3,D000216,DELAURO, ROSA L.,2,1,3,1,100,washington,-0.416,-0.117
106,R,TX,22,D000217,DELAY, THOMAS D.,1,0,1,0,0,washington,0.593,0.059
106,R,SC,4,D000595,DEMINT, JAMES W.,2,2,4,0,0,washington,0.7,-0.102
106,D,FL,20,D000275,DEUTSCH, PETER,1,1,2,0,100,washington,-0.324,-0.115
106,R,FL,21,D000299,DIAZ-BALART, LINCOLN,0,2,2,0,25,washington,0.243,-0.105
106,R,AR,4,D000312,DICKEY, JAY,2,2,4,0,12,washington,0.391,0.22
106,D,WA,6,D000327,DICKS, NORMAN,0,2,2,0,100,washington,-0.312,0.11
106,D,MI,16,D000355,DINGELL, JOHN DAVID JR.,2,2,4,0,87,washington,-0.448,0.313
106,D,CA,32,D000373,DIXON, JULIAN CAREY,0,1,1,0,100,washington,-0.458,-0.076
106,D,TX,10,D000399,DOGGETT, LLOYD,2,0,2,0,100,washington,-0.402,-0.313
106,D,CA,20,D000424,DOOLEY, CALVIN,2,0,2,0,100,washington,-0.19,0.103
106,R,CA,4,D000429,DOOLITTLE, JOHN T.,1,1,2,0,0,washington,0.519,0.156
106,D,PA,18,D000482,DOYLE, MICHAEL F.,1,3,4,0,62,washington,-0.331,0.111
106,R,CA,28,D000492,DREIER, DAVID,0,0,0,0,12,washington,0.478,-0.084
106,R,TN,2,D000533,DUNCAN, JOHN J. JR.,2,2,4,0,25,washington,0.604,-0.476
106,R,WA,8,D000549,DUNN, JENNIFER,0,2,2,1,12,washington,0.384,-0.261
106,D,TX,11,E000063,EDWARDS, CHET,0,2,2,0,100,washington,-0.226,0.5
106,R,MI,3,E000092,EHLERS, VERNON J.,2,2,4,0,12,washington,0.316,-0.622
106,R,MD,2,E000093,EHRLICH, ROBERT L. JR.,0,0,0,0,37,washington,0.36,-0.366
106,R,MO,8,E000172,EMERSON, JOANN,4,0,4,1,37,washington,0.269,0.274
106,D,NY,17,E000179,ENGEL, ELIOT L.,1,2,3,0,100,washington,-0.408,-0.093
106,R,PA,21,E000187,ENGLISH, PHILIP S.,0,0,0,0,37,washington,0.251,0.053
106,D,CA,14,E000215,ESHOO, ANNA G.,1,1,2,1,100,washington,-0.381,-0.425
106,D,NC,2,E000226,ETHERIDGE, BOBBY R.,1,2,3,0,87,washington,-0.288,0.288
106,D,IL,17,E000250,EVANS, LANE,0,0,0,0,100,washington,-0.454,-0.181
106,R,AL,2,E000268,EVERETT, TERRY,0,0,0,0,0,washington,0.414,0.528
106,R,IL,15,E000282,EWING, THOMAS W.,4,2,6,0,12,washington,0.361,-0.094
106,D,CA,17,F000030,FARR, SAM,1,0,1,0,100,washington,-0.455,-0.219
106,D,PA,2,F000043,FATTAH, CHAKA,2,1,3,0,100,washington,-0.472,-0.054
106,D,CA,50,F000116,FILNER, BOB,1,1,2,0,100,washington,-0.652,0.002
106,R,KY,6,F000441,FLETCHER, ERNEST L.,1,1,2,0,12,washington,0.285,0.273
106,R,FL,16,F000238,FOLEY, MARK,0,0,0,0,62,washington,0.311,-0.381
106,R,NY,1,F000257,FORBES, MICHAEL P.,1,2,3,0,50,washington,0.109,-0.112
106,D,TN,9,F000262,FORD, HAROLD JR.,0,0,0,0,75,washington,-0.359,0.311
106,R,NY,13,F000440,FOSSELLA, VITO J.,0,2,2,0,0,washington,0.426,-0.336
106,R,FL,4,F000328,FOWLER, TILLIE,2,0,2,1,37,washington,0.329,-0.209
106,D,MA,4,F000339,FRANK, BARNEY,0,0,0,0,100,washington,-0.499,-0.534
106,R,NJ,7,F000349,FRANKS, ROBERT,0,0,0,0,50,washington,0.259,-0.836
106,R,NJ,11,F000372,FRELINGHUYSEN, RODNEY,2,0,2,0,62,washington,0.292,-0.262
106,D,TX,24,F000392,FROST, JONAS MARTIN III,3,0,3,0,100,washington,-0.316,0.354
106,R,CA,23,G000021,GALLEGLY, ELTON,1,3,4,0,12,washington,0.402,-0.1
106,R,IA,4,G000041,GANSKE, JOHN G.,2,1,3,0,37,washington,0.239,-0.3
106,D,CT,2,G000120,GEJDENSON, SAMUEL,1,1,2,0,100,washington,-0.416,-0.486
106,R,PA,17,G000121,GEKAS, GEORGE W.,0,0,0,0,0,washington,0.426,-0.295
106,D,MO,3,G000132,GEPHARDT, RICHARD,2,1,3,0,87,washington,-0.416,0.245
106,R,NV,2,G000152,GIBBONS, JAMES A.,1,2,3,0,37,washington,0.484,-0.088
106,R,MD,1,G000180,GILCHREST, WAYNE T.,1,2,3,0,50,washington,0.204,-0.563
106,R,OH,5,G000210,GILLMOR, PAUL E.,2,3,5,0,12,washington,0.254,0.106
106,R,NY,20,G000212,GILMAN, BENJAMIN,1,2,3,0,100,washington,0.043,-0.425
106,D,TX,20,G000544,GONZALEZ, CHARLES A.,0,1,1,0,100,washington,-0.347,0.262
106,D,VA,5,G000280,GOODE, VIRGIL H. JR.,1,0,1,0,12,washington,0.118,0.993
106,R,VA,6,G000289,GOODLATTE, ROBERT W.,1,1,2,0,12,washington,0.496,-0.002
106,R,PA,19,G000291,GOODLING, WILLIAM,1,1,2,0,12,washington,0.336,-0.494
106,D,TN,6,G000309,GORDON, BART J.,0,0,0,0,87,washington,-0.204,0.286
106,R,FL,14,G000336,GOSS, PORTER J.,1,3,4,0,0,washington,0.421,-0.394
106,R,SC,3,G000359,GRAHAM, LINDSEY,0,0,0,0,25,washington,0.403,-0.17
106,R,TX,12,G000377,GRANGER, KAY,1,2,3,1,12,washington,0.398,0.238
106,D,TX,29,G000410,GREEN, GENE,1,1,2,0,100,washington,-0.324,0.453
106,R,WI,8,G000545,GREEN, MARK,2,1,3,0,12,washington,0.456,-0.294
106,R,PA,8,G000439,GREENWOOD, JIM,2,1,3,0,62,washington,0.225,-0.632
106,D,IL,4,G000535,GUTIERREZ, LUIS V.,2,0,2,0,87,washington,-0.487,-0.26
106,R,MN,1,G000536,GUTKNECHT, GILBERT,2,1,3,0,0,washington,0.552,0.342
106,D,TX,4,H000067,HALL, RALPH M.,0,3,3,0,37,washington,0.096,0.995
106,D,OH,3,H000074,HALL, TONY PATRICK,1,0,1,0,50,washington,-0.28,0.155
106,R,UT,1,H000172,HANSEN, JAMES V.,2,3,5,0,0,washington,0.496,0.143
106,R,IL,14,H000323,HASTERT, DENNIS J.,0,2,2,0,0,washington,0.443,-0.122
106,D,FL,23,H000324,HASTINGS, ALCEE L.,2,1,3,0,87,washington,-0.564,0.157
106,R,WA,4,H000329,HASTINGS, RICHARD,2,1,3,0,0,washington,0.416,0.411
106,R,NC,8,H001029,HAYES, ROBERT C. (ROBIN),0,2,2,0,0,washington,0.351,0.388
106,R,AZ,6,H000413,HAYWORTH, J.D.,2,1,3,0,12,washington,0.559,-0.018
106,R,CO,5,H000444,HEFLEY, JOEL M.,3,0,3,0,0,washington,0.591,0.13
106,R,CA,2,H000528,HERGER, WALTER,3,5,8,0,0,washington,0.551,0.117
106,D,IN,9,H001030,HILL, BARON PAUL,3,0,3,0,87,washington,-0.121,0.137
106,R,MT,1,H000605,HILL, RICK,0,3,3,0,12,washington,0.424,0.587
106,R,TN,4,H000615,HILLEARY, WILLIAM,0,0,0,0,12,washington,0.543,0.449
106,D,AL,7,H000621,HILLIARD, EARL F.,1,1,2,0,100,washington,-0.555,0.569
106,D,NY,26,H000627,HINCHEY, MAURICE D.,1,2,3,0,100,washington,-0.575,-0.007
106,D,TX,15,H000636,HINOJOSA, RUBEN E.,4,1,5,0,87,washington,-0.34,0.235
106,R,OH,7,H000666,HOBSON, DAVID L.,2,1,3,0,25,washington,0.315,-0.229
106,D,PA,13,H001031,HOEFFEL, JOSEPH M.,1,1,2,0,100,washington,-0.338,-0.198
106,R,MI,2,H000676,HOEKSTRA, PETER,2,1,3,0,0,washington,0.516,-0.262
106,D,PA,6,H000712,HOLDEN, TIM,0,0,0,0,62,washington,-0.233,0.608
106,D,NJ,12,H001032,HOLT, RUSH,1,2,3,0,100,washington,-0.463,-0.33
106,D,OR,5,H000762,HOOLEY, DARLENE KAY,1,1,2,1,100,washington,-0.315,-0.075
106,R,CA,38,H000789,HORN, STEVE,1,1,2,0,87,washington,0.167,-0.651
106,R,IN,8,H000807,HOSTETTLER, JOHN,2,2,4,0,25,washington,0.705,0.077
106,R,NY,31,H000814,HOUGHTON, AMORY JR.,0,0,0,0,37,washington,0.154,-0.281
106,D,MD,5,H000874,HOYER, STENY H.,3,0,3,0,100,washington,-0.38,0.117
106,R,MO,9,H000948,HULSHOF, KENNY,1,0,1,0,25,washington,0.363,0.281
106,R,CA,52,H000981,HUNTER, DUNCAN L.,0,2,2,0,12,washington,0.47,0.02
106,R,AR,3,H001014,HUTCHINSON, ASA,1,3,4,0,25,washington,0.358,0.133
106,R,IL,6,H001022,HYDE, HENRY JOHN,1,3,4,0,12,washington,0.312,-0.18
106,D,WA,1,I000026,INSLEE, JAY,0,3,3,0,100,washington,-0.33,-0.194
106,R,GA,6,I000055,ISAKSON, JOHNNY,1,2,3,0,25,washington,0.402,-0.011
106,R,OK,5,I000047,ISTOOK, ERNEST JIM,3,2,5,0,0,washington,0.492,0.129
