congress,chamber,state,district,party,id,last_name,first_name,middle_name,nick_name,icpsr,born,died,nominate_dim1,nominate_dim2,female,ngirls,nboys,nchildren,high_confidence,aauw_voting,aauw_all,aauw_women_voting,aauw_women_all,anygirls
98,House,GA,8,D,R000481,Rowland,James,Roy,NA,15057,1926,NA,-0.127,0.616,0,2,1,3,0,45,45,67,67,1
98,House,CA,25,D,R000485,Roybal,Edward,R.,NA,10621,1916,2005,-0.61,-0.141,0,2,1,3,1,91,91,100,100,1
98,House,AZ,4,R,R000495,Rudd,Eldon,Dean,NA,14449,1920,2002,0.422,0.611,0,2,0,2,1,18,18,0,0,1
98,House,IL,3,D,R000543,Russo,Martin,Anthony,NA,14271,1944,NA,-0.192,-0.209,0,1,1,2,0,73,73,33,33,0
98,House,MN,5,D,S000005,Sabo,Martin,Olav,NA,14656,1938,2016,-0.516,-0.317,0,2,0,2,1,100,100,100,100,1
98,House,IL,2,D,S000081,Savage,Gus,NA,NA,14856,1925,2015,-0.671,-0.39,0,1,1,2,1,100,82,100,67,0
98,House,MI,5,R,S000087,Sawyer,Harold,Samuel,NA,14450,1920,2003,0.167,-0.213,0,2,2,4,1,14,9,0,0,1
98,NA,NA,NA,NA,S000097,Saxton,Hugh,James,NA,NA,NA,NA,NA,NA,0,1,1,2,0,NA,NA,NA,NA,0
98,House,CO,6,R,S000109,Schaefer,Daniel,NA,NA,15058,1936,2006,0.479,-0.123,0,1,3,4,1,43,43,0,0,0
98,House,NY,8,D,S000124,Scheuer,James,Haas,NA,10768,1920,2005,-0.478,-0.349,0,2,2,4,1,100,91,100,67,1
98,House,CO,1,D,S000142,Schroeder,Patricia,Scott,NA,14051,1940,NA,-0.225,-0.974,0,1,1,2,0,91,91,100,100,0
98,House,PA,5,R,S000146,Schulze,Richard,Taylor,NA,14273,1929,NA,0.271,-0.036,0,2,2,4,0,40,36,33,33,1
98,House,NY,10,D,S000148,Schumer,Charles,Ellis,Chuck,14858,1950,NA,-0.359,-0.404,0,2,0,2,0,100,100,100,100,1
98,House,WI,9,R,S000244,Sensenbrenner,Frank,James,NA,14657,1943,NA,0.638,-0.579,0,0,2,2,0,18,18,0,0,0
98,House,IN,2,D,S000294,Sharp,Philip,Riley,NA,14274,1942,NA,-0.166,-0.283,0,0,2,2,0,91,91,67,67,0
98,House,FL,15,R,S000303,Shaw,Eugene,Clay,NA,14860,1939,2013,0.3,-0.142,0,2,2,4,1,27,27,33,33,1
98,House,AL,7,D,S000320,Shelby,Richard,C.,NA,14659,1934,NA,0.013,0.658,0,0,2,2,0,36,36,33,33,0
98,House,CA,14,R,S000393,Shumway,Norman,David,NA,14660,1934,NA,0.556,0.39,0,3,3,6,0,10,9,0,0,1
98,House,PA,9,R,S000394,Shuster,E.,G.,Bud,14052,1932,NA,0.416,0.144,0,3,2,5,0,18,18,0,0,1
98,House,MN,6,D,S000407,Sikorski,Gerald,Edward,NA,15059,1948,NA,-0.217,-0.976,0,1,0,1,0,91,91,67,67,0
98,House,MI,4,R,S000409,Siljander,Mark,Deli,NA,14872,1951,NA,0.406,-0.102,0,3,1,4,0,18,18,0,0,1
98,House,IL,22,D,S000423,Simon,Paul,Martin,NA,14275,1928,2003,-0.397,-0.224,0,1,1,2,1,100,91,100,67,0
98,House,VA,4,D,S000453,Sisisky,Norman,NA,NA,15060,1927,2001,-0.122,0.453,0,0,4,4,1,89,73,100,100,0
98,House,NM,2,R,S000463,Skeen,Joseph,Richard,NA,14861,1927,2003,0.301,0.034,0,1,1,2,1,27,27,33,33,0
98,House,MO,4,D,S000465,Skelton,Isaac,Newton,Ike,14451,1931,2013,-0.172,0.724,0,1,2,3,1,55,55,33,33,0
98,House,KS,2,D,S000477,Slattery,James,Charles,NA,15061,1948,NA,-0.099,-0.04,0,0,2,2,0,73,73,67,67,0
98,House,OR,5,R,S000527,Smith,Dennis,Alan,Denny,14864,1938,NA,0.603,-0.182,0,2,2,4,0,25,18,0,0,1
98,House,IA,4,D,S000596,Smith,Neal,Edward,NA,8672,1920,NA,-0.313,0.174,0,1,1,2,0,82,82,100,100,0
98,House,OR,2,R,S000607,Smith,Robert,Freeman,NA,15063,1931,NA,0.396,-0.203,0,1,2,3,1,10,9,0,0,0
98,House,NJ,4,R,S000522,Smith,Christopher,Henry,NA,14863,1953,NA,0.165,-0.168,0,2,2,4,0,45,45,33,33,1
98,House,FL,16,D,S000586,Smith,Lawrence,Jack,NA,15062,1941,NA,-0.355,0.075,0,1,1,2,0,100,100,100,100,0
98,House,KY,4,R,S000669,Snyder,Marion,Gene,NA,10626,1928,2007,0.26,0.298,0,1,1,2,1,27,27,33,33,0
98,House,NY,24,R,S000675,Solomon,Gerald,Brooks Hunt,NA,14662,1930,2001,0.492,-0.333,0,2,3,5,1,27,27,0,0,1
98,House,SC,2,R,S000718,Spence,Floyd,Davidson,NA,13042,1928,2001,0.32,0.185,0,0,4,4,1,27,27,33,33,0
98,House,SC,5,D,S000749,Spratt,John,McKee,NA,15064,1942,NA,-0.256,0.255,0,3,0,3,0,89,73,100,100,1
98,House,RI,1,D,S000762,St. Germain,Fernand,Joseph,NA,10561,1928,2014,-0.355,-0.091,0,2,0,2,1,82,82,33,33,1
98,House,WV,2,D,S000779,Staggers,Harley,Orrin,NA,15065,1951,NA,-0.315,0.158,0,2,1,3,0,91,91,67,67,1
98,House,MN,7,R,S000795,Stangeland,Arlan,Ingehart,NA,14466,1930,2013,0.346,-0.18,0,2,5,7,1,30,27,33,33,1
98,House,CA,9,D,S000810,Stark,Fortney,Hillman,Pete,14053,1931,NA,-0.631,-0.605,0,4,3,7,1,91,91,100,100,1
98,House,TX,17,D,S000851,Stenholm,Charles,Walter,NA,14664,1938,NA,0.019,1,0,1,2,3,0,27,27,33,33,0
98,House,OH,21,D,S000948,Stokes,Louis,NA,NA,12030,1925,2015,-0.578,-0.312,0,3,1,4,1,100,100,100,100,1
98,House,NY,23,D,S000997,Stratton,Samuel,Studdiford,NA,9017,1916,1990,-0.139,0.208,0,3,2,5,1,45,45,67,67,1
98,House,AZ,3,R,S001044,Stump,Robert,Lee,NA,14454,1927,2003,0.703,0.203,0,1,2,3,1,18,18,0,0,0
98,House,TN,7,R,S001075,Sundquist,Donald,Kenneth,NA,15066,1936,NA,0.371,-0.202,0,2,1,3,0,18,18,0,0,1
98,House,WA,2,D,S001115,Swift,Allan,Byron,NA,14666,1935,NA,-0.43,0.099,0,2,0,2,1,100,91,100,100,1
98,House,IA,2,R,T000053,Tauke,Thomas,Joseph,NA,14668,1950,NA,0.27,-0.775,0,1,1,2,0,45,45,33,33,0
98,House,LA,3,D,T000058,Tauzin,Wilbert,Joseph,Billy,14679,1943,NA,0.03,0.568,0,1,4,5,0,55,55,67,67,0
98,House,MO,7,R,T000075,Taylor,Gene,NA,NA,14057,1928,1998,0.328,0.442,0,1,2,3,1,36,36,33,33,0
98,House,CA,20,R,T000188,Thomas,William,Marshall,NA,14669,1941,NA,0.371,-0.277,0,1,1,2,0,40,36,100,100,0
98,House,CA,34,D,T000316,Torres,Esteban,Edward,NA,15070,1930,NA,-0.487,0.012,0,4,1,5,0,100,91,100,100,1
98,House,NY,11,D,T000326,Towns,Edolphus,NA,NA,15072,1934,NA,-0.519,-0.132,0,1,1,2,0,100,82,100,67,0
98,House,MI,8,D,T000356,Traxler,Jerome,Bob,NA,14075,1931,NA,-0.33,0.126,0,1,0,1,1,90,82,67,67,0
98,NA,NA,NA,NA,T000367,Trible,Paul,Seward,NA,NA,NA,NA,NA,NA,0,1,1,2,0,NA,NA,NA,NA,0
98,House,AZ,2,D,U000001,Udall,Morris,King,NA,10566,1922,1998,-0.387,0.008,0,3,3,6,1,89,73,100,67,1
98,House,NC,2,D,V000006,Valentine,Itimous,Thaddeus,Tim,15073,1926,2015,-0.084,0.465,0,1,3,4,1,64,64,67,67,0
98,House,MI,9,R,V000027,Vander Jagt,Guy,Adrian,NA,10794,1931,2007,0.247,-0.226,0,1,0,1,1,27,27,33,33,0
98,House,TX,26,D,V000026,Vandergriff,Tommy,Joe,Tom,15074,1926,2010,0.029,0.38,0,2,1,3,1,45,45,67,67,1
98,House,MN,4,D,V000087,Vento,Bruce,Frank,NA,14458,1940,2000,-0.472,-0.376,0,0,3,3,1,91,91,67,67,0
98,House,MO,9,D,V000112,Volkmer,Harold,Lee,NA,14459,1931,2011,-0.196,0.329,0,1,2,3,1,82,82,67,67,0
98,House,NV,2,R,V000124,Vucanovich,Barbara,Farrell,NA,15075,1921,2013,0.441,-0.109,1,2,2,4,1,27,27,0,0,1
98,House,OK,3,D,W000194,Watkins,Wesley,Wade,NA,14462,1938,NA,-0.126,0.741,0,2,1,3,0,64,64,100,100,1
98,House,CA,24,D,W000215,Waxman,Henry,Arnold,NA,14280,1939,NA,-0.473,-0.343,0,1,1,2,0,100,91,100,100,0
98,House,OR,4,D,W000227,Weaver,James,Howard,NA,14281,1927,NA,-0.311,-0.578,0,3,0,3,1,100,82,100,67,1
98,House,MN,2,R,W000237,Weber,John,Vincent,Vin,14868,1952,NA,0.381,-0.544,0,1,1,2,0,18,18,0,0,0
98,House,NY,17,D,W000258,Weiss,Theodore,S.,NA,14463,1927,1992,-0.564,-0.71,0,0,2,2,1,100,100,100,100,0
98,House,MO,5,D,W000326,Wheat,Alan,Dupree,NA,15076,1951,NA,-0.465,-0.73,0,1,2,3,0,100,100,100,100,0
98,House,VA,2,R,W000406,Whitehurst,George,William,NA,12033,1925,NA,0.233,0.06,0,1,1,2,0,40,36,67,67,0
98,House,KS,5,R,W000426,Whittaker,Robert,Russell,NA,14670,1939,NA,0.346,-0.318,0,1,3,4,0,45,45,67,67,0
98,House,MS,1,D,W000428,Whitten,Jamie,Lloyd,NA,10075,1910,1995,-0.161,0.987,0,1,1,2,1,73,73,67,67,0
98,House,MT,1,D,W000520,Williams,John,Patrick,NA,14672,1937,NA,-0.315,-0.138,0,1,1,2,0,100,100,100,100,0
98,House,OH,17,R,W000528,Williams,Lyle,NA,NA,14671,1942,2008,0.037,-0.139,0,3,1,4,1,73,73,67,67,1
98,House,KS,3,R,W000636,Winn,Edward,Lawrence,Larry,11057,1919,NA,0.247,-0.033,0,2,3,5,1,40,36,33,33,1
98,House,CO,2,D,W000647,Wirth,Timothy,E.,NA,14282,1939,NA,-0.293,-0.315,0,1,1,2,0,100,91,100,100,0
98,House,WV,3,D,W000654,Wise,Robert,Ellsworth,NA,15077,1948,NA,-0.32,0.253,0,1,1,2,0,100,100,100,100,0
98,House,VA,10,R,W000672,Wolf,Frank,Rudolph,NA,14869,1939,NA,0.284,-0.213,0,4,1,5,0,36,36,33,33,1
98,House,MI,3,D,W000682,Wolpe,Howard,Eliot,NA,14673,1939,2011,-0.374,-0.466,0,3,2,5,1,100,100,100,100,1
98,House,NY,27,R,W000752,Wortley,George,Cornelius,NA,14870,1926,2014,0.207,-0.094,0,2,1,3,1,40,36,50,33,1
98,House,TX,12,D,W000763,Wright,James,Claude,NA,10391,1922,2015,-0.383,0.672,0,3,1,4,1,80,73,100,67,1
98,House,OR,3,D,W000779,Wyden,Ronald,Lee,NA,14871,1949,NA,-0.33,-0.476,0,3,2,5,0,100,100,100,100,1
98,House,OH,15,R,W000781,Wylie,Chalmers,Pangburn,NA,11058,1920,1998,0.23,-0.13,0,1,1,2,1,30,27,33,33,0
98,House,IL,9,D,Y000013,Yates,Sidney,Richard,NA,10421,1909,2000,-0.494,-0.494,0,0,1,1,1,100,100,100,100,0
98,House,PA,6,D,Y000014,Yatron,Gus,NA,NA,12035,1927,2003,-0.174,0.094,0,1,1,2,1,70,64,33,33,0
98,House,MO,2,D,Y000051,Young,Robert,Anton,NA,14465,1923,2007,-0.3,0.458,0,2,1,3,1,82,82,33,33,1
98,House,AK,1,R,Y000033,Young,Donald,Edwin,NA,14066,1933,NA,0.284,0.021,0,2,0,2,0,45,45,67,67,1
98,House,FL,8,R,Y000031,Young,Charles,William,Bill,13047,1930,2013,0.325,-0.112,0,0,3,3,1,27,27,33,33,0
98,House,CA,12,R,Z000014,Zschau,Edwin,Van Wyck,NA,15078,1940,NA,0.345,-0.745,0,2,1,3,0,45,45,67,67,1
99,House,NY,7,D,A000022,Ackerman,Gary,Leonard,NA,15000,1942,NA,-0.429,-0.165,0,1,2,3,0,100,100,100,100,0
99,House,NY,6,D,A000052,Addabbo,Joseph,Patrick,NA,10500,1925,1986,-0.402,-0.084,0,2,0,2,1,100,67,100,75,1
99,House,HI,2,D,A000069,Akaka,Daniel,Kahikina,NA,14400,1924,NA,-0.419,0.273,0,1,4,5,1,83,83,100,100,0
99,House,AR,1,D,A000103,Alexander,William,Vollie,Bill,12000,1934,NA,-0.41,0.819,0,1,1,2,0,92,92,100,100,0
99,House,CA,32,D,A000189,Anderson,Glenn,Malcolm,NA,12001,1913,1994,-0.269,-0.052,0,0,2,2,1,92,92,100,100,0
99,House,IL,11,D,A000212,Annunzio,Frank,NA,NA,10703,1915,2001,-0.398,0.351,0,3,0,3,1,75,75,25,25,1
99,House,AR,4,D,A000213,Anthony,Beryl,Franklin,NA,14601,1938,NA,-0.254,0.484,0,0,1,1,0,75,75,100,100,0
99,House,OH,18,D,A000214,Applegate,Douglas,Earl,NA,14402,1928,NA,-0.106,0.166,0,1,1,2,0,58,58,25,25,0
99,House,TX,7,R,A000215,Archer,William,Reynolds,NA,13002,1928,NA,0.496,0.2,0,3,2,5,0,0,0,0,0,1
99,House,TX,26,R,A000217,Armey,Richard,Keith,NA,15125,1940,NA,0.635,-0.089,0,1,4,5,0,0,0,0,0,0
99,House,OR,1,D,A000337,Aucoin,Les,NA,NA,14201,1942,NA,-0.231,-0.418,0,2,0,2,0,82,75,100,75,1
99,House,CA,40,R,B000024,Badham,Robert,Edward,NA,14403,1929,2005,0.541,0.084,0,3,2,5,0,17,17,25,25,1
99,NA,NA,NA,NA,B000104,Ballenger,Cass,NA,NA,NA,NA,NA,NA,NA,0,3,0,3,1,NA,NA,NA,NA,1
99,House,MD,8,D,B000160,Barnes,Michael,Darr,NA,14604,1943,NA,-0.343,-0.513,0,2,0,2,0,92,92,100,100,1
99,House,TX,3,R,B000204,Bartlett,Harry,Stephen,Steve,15002,1947,NA,0.46,0.139,0,1,2,3,0,8,8,0,0,0
99,House,TX,6,R,B000213,Barton,Joe,Linus,NA,15085,1949,NA,0.528,0.047,0,2,2,4,0,17,17,0,0,1
99,House,VA,1,R,B000229,Bateman,Herbert,Harvell,NA,15003,1928,2000,0.242,0.191,0,1,1,2,1,42,42,25,25,0
99,House,CA,44,D,B000236,Bates,Jim,NA,NA,15004,1941,NA,-0.279,-0.682,0,1,0,1,0,92,92,100,100,0
99,House,IA,6,D,B000298,Bedell,Berkley,Warren,NA,14205,1921,NA,-0.24,-0.595,0,1,2,3,1,92,92,100,100,0
99,House,CA,23,D,B000318,Beilenson,Anthony,Charles,NA,14405,1932,NA,-0.44,-0.605,0,1,2,3,0,100,92,100,75,0
99,House,FL,3,D,B000371,Bennett,Charles,Edward,NA,633,1910,2003,-0.088,0.421,0,1,2,3,1,67,67,75,75,0
99,House,NE,1,R,B000403,Bereuter,Douglas,Kent,NA,14605,1939,NA,0.231,-0.347,0,0,2,2,0,33,33,0,0,0
99,House,CA,26,D,B000410,Berman,Howard,Lawrence,NA,15005,1941,NA,-0.404,-0.286,0,2,0,2,0,100,100,100,100,1
99,House,AL,4,D,B000431,Bevill,Tom,NA,NA,11000,1921,2005,-0.213,0.976,0,0,1,1,0,42,42,25,25,0
99,House,NY,19,D,B000432,Biaggi,Mario,NA,NA,12003,1917,2015,-0.339,0.197,0,2,2,4,1,75,75,50,50,1
99,House,FL,9,R,B000463,Bilirakis,Michael,NA,NA,15006,1930,NA,0.382,-0.219,0,0,2,2,0,33,33,25,25,0
99,House,VA,3,R,B000556,Bliley,Thomas,Jerome,NA,14802,1932,NA,0.382,-0.13,0,1,1,2,0,8,8,0,0,0
99,House,NY,25,R,B000586,Boehlert,Sherwood,Louis,NA,15007,1936,NA,0.103,-0.718,0,2,0,2,1,67,67,100,100,1
99,House,LA,2,D,B000592,Boggs,Corinne,Claiborne,Lindy,14067,1916,2013,-0.359,0.501,1,2,1,3,0,73,67,25,25,1
99,House,MA,2,D,B000600,Boland,Edward,Patrick,NA,830,1911,2001,-0.306,-0.104,0,2,2,4,0,75,75,25,25,1
99,House,MI,12,D,B000619,Bonior,David,Edward,NA,14407,1945,NA,-0.547,-0.006,0,1,2,3,0,75,75,25,25,0
99,House,WA,3,D,B000620,Bonker,Don,Leroy,NA,14208,1937,NA,-0.336,-0.059,0,0,3,3,0,91,83,100,100,0
99,House,PA,3,D,B000644,Borski,Robert,Anthony,NA,15008,1948,NA,-0.416,0.406,0,4,1,5,0,82,75,50,50,1
99,House,CA,1,D,B000648,Bosco,Douglas,Harry,NA,15009,1946,NA,-0.271,-0.024,0,1,1,2,0,82,75,100,100,0
99,House,TX,13,R,B000666,Boulter,Eldon,Beau,NA,15087,1942,NA,0.483,0.005,0,2,1,3,0,0,0,0,0,1
99,House,CA,6,D,B000711,Boxer,Barbara,NA,NA,15011,1940,NA,-0.45,-0.423,1,1,1,2,0,100,100,100,100,0
99,House,LA,7,D,B000780,Breaux,John,Berlinger,NA,13056,1944,NA,-0.123,0.702,0,2,2,4,0,33,33,25,25,1
99,House,TX,9,D,B000880,Brooks,Jack,Bascom,NA,1077,1922,2012,-0.407,0.725,0,2,1,3,0,82,75,100,100,1
99,House,MI,18,R,B000890,Broomfield,William,S.,NA,1087,1922,NA,0.227,-0.309,0,2,0,2,1,18,17,0,0,1
99,House,CA,36,D,B000918,Brown,George,Edward,NA,10573,1920,1999,-0.506,-0.028,0,1,1,2,1,100,92,100,75,0
99,House,CO,4,R,B000919,Brown,George,Hanks,Hank,14803,1940,NA,0.511,-0.762,0,2,1,3,0,42,42,75,75,1
99,House,NC,10,R,B000966,Broyhill,James,Thomas,NA,10574,1927,NA,0.269,0.021,0,1,2,3,0,50,50,75,75,0
99,House,IL,19,D,B000971,Bruce,Terry,Lee,NA,15088,1944,NA,-0.268,-0.032,0,2,0,2,0,83,83,75,75,1
99,House,CA,5,D,B001158,Burton,Sala,Galante,NA,15080,1925,1987,-0.585,-0.137,1,1,0,1,1,100,92,100,100,0
99,House,IN,6,R,B001149,Burton,Danny,Lee,NA,15014,1938,NA,0.585,-0.026,0,2,1,3,0,8,8,0,0,1
99,House,MD,6,D,B001220,Byron,Beverly,Barton Butcher,NA,14608,1932,NA,-0.024,0.516,1,1,2,3,0,33,33,0,0,0
99,House,AL,1,R,C000052,Callahan,Herbert,Leon,Sonny,15090,1932,NA,0.373,0.202,0,3,2,5,1,17,17,0,0,1
99,House,SC,4,R,C000079,Campbell,Carroll,Ashmore,NA,14609,1940,2005,0.306,0.115,0,0,2,2,1,17,17,0,0,0
99,House,NY,1,R,C000165,Carney,William,NA,NA,14610,1942,NA,0.326,-0.173,0,1,0,1,1,33,33,0,0,0
99,House,DE,1,D,C000174,Carper,Thomas,Richard,NA,15015,1947,NA,-0.176,-0.222,0,0,2,2,0,92,92,100,100,0
99,House,MI,6,D,C000178,Carr,Milton,Robert,Bob,14210,1943,NA,-0.254,-0.342,0,1,0,1,0,82,75,100,100,0
99,House,FL,4,D,C000321,Chappell,William,Venroe,NA,12007,1922,1989,-0.098,0.916,0,2,2,4,1,64,58,67,50,1
99,House,CA,2,R,C000322,Chappie,Eugene,A.,NA,14805,1920,1992,0.414,-0.235,0,3,2,5,1,20,17,25,25,1
99,House,WY,1,R,C000344,Cheney,Richard,Bruce,NA,14611,1941,NA,0.523,-0.068,0,2,0,2,0,0,0,0,0,1
99,House,MO,1,D,C000488,Clay,William,Lacy,NA,12009,1931,NA,-0.49,-0.872,0,2,1,3,0,92,92,100,100,1
99,House,PA,23,R,C000523,Clinger,William,Floyd,NA,14612,1929,NA,0.176,-0.221,0,2,2,4,1,58,58,25,25,1
99,House,NC,4,R,C000555,Cobey,William,Wilfred,NA,15091,1939,NA,0.468,-0.254,0,1,1,2,0,17,17,0,0,0
99,House,MO,6,R,C000618,Coleman,Earl,Thomas,NA,14410,1943,NA,0.262,-0.265,0,2,1,3,0,33,33,25,25,1
99,House,IL,7,D,C000634,Collins,Cardiss,NA,NA,14068,1931,2013,-0.552,-0.218,1,0,1,1,1,100,100,100,100,0
99,House,TX,19,R,C000653,Combest,Larry,Ed,NA,15093,1945,NA,0.458,0.555,0,1,1,2,0,0,0,0,0,0
99,House,MA,1,R,C000709,Conte,Silvio,Ottavio,NA,2009,1921,1991,-0.023,-0.683,0,2,2,4,1,83,83,50,50,1
99,House,MI,1,D,C000714,Conyers,John,NA,NA,10713,1929,NA,-0.658,-0.512,0,0,2,2,1,80,67,100,75,0
99,House,TN,4,D,C000754,Cooper,James,Hayes Shofner,NA,15019,1954,NA,-0.163,-0.031,0,1,2,3,0,67,67,75,75,0
99,House,PA,13,R,C000807,Coughlin,Robert,Lawrence,NA,12010,1929,2001,0.204,-0.844,0,4,1,5,1,75,75,75,75,1
99,House,IL,12,R,C000873,Crane,Philip,Miller,NA,12041,1930,2014,0.739,0.023,0,5,1,6,1,8,8,0,0,1
99,House,MI,13,D,C000919,Crockett,George,William,NA,14681,1909,1997,-0.651,-0.414,0,1,2,3,1,92,92,100,100,0
99,House,VA,5,D,D000038,Daniel,Wilbur,Clarence,Dan,12011,1914,1988,0.161,0.775,0,0,1,1,1,36,33,0,0,0
99,House,CA,39,R,D000044,Dannemeyer,William,Edwin,NA,14616,1929,NA,0.691,-0.24,0,2,1,3,1,0,0,0,0,1
99,House,SD,1,D,D000064,Daschle,Thomas,Andrew,NA,14617,1947,NA,-0.303,0.114,0,2,1,3,0,91,83,100,100,1
99,House,NE,2,R,D000065,Daub,Harold,John,Hal,14810,1941,NA,0.391,-0.322,0,1,2,3,0,33,33,0,0,0
99,House,MI,11,R,D000131,Davis,Robert,William,NA,14618,1932,2009,0.098,-0.146,0,3,2,5,1,50,50,50,50,1
99,House,TX,15,D,D000203,De La Garza,Eligio,NA,Kika,10716,1927,NA,-0.255,0.757,0,1,2,3,1,60,50,33,25,0
99,House,TX,22,R,D000217,Delay,Thomas,Dale,NA,15094,1947,NA,0.593,0.059,0,1,0,1,0,0,0,0,0,0
99,House,CA,8,D,D000222,Dellums,Ronald,V.,NA,13011,1935,NA,-0.644,-0.646,0,2,2,4,1,100,100,100,100,1
99,House,SC,3,D,D000267,Derrick,Butler,Carson,NA,14212,1936,2014,-0.215,0.258,0,2,2,4,1,91,83,100,75,1
99,House,OH,7,R,D000294,Dewine,Michael,NA,NA,15020,1947,NA,0.289,-0.418,0,5,3,8,0,25,25,0,0,1
99,House,AL,2,R,D000326,Dickinson,William,Louis,NA,10717,1925,2008,0.398,-0.057,0,1,3,4,1,45,42,67,50,0
99,House,WA,6,D,D000327,Dicks,Norman,DeValois,NA,14413,1940,NA,-0.312,0.11,0,0,2,2,0,75,75,100,100,0
99,House,MI,16,D,D000355,Dingell,John,David,NA,2605,1926,NA,-0.448,0.313,0,2,2,4,1,83,83,100,100,1
99,House,NY,20,R,D000359,Dioguardi,Joseph,J.,NA,15095,1940,NA,0.218,-0.489,0,1,0,1,0,50,50,25,25,0
99,House,CA,28,D,D000373,Dixon,Julian,Carey,NA,14620,1934,2000,-0.458,-0.076,0,0,1,1,1,100,92,100,100,0
99,House,ND,1,D,D000432,Dorgan,Byron,Leslie,NA,14812,1942,NA,-0.267,0.09,0,1,2,3,0,92,92,75,75,0
99,House,CA,38,R,D000435,Dornan,Robert,Kenneth,NA,14414,1933,NA,0.49,-0.111,0,1,1,2,0,18,17,0,0,0
99,House,MS,4,D,D000466,Dowdy,Charles,Wayne,NA,14874,1943,NA,-0.259,0.724,0,1,2,3,0,45,42,33,25,0
99,House,TN,2,R,D000534,Duncan,John,James,NA,10719,1919,1988,0.194,0.21,0,1,2,3,1,33,33,0,0,0
99,House,IL,20,D,D000563,Durbin,Richard,Joseph,NA,15021,1944,NA,-0.348,-0.307,0,2,1,3,0,83,83,75,75,1
99,House,NJ,6,D,D000586,Dwyer,Bernard,James,NA,14815,1921,1998,-0.373,0.048,0,1,0,1,1,100,100,100,100,0
99,House,CA,31,D,D000592,Dymally,Mervyn,Malcolm,NA,14816,1926,2012,-0.685,-0.039,0,0,1,1,1,83,83,100,100,0
99,House,MA,3,D,E000013,Early,Joseph,Daniel,NA,14216,1933,2012,-0.254,-0.409,0,4,4,8,1,73,67,0,0,1
99,House,OH,11,D,E000031,Eckart,Dennis,Edward,NA,14818,1950,NA,-0.242,-0.258,0,0,1,1,0,83,83,100,100,0
99,House,NY,30,R,E000033,Eckert,Fred,J.,NA,15097,1941,NA,0.409,0.201,0,1,0,1,0,17,17,0,0,0
99,House,PA,7,D,E000043,Edgar,Robert,William,NA,14217,1943,2013,-0.334,-0.718,0,0,2,2,1,100,92,100,100,0
99,House,CA,10,D,E000064,Edwards,William,Donlon,Don,10583,1915,2015,-0.599,-0.419,0,0,4,4,1,100,100,100,100,0
99,House,OK,5,R,E000077,Edwards,Marvin,Henry,Mickey,14415,1937,NA,0.394,-0.05,0,2,1,3,0,0,0,0,0,1
99,House,MO,8,R,E000174,Emerson,Norvell,William,Bill,14819,1938,1996,0.332,-0.125,0,4,0,4,1,25,25,0,0,1
99,House,OK,6,D,E000184,English,Glenn,Lee,NA,14219,1940,NA,-0.027,0.603,0,0,2,2,0,8,8,0,0,0
99,House,AL,6,D,E000201,Erdreich,Ben,NA,NA,15022,1938,NA,-0.06,0.372,0,1,1,2,0,83,83,100,100,0
99,House,IA,3,R,E000259,Evans,Thomas,Cooper,NA,14820,1924,2005,0.247,-0.969,0,0,1,1,1,67,67,75,75,0
99,House,FL,19,D,F000041,Fascell,Dante,Bruno,NA,3078,1917,1998,-0.4,0.229,0,2,1,3,1,92,92,100,100,1
99,House,IL,13,R,F000049,Fawell,Harris,W.,NA,15098,1929,NA,0.332,-0.616,0,1,2,3,0,67,67,75,75,0
99,House,CA,4,D,F000053,Fazio,Victor,Herbert,NA,14624,1942,NA,-0.455,0.36,0,3,1,4,0,75,75,100,100,1
99,House,OH,19,D,F000059,Feighan,Edward,Farrell,NA,15024,1947,NA,-0.304,-0.267,0,2,2,4,0,75,75,100,100,1
99,House,CA,21,R,F000102,Fiedler,Bobbi,NA,NA,14821,1937,NA,0.343,-0.258,1,1,1,2,1,10,8,33,25,0
99,House,TX,8,R,F000111,Fields,Jack,Milton,NA,14822,1952,NA,0.541,-0.128,0,2,0,2,0,0,0,0,0,1
99,House,NY,21,R,F000141,Fish,Hamilton,NA,NA,12013,1926,1996,0.07,-0.423,0,1,2,3,1,75,75,100,100,0
99,House,AL,5,D,F000208,Flippo,Ronnie,Gene,NA,14419,1937,NA,-0.175,0.834,0,2,4,6,0,64,58,67,50,1
99,House,MI,15,D,F000270,Ford,William,David,NA,10727,1927,2004,-0.516,0.098,0,1,2,3,1,92,92,100,100,0
99,House,TN,9,D,F000261,Ford,Harold,Eugene,NA,14224,1945,NA,-0.438,-0.064,0,1,1,2,0,92,92,100,100,0
99,House,GA,5,D,F000329,Fowler,Wyche,NA,NA,14467,1940,NA,-0.237,0.196,0,1,1,2,0,91,83,100,75,0
99,House,MN,3,R,F000380,Frenzel,William,Eldridge,NA,13015,1928,2014,0.353,-0.815,0,3,0,3,1,42,42,100,100,1
99,House,NJ,11,R,G000025,Gallo,Dean,Anderson,NA,15099,1935,1994,0.203,-0.498,0,1,1,2,1,58,58,75,75,0
99,House,NY,18,D,G000047,Garcia,Robert,NA,NA,14470,1933,NA,-0.559,-0.349,0,1,2,3,1,100,100,100,100,0
99,House,PA,20,D,G000105,Gaydos,Joseph,Matthew,NA,11067,1926,2015,-0.278,0.398,0,0,1,1,1,67,67,25,25,0
