state,district,id,icpsr,last_name,first_name,middle_name,ngirls,nboys,nchildren,,washington_ngirls,washington_nboys,washington_nchild,costa_ngirls,costa_nboys,costa_nchild,oliver1_ngirls,oliver1_nboys,oliver1_nchild,oliver2_ngirls,oliver2_nboys,oliver2_nchild,oliver2_data_source,cong_served
NM,2,T000484,21976,Torres Small,Xochitl,NA,0,0,0,,,,,,,,,,,,,,,116
MA,3,T000482,21977,Trahan,Lori,NA,2,3,5,,,,,,,,,,,2,3,5,117 (current reps),116
MD,6,T000483,21978,Trone,David,NA,3,1,4,,,,,,,,,,,3,1,4,117 (current reps),116
IL,14,U000040,21979,Underwood,Lauren,NA,0,0,0,,,,,,,,,,,0,0,0,117 (current reps),116
NJ,2,V000133,21980,Van Drew,Jefferson,NA,1,1,2,,,,,,,,,,,1,1,2,117 (current reps),116
FL,6,W000823,21981,Waltz,Michael,NA,1,0,1,,,,,,,,,,,1,0,1,117 (current reps),116
VA,10,W000825,21983,Wexton,Jennifer,NA,0,2,2,,,,,,,,,,,0,2,2,117 (current reps),116
TX,6,W000827,21984,Wright,Ron,NA,1,2,3,,,,,,,,1,2,3,2,0,2,117 (current reps),116
PA,12,K000395,21985,Keller,Fred,NA,1,1,2,,,,,,,,,,,1,1,2,117 (current reps),116
NC,9,B001311,21986,Bishop,Dan,NA,0,1,1,,,,,,,,,,,0,1,1,117 (current reps),116
NC,3,M001210,21987,Murphy,Gregory,Francis,1,2,3,,,,,,,,,,,1,2,3,117 (current reps),116
CA,25,G000061,21988,GARCIA,Mike,NA,0,2,2,,,,,,,,,,,0,2,2,117 (current reps),116
WI,7,T000165,21989,TIFFANY,Thomas,P.,3,0,3,,,,,,,,,,,3,0,3,117 (current reps),116
NY,27,J000020,21990,Jacobs,Chris,NA,1,0,1,,,,,,,,,,,1,0,1,117 (current reps),116
GA,5,H001092,21991,Hall,Kwanza,NA,0,2,2,,,,,,,,,,,,,,,116
AL,5,C000868,29100,Cramer,Robert,E.,1,0,1,,1,0,1,1,0,1,,,,,,,,"102, 103, 104, 105, 106, 107, 108, 109, 110"
AZ,2,P000099,29101,Pastor,Ed,NA,2,0,2,,2,0,2,2,0,2,2,0,2,2,0,2,105-116 random sample,"102, 103, 104, 105, 106, 107"
AZ,4,P000099,29101,Pastor,Ed,NA,2,0,2,,2,0,2,2,0,2,2,0,2,2,0,2,105-116 random sample,"108, 109, 110, 111, 112"
AZ,7,P000099,29101,Pastor,Ed,NA,2,0,2,,2,0,2,2,0,2,2,0,2,2,0,2,105-116 random sample,113
CA,1,R000252,29103,Riggs,Frank,D.,1,2,3,,1,2,3,,,,,,,,,,,"102, 104, 105"
CA,14,D000429,29104,Doolittle,John,Taylor,1,1,2,,1,1,2,1,1,2,,,,,,,,102
CA,4,D000429,29104,Doolittle,John,Taylor,1,1,2,,1,1,2,1,1,2,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110"
CA,17,D000424,29105,Dooley,Calvin,M.,2,0,2,,2,0,2,,,,,,,,,,,102
CA,20,D000424,29105,Dooley,Calvin,M.,2,0,2,,2,0,2,,,,,,,,,,,"103, 104, 105, 106, 107, 108"
CA,29,W000187,29106,Waters,Maxine,NA,1,1,2,,1,1,2,1,1,2,,,,1,1,2,117 (current reps),102
CA,35,W000187,29106,Waters,Maxine,NA,1,1,2,,1,1,2,1,1,2,,,,1,1,2,117 (current reps),"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
CA,43,W000187,29106,Waters,Maxine,NA,1,1,2,,1,1,2,1,1,2,,,,1,1,2,117 (current reps),"113, 114, 115, 116"
CA,44,C000994,29107,Cunningham,Randall,NA,2,1,3,,2,1,3,,,,,,,,,,,102
CA,51,C000994,29107,Cunningham,Randall,NA,2,1,3,,2,1,3,,,,,,,,,,,"103, 104, 105, 106, 107"
CA,50,C000994,29107,Cunningham,Randall,NA,2,1,3,,2,1,3,,,,,,,,,,,"108, 109"
CO,4,A000109,29108,Allard,A.,Wayne,1,1,2,,,,,,,,,,,,,,,"102, 103, 104"
CT,3,D000216,29109,Delauro,Rosa,L.,2,1,3,,2,1,3,2,1,3,,,,2,1,3,117 (current reps),"102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116"
CT,5,F000348,29110,Franks,Gary,A.,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"102, 103, 104"
FL,2,P000259,29111,Peterson,Douglas,Brian,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"102, 103, 104"
FL,11,B000008,29112,Bacchus,James,NA,0,0,0,,,,,,,,0,0,0,,,,,102
FL,15,B000008,29112,Bacchus,James,NA,0,0,0,,,,,,,,0,0,0,,,,,103
ID,1,L000098,29114,Larocco,Larry,NA,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"102, 103"
IL,15,E000282,29115,Ewing,Thomas,W.,4,2,6,,4,2,6,,,,,,,,,,,"102, 103, 104, 105, 106"
IL,16,C000836,29116,Cox,John,W.,1,3,4,,,,,,,,,,,,,,,102
IN,3,R000385,29117,Roemer,Timothy,John,2,2,4,,2,2,4,,,,,,,,,,,"102, 103, 104, 105, 106, 107"
IA,2,N000172,29118,Nussle,James,Allen,1,1,2,,1,1,2,,,,,,,,,,,"102, 103, 104, 105, 106, 107"
IA,1,N000172,29118,Nussle,James,Allen,1,1,2,,1,1,2,,,,,,,,,,,"108, 109"
KS,5,N000094,29119,Nichols,Richard,NA,1,2,3,,,,,,,,1,2,3,,,,,102
LA,2,J000070,29120,Jefferson,William,Jennings,5,0,5,,5,0,5,5,0,5,,,,1,0,1,105-116 random sample,"102, 103, 104, 105, 106, 107, 108, 109, 110"
ME,1,A000211,29121,Andrews,Thomas,Hiram,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"102, 103"
MD,1,G000180,29122,Gilchrest,Wayne,Thomas,1,2,3,,1,2,3,1,2,3,,,,,,,,"102, 103, 104, 105, 106, 107, 108, 109, 110"
MA,1,O000085,29123,Olver,John,Walter,1,0,1,,1,0,1,1,0,1,,,,,,,,"102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
MI,10,C000071,29124,Camp,David,Lee,2,1,3,,2,1,3,,,,,,,2,1,3,diff child info,102
MI,4,C000071,29124,Camp,David,Lee,2,1,3,,2,1,3,,,,,,,2,1,3,diff child info,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113"
MI,13,C000633,29125,Collins,Barbara-Rose,NA,1,1,2,,,,,,,,,,,1,1,2,97-104 living,102
MI,15,C000633,29125,Collins,Barbara-Rose,NA,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"103, 104"
MN,3,R000033,29126,Ramstad,James,NA,0,0,0,,0,0,0,,,,0,0,0,0,0,0,diff child info,"102, 103, 104, 105, 106, 107, 108, 109, 110"
MN,7,P000258,29127,Peterson,Collin,Clark,0,3,3,,0,3,3,0,3,3,,,,,,,,"102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116"
MO,2,H000788,29128,Horn,Joan,Kelly,0,0,0,,,,,,,,,,,0,0,0,97-104 living,102
NE,3,B000179,29129,Barrett,William,E.,2,1,3,,2,2,4,,,,2,1,3,,,,,"102, 103, 104, 105, 106"
NH,1,Z000004,29130,Zeliff,William,H.,2,1,3,,,,,,,,,,,2,1,3,97-104 living,"102, 103, 104"
NH,2,S001113,29131,Swett,Richard,NA,3,4,7,,,,,,,,,,,3,4,7,97-104 living,"102, 103"
NJ,1,A000210,29132,Andrews,Robert,Ernest,2,0,2,,2,0,2,2,0,2,,,,,,,,"102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113"
NJ,12,Z000008,29133,Zimmer,Richard,NA,0,2,2,,,,,,,,,,,0,2,2,97-104 living,"102, 103, 104"
NY,18,S000248,29134,Serrano,Jose,E.,2,3,5,,2,3,5,2,3,5,,,,,,,,"101, 102"
NY,16,S000248,29134,Serrano,Jose,E.,2,3,5,,2,3,5,2,3,5,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
NY,15,S000248,29134,Serrano,Jose,E.,2,3,5,,2,3,5,2,3,5,,,,,,,,"113, 114, 115, 116"
NC,11,T000067,29135,Taylor,Charles,Hart,0,3,3,,0,3,3,,,,,,,,,,,"102, 103, 104, 105, 106, 107, 108, 109"
OH,7,H000666,29136,Hobson,David,Lee,2,1,3,,2,1,3,2,1,3,,,,0,0,0,105-116 random sample,"102, 103, 104, 105, 106, 107, 108, 109, 110"
OH,8,B000589,29137,Boehner,John,Andrew,2,0,2,,2,0,2,2,0,2,,,,,,,,"102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114"
OK,3,B000817,29138,Brewster,William,K.,2,1,3,,,,,,,,,,,2,1,3,97-104 living,"102, 103, 104"
OR,5,K000312,29139,Kopetski,Michael,J.,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"102, 103"
PA,2,B000517,29140,Blackwell,Lucien,Edward,0,1,1,,,,,,,,0,1,1,,,,,"102, 103"
PA,18,S000059,29141,Santorum,Richard,John,2,5,7,,,,,,,,,,,2,5,7,97-104 living,"102, 103"
RI,2,R000122,29142,Reed,John,F.,1,0,1,,,,,,,,,,,1,0,1,97-104 living,"102, 103, 104"
TX,3,J000174,29143,Johnson,Sam,NA,2,1,3,,2,1,3,2,1,3,2,1,3,,,,,"102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115"
TX,11,E000063,29144,Edwards,Thomas,Chester,0,2,2,,0,2,2,0,2,2,,,,0,2,2,diff child info,"102, 103, 104, 105, 106, 107, 108"
TX,17,E000063,29144,Edwards,Thomas,Chester,0,2,2,,0,2,2,0,2,2,,,,0,2,2,diff child info,"109, 110, 111"
TX,18,W000177,29145,Washington,Craig,Anthony,2,3,5,,,,,,,,,,,2,3,5,97-104 living,"101, 102, 103"
UT,3,O000108,29146,Orton,William,NA,0,2,2,,,,,,,,0,2,2,,,,,"102, 103, 104"
VT,1,S000033,29147,Sanders,Bernard,NA,2,2,4,,2,2,4,,,,,,,2,2,4,diff child info,"102, 103, 104, 105, 106, 107, 108, 109"
VA,7,A000121,29148,Allen,George,NA,1,2,3,,,,,,,,,,,1,2,3,97-104 living,102
VA,8,M000933,29149,Moran,James,P.,2,3,5,,2,3,5,2,2,4,,,,2,3,5,diff child info,"102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113"
WI,2,K000274,29150,Klug,Scott,L.,0,3,3,,0,3,3,,,,,,,,,,,"102, 103, 104, 105"
AL,2,E000268,29300,Everett,Robert,Terry,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,"103, 104, 105, 106, 107, 108, 109, 110"
AL,6,B000013,29301,Bachus,Spencer,T.,2,3,5,,2,3,5,2,2,5,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113"
AL,7,H000621,29302,Hilliard,Earl,Frederick,1,1,2,,1,1,2,,,,,,,,,,,"103, 104, 105, 106, 107"
AZ,1,C000767,29303,Coppersmith,Samuel,G.,1,2,3,,,,,,,,,,,1,2,3,97-104 living,103
AZ,6,E000186,29304,English,Karan,NA,1,1,2,,,,,,,,,,,,,,,103
AR,1,L000035,29305,Lincoln,Blanche,Lambert,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"103, 104"
AR,3,H001015,29306,Hutchinson,Timothy,NA,0,2,2,,,,,,,,,,,0,2,2,97-104 living,"103, 104"
AR,4,D000312,29307,Dickey,Jay,W.,3,2,5,,2,2,4,,,,3,2,5,,,,,"103, 104, 105, 106"
CA,6,W000738,29309,Woolsey,Lynn,C.,1,3,4,,1,3,4,1,3,4,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
CA,10,B000078,29310,Baker,William,P.,2,2,4,,,,,,,,,,,,,,,"103, 104"
CA,11,P000419,29311,Pombo,Richard,William,2,1,3,,2,1,3,,,,,,,,,,,"103, 104, 105, 106, 107, 108, 109"
CA,14,E000215,29312,Eshoo,Anna,Georges,1,1,2,,1,1,2,1,1,2,,,,1,1,2,117 (current reps),"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
CA,18,E000215,29312,Eshoo,Anna,Georges,1,1,2,,1,1,2,1,1,2,,,,1,1,2,117 (current reps),"113, 114, 115, 116"
CA,17,F000030,29313,Farr,Sam,NA,1,0,1,,1,0,1,1,0,1,,,,1,0,1,105-116 random sample,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
CA,20,F000030,29313,Farr,Sam,NA,1,0,1,,1,0,1,1,0,1,,,,1,0,1,105-116 random sample,"113, 114"
CA,22,H000912,29314,Huffington,Michael,NA,2,0,2,,,,,,,,,,,2,0,2,97-104 living,103
CA,25,M000508,29315,McKeon,Howard,P.,3,3,6,,3,3,6,3,3,6,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113"
CA,30,B000287,29316,Becerra,Xavier,NA,3,0,3,,3,0,3,3,0,3,,,,3,0,3,diff child info,"103, 104, 105, 106, 107"
CA,31,B000287,29316,Becerra,Xavier,NA,3,0,3,,3,0,3,3,0,3,,,,3,0,3,diff child info,"108, 109, 110, 111, 112"
CA,34,B000287,29316,Becerra,Xavier,NA,3,0,3,,3,0,3,3,0,3,,,,3,0,3,diff child info,"113, 114, 115"
CA,33,R000486,29317,Roybal-Allard,Lucille,NA,1,1,2,,2,2,4,1,1,2,,,,1,1,2,117 (current reps),"103, 104, 105, 106, 107"
CA,34,R000486,29317,Roybal-Allard,Lucille,NA,1,1,2,,2,2,4,1,1,4,,,,1,1,2,117 (current reps),"108, 109, 110, 111, 112"
CA,40,R000486,29317,Roybal-Allard,Lucille,NA,1,1,2,,2,2,4,1,1,4,,,,1,1,2,117 (current reps),"113, 114, 115, 116"
CA,36,H000213,29318,Harman,Jane,L.,2,2,4,,2,2,4,2,2,4,,,,,,,,"103, 104, 105, 107, 108, 109, 110, 111, 112"
CA,37,T000405,29319,Tucker,Walter,R.,1,1,2,,,,,,,,,,,,,,,"103, 104"
CA,38,H000789,29320,Horn,John,Stephen,1,1,2,,1,1,2,,,,1,1,2,,,,,"103, 104, 105, 106, 107"
CA,39,R000487,29321,Royce,Edward,Randall,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,"103, 104, 105, 106, 107, 113, 114, 115"
CA,40,R000487,29321,Royce,Edward,Randall,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,"108, 109, 110, 111, 112"
CA,41,K000181,29322,Kim,Jay,C.,1,2,3,,1,2,3,,,,,,,0,0,0,105-116 random sample,"103, 104, 105"
CA,43,C000059,29323,Calvert,Ken,NA,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,"103, 104, 105, 106, 107"
CA,43,C000059,29323,Calvert,Ken,NA,0,0,0,,0,0,0,,,,,,,0,0,0,117 (current reps),"103, 104, 105, 106, 107"
CA,44,C000059,29323,Calvert,Ken,NA,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,"108, 109, 110, 111, 112"
CA,44,C000059,29323,Calvert,Ken,NA,0,0,0,,0,0,0,,,,,,,0,0,0,117 (current reps),"108, 109, 110, 111, 112"
CA,42,C000059,29323,Calvert,Ken,NA,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,"113, 114, 115, 116"
CA,42,C000059,29323,Calvert,Ken,NA,0,0,0,,0,0,0,,,,,,,0,0,0,117 (current reps),"113, 114, 115, 116"
CA,49,S000119,29324,Schenk,Lynn,NA,0,0,0,,,,,,,,,,,0,0,0,97-104 living,103
CA,50,F000116,29325,Filner,Bob,NA,1,1,2,,1,1,2,1,1,2,,,,1,1,2,105-116 random sample,"103, 104, 105, 106, 107"
CA,51,F000116,29325,Filner,Bob,NA,1,1,2,,1,1,2,1,1,2,,,,1,1,2,105-116 random sample,"108, 109, 110, 111, 112"
CO,3,M000477,29326,McInnis,Scott,NA,2,1,3,,2,1,3,,,,,,,,,,,"103, 104, 105, 106, 107, 108"
DE,1,C000243,29327,Castle,Michael,Newbold,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,"103, 104, 105, 106, 107, 108, 109, 110, 111"
FL,3,B000911,29328,Brown,Corrine,NA,1,0,1,,1,0,1,1,0,1,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
FL,5,B000911,29328,Brown,Corrine,NA,1,0,1,,1,0,1,1,0,1,,,,,,,,"113, 114"
FL,4,F000328,29329,Fowler,Tillie,Kidd,2,0,2,,2,0,2,,,,2,0,2,,,,,"103, 104, 105, 106"
FL,5,T000253,29330,Thurman,Karen,L.,1,1,2,,1,1,2,,,,,,,,,,,"103, 104, 105, 106, 107"
FL,7,M000689,29331,Mica,John,L.,1,1,2,,1,1,2,1,1,2,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114"
FL,12,C000107,29332,Canady,Charles,Terrance,1,0,1,,1,0,1,,,,,,,,,,,"103, 104, 105, 106"
FL,13,M000720,29333,Miller,Daniel,NA,1,1,2,,1,1,2,,,,,,,,,,,"103, 104, 105, 106, 107"
FL,17,M000628,29334,Meek,Carrie,P.,0,1,1,,2,1,3,,,,,,,0,1,1,105-116 random sample,"103, 104, 105, 106, 107"
FL,20,D000275,29335,Deutsch,Peter,R.,1,1,2,,1,1,2,,,,,,,,,,,"103, 104, 105, 106, 107, 108"
FL,21,D000299,29336,Diaz-Balart,Lincoln,NA,0,2,2,,0,2,2,0,2,2,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111"
FL,23,H000324,29337,Hastings,Alcee,Lamar,2,1,3,,2,1,3,3,0,3,2,1,3,2,1,3,117 (current reps),"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
FL,20,H000324,29337,Hastings,Alcee,Lamar,2,1,3,,2,1,3,3,0,3,2,1,3,2,1,3,117 (current reps),"113, 114, 115, 116"
GA,1,K000220,29338,Kingston,Jack,NA,2,2,4,,2,2,4,2,2,4,,,,1,1,2,105-116 random sample,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113"
GA,2,B000490,29339,Bishop,Sanford,Dixon,1,0,1,,1,0,1,1,0,1,,,,1,0,1,diff child info,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116"
GA,2,B000490,29339,Bishop,Sanford,Dixon,1,0,1,,1,0,1,1,0,1,,,,1,0,1,117 (current reps),"103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116"
GA,3,C000640,29340,Collins,Michael,Allen,2,2,4,,2,2,4,,,,2,2,4,,,,,"103, 104, 105, 106, 107"
GA,8,C000640,29340,Collins,Michael,Allen,2,2,4,,2,2,4,,,,2,2,4,,,,,108
GA,4,L000321,29341,Linder,John,Elmer,1,1,2,,1,1,2,1,1,2,,,,,,,,"103, 104"
GA,11,L000321,29341,Linder,John,Elmer,1,1,2,,1,1,2,1,1,2,,,,,,,,"105, 106, 107"
GA,7,L000321,29341,Linder,John,Elmer,1,1,2,,1,1,2,1,1,2,,,,,,,,"108, 109, 110, 111"
GA,9,D000168,29342,Deal,John,Nathan,3,1,4,,3,1,4,,,,,,,,,,,"103, 104"
GA,10,J000120,29343,Johnson,Clete,Donald,2,1,3,,,,,,,,,,,2,1,3,97-104 living,103
GA,11,M000523,29344,McKinney,Cynthia,Ann,0,1,1,,0,1,1,,,,,,,,,,,"103, 104"
GA,4,M000523,29344,McKinney,Cynthia,Ann,0,1,1,,0,1,1,,,,,,,,,,,"105, 106, 107, 109"
ID,2,C000880,29345,Crapo,Michael,Dean,3,2,5,,3,2,5,,,,,,,3,2,5,diff child info,"103, 104, 105"
IL,1,R000515,29346,Rush,Bobby,L.,1,4,5,,1,4,5,,,,,,,1,4,5,diff child info,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116"
IL,2,R000178,29347,Reynolds,Mel,NA,1,0,1,,,,,,,,,,,1,0,1,97-104 living,"103, 104"
IL,4,G000535,29348,Gutierrez,Luis,V.,2,0,2,,2,0,2,2,0,2,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115"
IL,16,M001138,29349,Manzullo,Donald,A.,1,2,3,,2,1,3,1,2,3,,,,1,2,3,105-116 random sample,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
IN,5,B001203,29350,Buyer,Stephen,Earle,1,1,2,,1,1,2,1,1,2,,,,1,1,2,105-116 random sample,"103, 104, 105, 106, 107"
IN,4,B001203,29350,Buyer,Stephen,Earle,1,1,2,,1,1,2,1,1,2,,,,1,1,2,105-116 random sample,"108, 109, 110, 111"
KY,1,B000151,29351,Barlow,Thomas,J.,3,2,5,,,,,,,,3,2,5,,,,,103
KY,2,L000293,29352,Lewis,Ron,NA,1,1,2,,1,1,2,1,1,2,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110"
KY,6,B000028,29353,Baesler,Henry,Scott,1,1,2,,1,1,2,,,,,,,,,,,"103, 104, 105"
LA,4,F000110,29354,Fields,Cleo,NA,0,1,1,,,,,,,,,,,0,1,1,97-104 living,"103, 104"
MD,4,W000784,29355,Wynn,Albert,Russell,2,0,2,,2,0,2,,,,,,,2,0,2,diff child info,"103, 104, 105, 106, 107, 108, 109, 110"
MD,6,B000208,29356,Bartlett,Roscoe,Gardner,4,6,10,,4,6,10,,,,,,,4,6,10,diff child info,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
MA,3,B000576,29357,Blute,Peter,I.,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"103, 104"
MA,5,M000627,29358,Meehan,Martin,Thomas,0,1,1,,0,1,1,,,,,,,0,1,1,diff child info,"103, 104, 105, 106, 107, 108, 109, 110"
MA,6,T000314,29359,Torkildsen,Peter,Gerard,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"103, 104"
MI,1,S001045,29360,Stupak,Bart,T.,0,2,2,,0,2,2,0,2,2,,,,0,2,2,diff child info,"103, 104, 105, 106, 107, 108, 109, 110, 111"
MI,2,H000676,29361,Hoekstra,Peter,NA,2,1,3,,2,1,3,2,1,3,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111"
MI,3,E000092,29362,Ehlers,Vernon,James,2,2,4,,2,2,4,2,2,4,2,2,4,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111"
MI,5,B000134,29363,Barcia,James,A.,0,0,0,,0,0,0,,,,,,,0,0,0,105-116 random sample,"103, 104, 105, 106, 107"
MI,7,S000597,29364,Smith,Nick,H.,3,1,4,,3,1,4,,,,,,,,,,,"103, 104, 105, 106, 107, 108"
MI,11,K000288,29365,Knollenberg,Joseph,NA,0,2,2,,0,2,2,0,2,2,0,2,2,0,2,2,105-116 random sample,"103, 104, 105, 106, 107"
MI,9,K000288,29365,Knollenberg,Joseph,NA,0,2,2,,0,2,2,0,2,2,0,2,2,0,2,2,105-116 random sample,"108, 109, 110"
MN,2,M000795,29366,Minge,David,R.,0,2,2,,0,2,2,,,,,,,,,,,"103, 104, 105, 106"
MN,6,G000367,29367,Grams,Rod,NA,1,3,4,,,,,,,,,,,,,,,103
MS,2,T000193,29368,Thompson,Bennie,NA,1,0,1,,1,0,1,1,0,1,,,,1,0,1,117 (current reps),"103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116"
MO,2,T000024,29369,Talent,James,Matthes,2,1,3,,2,1,3,,,,,,,,,,,"103, 104, 105, 106"
MO,6,D000046,29370,Danner,Patsy,Ann,2,2,4,,2,2,4,,,,,,,,,,,"103, 104, 105, 106"
NJ,7,F000349,29371,Franks,Robert,Douglas,3,0,3,,0,0,0,,,,3,0,3,,,,,"103, 104, 105, 106"
NJ,8,K000262,29372,Klein,Herbert,C.,1,1,2,,,,,,,,,,,1,1,2,97-104 living,103
NJ,13,M000639,29373,Menendez,Robert,NA,1,1,2,,1,1,2,,,,,,,1,1,2,diff child info,"103, 104, 105, 106, 107, 108, 109"
NY,2,L000155,29374,Lazio,Enrico,A.,2,0,2,,2,0,2,,,,,,,2,0,2,105-116 random sample,"103, 104, 105, 106"
NY,3,K000210,29375,King,Peter,T.,1,1,2,,1,1,2,1,1,2,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
NY,2,K000210,29375,King,Peter,T.,1,1,2,,1,1,2,1,1,2,,,,,,,,"113, 114, 115, 116"
NY,4,L000267,29376,Levy,David,A.,0,0,0,,,,,,,,,,,0,0,0,97-104 living,103
NY,8,N000002,29377,Nadler,Jerrold,Lewis,0,1,1,,0,1,1,,,,,,,0,1,1,diff child info,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
NY,8,N000002,29377,Nadler,Jerrold,Lewis,0,1,1,,0,1,1,,,,,,,0,1,1,117 (current reps),"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
NY,10,N000002,29377,Nadler,Jerrold,Lewis,0,1,1,,0,1,1,,,,,,,0,1,1,diff child info,"113, 114, 115, 116"
NY,10,N000002,29377,Nadler,Jerrold,Lewis,0,1,1,,0,1,1,,,,,,,0,1,1,117 (current reps),"113, 114, 115, 116"
NY,12,V000081,29378,Velazquez,Nydia,M.,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
NY,12,V000081,29378,Velazquez,Nydia,M.,0,0,0,,0,0,0,,,,,,,0,0,0,117 (current reps),"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
NY,7,V000081,29378,Velazquez,Nydia,M.,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,"113, 114, 115, 116"
NY,7,V000081,29378,Velazquez,Nydia,M.,0,0,0,,0,0,0,,,,,,,0,0,0,117 (current reps),"113, 114, 115, 116"
NY,14,M000087,29379,Maloney,Carolyn,Bosher,2,0,2,,2,0,2,2,0,2,,,,2,0,2,117 (current reps),"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
NY,12,M000087,29379,Maloney,Carolyn,Bosher,2,0,2,,2,0,2,2,0,2,,,,2,0,2,117 (current reps),"113, 114, 115, 116"
NY,26,H000627,29380,Hinchey,Maurice,Dunlea,1,2,3,,1,2,3,1,2,3,1,2,3,,,,,"103, 104, 105, 106, 107"
NY,22,H000627,29380,Hinchey,Maurice,Dunlea,1,2,3,,1,2,3,1,2,3,1,2,3,,,,,"108, 109, 110, 111, 112"
NY,30,Q000016,29381,Quinn,John,Francis,1,1,2,,1,1,2,,,,,,,,,,,"103, 104, 105, 106, 107"
NY,27,Q000016,29381,Quinn,John,Francis,1,1,2,,1,1,2,,,,,,,,,,,108
NC,1,C000494,29382,Clayton,Eva,M.,1,3,4,,1,3,4,,,,,,,1,3,4,105-116 random sample,"103, 104, 105, 106, 107"
NC,12,W000207,29383,Watt,Melvin,L.,0,2,2,,0,2,2,0,2,2,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113"
ND,1,P000422,29384,Pomeroy,Earl,Ralph,1,1,2,,1,1,2,1,1,2,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111"
OH,1,M000100,29385,Mann,David,Scott,2,1,3,,,,,,,,,,,,,,,103
OH,2,P000449,29386,Portman,Robert,Jones,1,2,3,,1,2,3,,,,,,,1,2,3,diff child info,"103, 104, 105, 106, 107, 108, 109"
OH,10,H000707,29388,Hoke,Martin,R.,0,1,1,,,,,,,,,,,0,1,1,97-104 living,"103, 104"
OH,13,B000944,29389,Brown,Sherrod,NA,2,0,2,,2,0,2,,,,,,,2,0,2,diff child info,"103, 104, 105, 106, 107, 108, 109"
OH,15,P000555,29390,Pryce,Deborah,D.,1,1,2,,1,1,2,2,0,2,,,,1,1,2,diff child info,"103, 104, 105, 106, 107, 108, 109, 110"
