congress,id,aauw_support_voting,aauw_support_all
106,H000627,100,100
106,H000636,88,88
106,H000666,25,25
106,H000676,0,0
106,H000712,62,62
106,H000762,100,100
106,H000789,88,88
106,H000807,25,25
106,H000814,38,38
106,H000874,100,100
106,H000948,29,25
106,H000981,12,12
106,H001014,25,25
106,H001022,12,12
106,H001029,0,0
106,H001030,88,88
106,H001031,100,100
106,H001032,100,100
106,I000026,100,100
106,I000047,0,0
106,I000055,29,25
106,J000032,100,75
106,J000070,75,38
106,J000082,25,25
106,J000110,62,62
106,J000126,100,100
106,J000163,88,88
106,J000174,0,0
106,J000255,14,12
106,J000283,100,100
106,J000284,100,100
106,K000008,62,62
106,K000009,83,62
106,K000016,0,0
106,K000078,50,50
106,K000113,88,88
106,K000172,62,62
106,K000180,100,100
106,K000188,88,88
106,K000210,25,25
106,K000220,0,0
106,K000259,88,88
106,K000270,62,62
106,K000288,0,0
106,K000306,38,38
106,K000336,62,62
106,K000357,62,62
106,L000043,88,88
106,L000090,100,100
106,L000096,0,0
106,L000111,0,0
106,L000155,25,25
106,L000169,75,75
106,L000263,100,100
106,L000274,12,12
106,L000287,100,75
106,L000293,0,0
106,L000321,0,0
106,L000342,40,25
106,L000397,100,100
106,L000480,100,100
106,L000491,12,12
106,L000521,100,100
106,L000551,100,100
106,L000552,25,25
106,L000553,38,38
106,L000554,50,50
106,L000556,62,62
106,L000557,100,100
106,L000558,43,38
106,M000087,100,100
106,M000090,88,88
106,M000133,100,100
106,M000206,62,62
106,M000212,57,50
106,M000249,100,100
106,M000309,100,62
106,M000312,100,100
106,M000316,100,75
106,M000350,38,38
106,M000388,0,0
106,M000404,100,100
106,M000472,50,50
106,M000477,12,12
106,M000481,17,12
106,M000485,62,62
106,M000508,0,0
106,M000523,100,100
106,M000590,71,62
106,M000627,100,88
106,M000628,100,100
106,M000639,100,100
106,M000669,0,0
106,M000689,12,12
106,M000714,100,100
106,M000720,25,25
106,M000725,100,100
106,M000795,88,88
106,M000797,100,100
106,M000834,75,75
106,M000844,62,62
106,M000933,88,88
106,M000934,25,25
106,M000941,100,100
106,M001120,57,50
106,M001134,12,12
106,M001137,100,100
106,M001138,0,0
106,M001139,12,12
106,M001140,100,100
106,N000002,100,100
106,N000015,88,88
106,N000051,0,0
106,N000081,43,38
106,N000143,12,12
106,N000159,25,25
106,N000172,0,0
106,N000179,100,100
106,O000006,75,75
106,O000007,88,88
106,O000085,100,100
106,O000107,62,62
106,O000159,100,100
106,O000163,0,0
106,O000164,38,38
106,P000005,0,0
106,P000034,100,100
106,P000096,88,88
106,P000099,100,100
106,P000149,100,100
106,P000171,25,25
106,P000197,100,100
106,P000258,50,50
106,P000263,0,0
106,P000265,0,0
106,P000323,12,12
106,P000326,100,100
106,P000373,0,0
106,P000419,0,0
106,P000422,88,88
106,P000444,62,62
106,P000449,0,0
106,P000523,100,100
106,P000555,38,38
106,P000583,25,25
106,P000584,62,62
106,Q000016,71,62
106,R000004,0,0
106,R000011,62,62
106,R000033,50,50
106,R000053,100,88
106,R000141,25,25
106,R000170,88,88
106,R000258,0,0
106,R000281,100,100
106,R000385,62,62
106,R000386,0,0
106,R000395,0,0
106,R000409,0,0
106,R000435,25,25
106,R000462,100,100
106,R000465,62,62
106,R000486,100,100
106,R000487,12,12
106,R000515,100,88
106,R000566,0,0
106,R000568,100,100
106,R000569,25,25
106,R000570,12,12
106,S000005,100,100
106,S000018,0,0
106,S000030,100,100
106,S000033,100,100
106,S000044,88,88
106,S000051,12,12
106,S000094,100,88
106,S000097,50,50
106,S000106,0,0
106,S000112,0,0
106,S000185,100,100
106,S000244,12,12
106,S000248,100,100
106,S000250,12,12
106,S000275,0,0
106,S000303,38,38
106,S000344,100,100
106,S000364,25,25
106,S000394,0,0
106,S000453,88,88
106,S000463,0,0
106,S000465,62,62
106,S000480,100,100
106,S000510,100,88
106,S000522,38,38
106,S000583,0,0
106,S000597,12,12
106,S000672,100,100
106,S000718,12,12
106,S000749,88,88
106,S000770,100,100
106,S000810,100,100
106,S000822,0,0
106,S000851,62,62
106,S001004,88,88
106,S001044,0,0
106,S001045,71,62
106,S001078,0,0
106,S001143,0,0
106,S001144,50,50
106,S001145,100,100
106,S001146,12,12
106,S001147,50,50
106,S001148,25,25
106,S001149,38,38
106,T000024,0,0
106,T000038,88,88
106,T000057,100,100
106,T000058,0,0
106,T000067,0,0
106,T000074,50,50
106,T000188,38,38
106,T000193,100,100
106,T000238,0,0
106,T000250,12,12
106,T000253,100,100
106,T000260,0,0
106,T000266,100,100
106,T000326,100,88
106,T000350,62,62
106,T000424,86,75
106,T000458,0,0
106,T000459,25,25
106,T000460,100,100
106,T000461,0,0
106,U000031,12,12
106,U000038,100,100
106,U000039,100,88
106,V000081,100,88
106,V000087,100,62
106,V000108,88,88
106,V000127,0,0
106,W000099,25,25
106,W000119,12,12
106,W000187,100,100
106,W000194,12,12
106,W000207,100,100
106,W000210,12,12
106,W000215,100,100
106,W000267,25,25
106,W000268,17,12
106,W000273,25,25
106,W000314,100,100
106,W000315,62,62
106,W000413,25,25
106,W000437,0,0
106,W000654,100,100
106,W000672,25,25
106,W000738,100,100
106,W000784,100,100
106,W000789,12,12
106,W000791,50,50
106,W000792,100,100
106,W000793,100,100
106,Y000031,43,38
106,Y000033,25,25
107,A000014,100,100
107,A000022,100,100
107,A000055,0,0
107,A000210,100,100
107,A000217,0,0
107,A000357,100,100
107,A000358,0,0
107,B000013,0,0
107,B000072,0,0
107,B000081,100,100
107,B000104,0,0
107,B000134,60,55
107,B000169,0,0
107,B000177,100,100
107,B000208,0,0
107,B000213,0,0
107,B000220,36,36
107,B000287,100,100
107,B000400,100,100
107,B000403,18,18
107,B000410,100,100
107,B000420,64,64
107,B000463,9,9
107,B000490,82,82
107,B000518,100,100
107,B000574,100,100
107,B000575,18,18
107,B000586,55,55
107,B000589,0,0
107,B000617,0,0
107,B000619,90,82
107,B000644,64,64
107,B000652,82,82
107,B000657,100,100
107,B000716,73,73
107,B000755,0,0
107,B000911,100,100
107,B000944,100,100
107,B000996,0,0
107,B001135,18,18
107,B001149,0,0
107,B001203,0,0
107,B001227,100,100
107,B001228,9,9
107,B001229,100,100
107,B001230,100,100
107,B001231,100,100
107,B001232,45,45
107,B001234,100,100
107,B001235,0,0
107,B001236,0,0
107,C000052,0,0
107,C000059,0,0
107,C000071,0,0
107,C000116,0,0
107,C000141,100,100
107,C000191,100,100
107,C000243,45,45
107,C000266,0,0
107,C000286,0,0
107,C000494,100,100
107,C000503,80,73
107,C000537,100,91
107,C000556,0,0
107,C000640,0,0
107,C000653,0,0
107,C000670,80,73
107,C000714,100,100
107,C000735,0,0
107,C000794,64,64
107,C000830,0,0
107,C000846,100,100
107,C000868,45,45
107,C000873,0,0
107,C000962,0,0
107,C000984,100,100
107,C000994,0,0
107,C001036,100,100
107,C001037,100,100
107,C001038,91,91
107,C001044,82,82
107,C001045,0,0
107,C001046,0,0
107,C001047,27,27
107,C001048,0,0
107,C001049,100,91
107,D000096,100,100
107,D000114,82,82
107,D000136,27,27
107,D000168,0,0
107,D000191,100,100
107,D000197,100,100
107,D000210,100,100
107,D000216,100,100
107,D000217,0,0
107,D000275,100,100
107,D000299,0,0
107,D000327,100,100
107,D000355,90,82
107,D000399,100,100
107,D000424,100,100
107,D000429,0,0
107,D000482,64,64
107,D000492,0,0
107,D000533,0,0
107,D000549,20,18
107,D000595,0,0
107,D000597,0,0
107,D000598,100,100
107,E000063,82,82
107,E000092,0,0
107,E000093,10,9
107,E000172,18,18
107,E000179,100,91
107,E000187,9,9
107,E000215,100,100
107,E000226,82,82
107,E000250,100,100
107,E000268,0,0
107,F000030,100,100
107,F000043,100,100
107,F000116,100,100
107,F000238,27,27
107,F000262,82,82
107,F000339,100,100
107,F000372,18,18
107,F000392,100,100
107,F000440,0,0
107,F000441,0,0
107,F000443,9,9
107,F000444,9,9
107,F000445,0,0
107,G000021,0,0
107,G000041,18,18
107,G000121,18,18
107,G000132,91,91
107,G000152,9,9
107,G000180,27,27
107,G000210,9,9
107,G000212,55,55
107,G000280,0,0
107,G000289,0,0
107,G000309,73,73
107,G000336,0,0
107,G000359,0,0
107,G000377,9,9
107,G000410,100,100
107,G000439,36,36
107,G000535,100,100
107,G000536,0,0
107,G000544,100,91
107,G000545,0,0
107,G000546,18,18
107,G000547,9,9
107,H000067,9,9
107,H000074,60,55
107,H000172,0,0
107,H000213,100,100
107,H000323,0,0
107,H000324,100,91
107,H000329,0,0
107,H000413,0,0
107,H000444,9,9
107,H000528,0,0
107,H000615,0,0
107,H000621,100,100
107,H000627,100,100
107,H000636,91,91
107,H000666,9,9
107,H000676,9,9
107,H000712,55,55
107,H000762,100,91
107,H000789,45,45
107,H000807,27,27
107,H000814,45,45
107,H000874,100,100
107,H000948,18,18
107,H000981,0,0
107,H001014,20,17
107,H001022,0,0
107,H001029,0,0
107,H001030,80,73
107,H001031,100,100
107,H001032,100,100
107,H001033,0,0
107,H001034,100,100
107,I000026,100,100
107,I000047,0,0
107,I000055,18,18
107,I000056,9,9
107,I000057,100,100
107,J000032,100,100
107,J000070,91,91
107,J000082,0,0
107,J000110,56,45
107,J000126,100,100
107,J000163,55,55
107,J000174,0,0
107,J000255,0,0
107,J000283,100,100
107,J000284,100,91
107,J000285,18,18
107,K000008,64,64
107,K000009,91,91
107,K000078,27,27
107,K000113,90,82
107,K000172,64,64
107,K000180,91,91
107,K000188,100,100
107,K000210,0,0
107,K000220,0,0
107,K000259,82,82
107,K000288,0,0
107,K000306,27,27
107,K000336,80,73
107,K000358,10,9
107,K000359,9,9
107,K000360,55,55
107,K000361,0,0
107,L000043,90,82
107,L000090,100,100
107,L000096,0,0
107,L000111,0,0
107,L000169,45,45
107,L000263,100,100
107,L000274,0,0
107,L000287,100,91
107,L000293,0,0
107,L000321,0,0
107,L000342,30,27
107,L000397,100,100
107,L000480,100,100
107,L000491,9,9
107,L000521,91,91
107,L000551,100,100
107,L000552,18,18
107,L000553,10,9
107,L000554,18,18
107,L000556,55,55
107,L000557,100,100
107,L000558,18,18
107,L000559,64,64
107,L000560,100,100
107,L000562,40,40
107,M000087,100,100
107,M000090,91,91
107,M000133,100,100
107,M000212,60,55
107,M000249,100,100
107,M000309,100,100
107,M000312,100,100
107,M000316,100,100
107,M000388,0,0
107,M000404,100,100
107,M000472,18,18
107,M000477,0,0
107,M000485,55,55
107,M000508,0,0
107,M000523,100,91
107,M000590,73,73
107,M000627,100,100
107,M000628,100,100
107,M000639,100,100
107,M000689,0,0
107,M000714,100,91
107,M000720,20,18
107,M000725,100,100
107,M000797,100,100
107,M000834,100,25
107,M000844,55,55
107,M000933,91,91
107,M000934,18,18
107,M000941,82,82
107,M001120,60,55
107,M001134,0,0
107,M001137,100,100
107,M001138,9,9
107,M001139,0,0
107,M001140,100,100
107,M001142,91,91
107,M001143,100,100
107,M001144,10,9
107,N000002,100,100
107,N000015,91,91
107,N000051,0,0
107,N000081,18,18
107,N000143,0,0
107,N000159,0,0
107,N000172,0,0
107,N000179,100,100
107,O000006,64,64
107,O000007,82,82
107,O000085,100,100
107,O000107,64,64
107,O000159,100,100
107,O000163,0,0
107,O000164,20,18
107,O000165,18,18
107,O000166,0,0
107,P000034,100,100
107,P000096,82,82
107,P000099,100,100
107,P000149,100,100
107,P000197,100,100
107,P000258,45,45
107,P000263,0,0
107,P000265,0,0
107,P000323,0,0
107,P000373,0,0
107,P000419,10,9
107,P000422,73,73
107,P000449,0,0
107,P000523,100,100
107,P000555,30,27
107,P000583,60,55
107,P000584,50,45
107,P000585,18,18
107,P000586,0,0
107,P000587,0,0
107,Q000016,27,27
107,R000004,0,0
107,R000011,64,64
107,R000033,36,36
107,R000053,100,100
107,R000141,9,9
107,R000170,80,73
107,R000258,0,0
107,R000281,100,91
107,R000385,64,64
107,R000395,0,0
107,R000409,0,0
107,R000435,0,0
107,R000462,100,100
107,R000465,30,27
107,R000486,100,100
107,R000487,0,0
107,R000515,100,100
107,R000566,0,0
107,R000568,100,100
107,R000569,9,9
107,R000570,0,0
107,R000571,18,18
107,R000572,18,18
107,R000573,73,73
107,S000005,100,100
107,S000030,100,100
107,S000033,100,100
107,S000044,82,82
107,S000094,100,100
107,S000097,9,9
107,S000106,0,0
107,S000112,0,0
107,S000185,100,100
107,S000244,0,0
107,S000248,100,100
107,S000250,0,0
107,S000275,0,0
107,S000303,9,9
107,S000344,100,100
107,S000364,9,9
107,S000394,22,22
107,S000463,9,9
107,S000465,55,55
107,S000480,100,100
107,S000510,91,91
107,S000522,9,9
107,S000583,0,0
107,S000597,9,9
107,S000672,91,91
107,S000718,0,0
107,S000749,82,82
107,S000810,100,100
107,S000822,0,0
107,S000851,64,64
107,S001004,82,82
107,S001044,10,9
107,S001045,64,64
107,S001078,0,0
107,S001143,0,0
107,S001144,27,27
107,S001145,100,100
107,S001146,0,0
107,S001147,45,45
107,S001148,9,9
107,S001149,18,18
107,S001150,100,100
107,S001151,0,0
107,S001152,45,45
107,S001153,100,91
107,S001154,22,22
107,S001155,0,0
107,T000038,75,55
107,T000057,100,100
107,T000058,0,0
107,T000067,0,0
107,T000074,55,55
107,T000188,18,18
107,T000193,100,100
107,T000238,0,0
107,T000250,27,27
107,T000253,100,100
107,T000260,0,0
107,T000266,100,100
107,T000326,100,100
107,T000350,14,9
107,T000424,82,82
107,T000458,0,0
107,T000459,0,0
107,T000460,100,91
107,T000461,0,0
107,T000462,0,0
107,U000031,18,18
107,U000038,100,100
107,U000039,100,100
107,V000081,100,100
107,V000108,89,73
107,V000127,0,0
107,W000099,0,0
107,W000119,9,9
107,W000187,100,100
107,W000194,0,0
107,W000207,100,100
107,W000210,0,0
107,W000215,100,91
107,W000267,0,0
107,W000268,10,9
107,W000273,0,0
107,W000314,100,100
107,W000413,0,0
107,W000437,0,0
107,W000672,0,0
107,W000738,100,100
107,W000784,100,100
107,W000789,9,9
107,W000791,27,27
107,W000792,100,100
107,W000793,91,91
107,W000794,100,86
107,W000795,0,0
107,Y000031,9,9
107,Y000033,0,0
108,A000014,86,75
108,A000022,83,62
108,A000055,12,12
108,A000210,88,88
108,A000357,86,75
108,A000358,12,12
108,A000361,62,62
108,B000013,12,12
108,B000072,12,12
108,B000104,17,12
108,B000208,12,12
108,B000213,12,12
108,B000220,50,50
108,B000287,88,88
108,B000403,29,29
108,B000410,86,75
108,B000420,62,62
108,B000463,12,12
108,B000490,88,88
108,B000574,86,75
108,B000575,12,12
108,B000586,57,50
108,B000589,12,12
108,B000617,12,12
108,B000652,88,88
108,B000657,88,88
108,B000716,62,62
108,B000755,0,0
108,B000911,88,88
108,B000944,88,88
108,B001135,33,25
108,B001149,17,12
108,B001203,0,0
108,B001227,88,88
108,B001228,25,25
108,B001229,88,88
108,B001230,88,88
108,B001231,86,75
108,B001232,50,50
108,B001234,88,88
108,B001235,12,12
108,B001236,12,12
108,B001238,86,86
108,B001239,14,12
108,B001240,12,12
108,B001241,100,88
108,B001242,88,88
108,B001243,12,12
108,B001244,12,12
108,B001246,38,38
108,B001247,12,12
108,B001248,12,12
108,B001249,25,25
108,B001250,12,12
108,B001251,100,100
108,C000059,12,12
108,C000071,12,12
108,C000116,17,12
108,C000141,88,88
108,C000191,88,88
108,C000243,50,50
108,C000266,12,12
108,C000537,88,88
108,C000556,12,12
108,C000640,0,0
108,C000653,NA,0
108,C000714,88,88
108,C000754,88,88
108,C000794,75,75
108,C000830,12,12
108,C000868,88,88
108,C000873,12,12
108,C000962,20,12
108,C000984,88,88
108,C000994,12,12
108,C001036,88,88
108,C001037,86,75
108,C001038,88,88
108,C001044,88,88
108,C001045,12,12
108,C001046,12,12
108,C001047,50,50
108,C001048,12,12
108,C001049,88,88
108,C001050,100,100
108,C001051,12,12
108,C001052,12,12
108,C001053,12,12
108,C001055,88,88
108,C001058,100,100
108,D000096,88,88
108,D000114,86,75
108,D000136,25,25
108,D000168,12,12
108,D000191,88,88
108,D000197,86,75
108,D000210,86,75
108,D000216,88,88
108,D000217,12,12
108,D000275,88,88
108,D000299,29,25
108,D000327,88,88
108,D000355,88,88
108,D000399,100,88
108,D000424,86,75
108,D000429,12,12
108,D000482,75,75
108,D000492,12,12
108,D000533,12,12
108,D000549,25,25
108,D000595,14,12
108,D000597,12,12
108,D000598,88,88
108,D000599,57,50
108,D000600,25,25
108,D000602,88,88
108,E000063,75,75
108,E000092,14,12
108,E000172,12,12
108,E000179,88,88
108,E000187,25,25
108,E000215,86,75
108,E000226,88,88
108,E000250,88,88
108,E000268,14,12
108,E000287,88,88
108,F000030,88,88
108,F000043,83,62
108,F000116,88,88
108,F000238,57,50
108,F000262,67,50
108,F000339,88,88
108,F000372,38,38
108,F000392,88,88
108,F000440,14,12
108,F000441,0,0
108,F000443,33,25
108,F000444,12,12
108,F000445,0,0
108,F000447,12,12
108,F000448,12,12
108,G000021,14,12
108,G000132,75,38
108,G000152,12,12
108,G000180,50,50
108,G000210,25,25
108,G000280,12,12
108,G000289,12,12
108,G000309,88,88
108,G000336,14,14
108,G000377,12,12
108,G000410,88,88
108,G000439,29,25
108,G000535,83,62
108,G000536,12,12
108,G000544,88,88
108,G000545,12,12
108,G000546,25,25
108,G000548,12,12
108,G000549,38,38
108,G000550,12,12
108,G000551,88,88
108,H000067,25,25
108,H000213,88,88
108,H000323,0,0
108,H000324,86,75
108,H000329,12,12
108,H000413,17,12
108,H000444,12,12
108,H000528,12,12
108,H000627,88,88
108,H000636,88,88
108,H000666,0,0
108,H000676,12,12
108,H000712,62,62
108,H000762,88,88
108,H000807,25,25
108,H000814,25,25
108,H000874,88,88
108,H000948,12,12
108,H000981,14,12
108,H001022,12,12
108,H001029,12,12
108,H001030,88,88
108,H001031,86,75
108,H001032,88,88
108,H001033,12,12
108,H001034,100,75
108,H001035,12,12
108,H001036,12,12
108,H001037,100,100
108,I000026,88,88
108,I000047,12,12
108,I000055,29,25
108,I000056,12,12
108,I000057,88,88
108,J000032,88,88
108,J000070,86,75
108,J000082,14,12
108,J000110,50,38
108,J000126,88,88
108,J000163,43,38
108,J000174,14,12
108,J000255,12,12
108,J000283,88,88
108,J000284,86,75
108,J000285,38,38
108,J000286,0,0
108,K000008,88,88
108,K000009,75,75
108,K000078,50,50
108,K000113,88,88
108,K000172,75,75
108,K000180,88,88
108,K000188,88,88
108,K000210,12,12
108,K000220,17,12
108,K000259,100,88
108,K000288,12,12
108,K000306,38,38
108,K000336,100,75
108,K000358,12,12
108,K000360,43,38
108,K000361,12,12
108,K000362,12,12
108,K000363,12,12
108,L000043,88,88
108,L000090,100,88
108,L000111,12,12
108,L000169,67,50
108,L000263,88,88
108,L000274,25,25
108,L000287,88,88
108,L000293,12,12
108,L000321,14,12
108,L000342,29,25
108,L000397,86,75
108,L000480,88,88
108,L000491,12,12
108,L000551,88,88
108,L000552,29,25
108,L000553,12,12
108,L000554,38,38
108,L000557,88,88
108,L000558,38,38
108,L000559,88,88
108,L000560,88,88
108,L000562,75,75
108,M000087,88,88
108,M000133,88,88
108,M000249,88,88
108,M000309,88,88
108,M000312,88,88
108,M000316,88,88
108,M000388,14,12
108,M000404,88,88
108,M000472,50,50
108,M000477,0,0
108,M000485,50,50
108,M000508,12,12
108,M000590,88,88
108,M000627,88,88
108,M000639,100,88
108,M000689,12,12
108,M000714,100,75
108,M000725,88,88
108,M000844,71,62
108,M000933,86,75
108,M000934,12,12
108,M001120,67,50
108,M001134,14,12
108,M001137,100,75
108,M001138,12,12
108,M001139,14,12
108,M001140,88,88
108,M001142,88,88
108,M001143,88,88
108,M001144,12,12
108,M001145,86,75
108,M001146,62,62
108,M001147,12,12
108,M001148,88,88
108,M001149,88,88
108,M001150,12,12
108,M001151,12,12
108,M001152,12,12
108,M001154,88,88
108,N000002,88,88
108,N000015,88,88
108,N000051,14,12
108,N000081,25,25
108,N000143,0,0
108,N000159,14,12
108,N000172,12,12
108,N000179,88,88
108,N000181,12,12
108,N000182,14,14
108,O000006,75,75
108,O000007,88,88
108,O000085,100,88
108,O000107,75,75
108,O000159,88,88
108,O000163,12,12
108,O000164,25,25
108,O000165,25,25
108,O000166,12,12
108,P000034,88,88
108,P000096,86,75
108,P000099,86,75
108,P000149,83,62
108,P000197,88,88
108,P000258,75,75
108,P000263,12,12
108,P000265,12,12
108,P000323,17,12
108,P000373,12,12
108,P000419,12,12
108,P000422,75,75
108,P000449,14,12
108,P000523,88,88
108,P000555,25,25
108,P000583,43,38
108,P000585,50,50
108,P000586,14,12
108,P000587,12,12
108,P000588,12,12
108,P000589,25,25
108,Q000016,0,0
108,R000004,12,12
108,R000011,75,75
108,R000033,50,50
108,R000053,86,75
108,R000141,12,12
108,R000170,88,88
108,R000395,14,12
108,R000409,12,12
108,R000435,25,25
108,R000462,88,88
108,R000486,86,75
108,R000487,14,12
108,R000515,88,88
108,R000566,12,12
108,R000568,86,75
108,R000569,12,12
108,R000570,12,12
108,R000571,12,12
108,R000572,12,12
108,R000573,75,75
108,R000574,12,12
108,R000575,14,12
108,R000576,88,88
108,R000577,100,100
108,S000005,88,88
108,S000030,86,75
108,S000033,86,75
108,S000044,88,88
108,S000097,38,38
108,S000185,88,88
108,S000244,12,12
108,S000248,88,88
108,S000250,14,12
108,S000275,12,12
108,S000303,50,50
108,S000344,88,88
108,S000364,25,25
108,S000465,75,75
108,S000480,88,88
108,S000510,86,75
108,S000522,25,25
108,S000583,12,12
108,S000597,25,25
108,S000672,88,88
108,S000749,88,88
108,S000810,88,88
108,S000822,12,12
108,S000851,62,62
108,S001004,88,88
108,S001045,75,75
108,S001143,12,12
108,S001144,29,25
108,S001145,88,88
108,S001146,25,25
108,S001148,12,12
108,S001149,12,12
108,S001150,88,88
108,S001151,12,12
108,S001152,50,50
108,S001153,88,88
108,S001154,12,12
108,S001155,14,12
108,S001156,86,75
108,S001157,88,88
108,T000038,75,75
108,T000057,88,88
108,T000058,17,12
108,T000067,17,12
108,T000074,25,25
108,T000188,25,25
108,T000193,88,88
108,T000238,12,12
108,T000260,14,12
108,T000266,88,88
108,T000326,88,88
108,T000424,88,88
108,T000458,14,12
108,T000459,12,12
108,T000460,88,88
108,T000461,12,12
108,T000462,14,12
108,T000463,12,12
108,U000031,25,25
108,U000038,88,88
108,U000039,88,88
108,V000081,88,88
108,V000108,100,100
108,V000127,12,12
108,V000128,88,88
108,W000099,12,12
108,W000119,12,12
108,W000187,88,88
108,W000207,88,88
108,W000215,83,62
108,W000267,14,12
108,W000268,17,12
108,W000273,25,25
108,W000314,88,88
108,W000413,14,12
108,W000437,12,12
108,W000672,12,12
108,W000738,86,75
108,W000784,88,88
108,W000789,25,25
108,W000791,50,50
108,W000792,88,88
108,W000793,75,75
108,W000794,88,88
108,W000795,14,12
108,Y000031,12,12
108,Y000033,14,12
109,A000014,90,90
109,A000022,100,100
109,A000055,30,30
109,A000210,100,100
109,A000357,100,100
109,A000358,30,30
109,A000361,30,30
109,B000013,33,30
109,B000072,14,10
109,B000208,10,10
109,B000213,33,30
109,B000220,60,60
109,B000287,100,100
109,B000410,100,100
109,B000420,60,60
109,B000461,33,33
109,B000463,33,30
109,B000490,90,90
109,B000574,100,100
109,B000575,30,30
109,B000586,67,60
109,B000589,30,30
109,B000617,40,40
109,B000652,89,80
109,B000657,80,80
109,B000716,80,80
109,B000755,38,30
109,B000911,100,100
109,B000944,88,70
109,B001149,20,20
109,B001203,50,30
109,B001227,100,100
109,B001228,60,60
109,B001229,100,90
109,B001230,100,100
109,B001231,89,80
109,B001232,60,60
109,B001234,100,80
109,B001235,33,30
109,B001236,30,30
109,B001239,30,30
109,B001240,33,30
109,B001242,100,100
109,B001243,30,30
109,B001244,20,20
109,B001246,60,60
109,B001247,30,30
109,B001248,30,30
109,B001250,30,30
109,B001251,89,80
109,B001252,70,70
109,B001253,90,90
109,B001254,40,40
109,B001255,33,30
109,C000059,30,30
109,C000071,33,30
109,C000116,30,30
109,C000141,100,100
109,C000191,100,90
109,C000243,60,60
109,C000266,30,30
109,C000537,100,90
109,C000556,33,30
109,C000714,100,100
109,C000754,90,90
109,C000794,78,70
109,C000830,50,50
109,C000868,70,70
109,C000962,30,30
109,C000984,100,100
109,C000994,40,40
109,C001036,100,100
109,C001037,100,100
109,C001038,100,100
109,C001045,30,30
109,C001046,40,40
109,C001047,40,40
109,C001048,40,40
109,C001049,100,90
109,C001050,100,100
109,C001051,30,30
109,C001052,30,30
109,C001053,30,30
109,C001055,80,80
109,C001058,70,70
109,C001059,100,100
109,C001060,100,100
109,C001061,100,100
109,C001062,11,10
109,C001063,60,60
109,C001064,20,20
109,D000096,100,90
109,D000114,100,90
109,D000136,30,30
109,D000168,22,20
109,D000191,100,100
109,D000197,100,100
109,D000210,100,100
109,D000216,100,100
109,D000217,33,29
109,D000299,44,40
109,D000327,100,100
109,D000355,100,100
109,D000399,100,100
109,D000429,20,20
109,D000482,90,90
109,D000492,33,30
109,D000533,20,20
109,D000597,29,20
109,D000598,100,100
109,D000599,50,50
109,D000600,44,40
109,D000602,90,90
109,D000603,30,30
109,D000604,50,50
109,D000605,30,30
109,E000063,80,80
109,E000092,30,30
109,E000172,25,20
109,E000179,100,100
109,E000187,30,30
109,E000215,100,100
109,E000226,90,90
109,E000250,100,60
109,E000268,20,20
109,E000287,100,90
109,F000030,100,100
109,F000043,100,100
109,F000116,100,100
109,F000238,50,50
109,F000262,78,70
109,F000339,100,100
109,F000372,50,50
109,F000440,30,30
109,F000443,30,30
109,F000444,50,50
109,F000445,30,30
109,F000447,40,40
109,F000448,10,10
109,F000449,30,30
109,F000450,20,20
109,F000451,50,50
109,G000021,30,30
109,G000152,30,30
109,G000180,62,50
109,G000210,30,30
109,G000280,30,30
109,G000289,30,30
109,G000309,80,80
109,G000377,33,30
109,G000410,100,90
109,G000535,100,90
109,G000536,30,30
109,G000544,90,90
109,G000545,30,30
109,G000546,22,20
109,G000548,30,30
109,G000549,50,50
109,G000550,20,20
109,G000551,100,100
109,G000552,38,30
109,G000553,100,100
109,H000067,30,30
109,H000213,100,80
109,H000323,0,0
109,H000324,100,100
109,H000329,38,30
109,H000413,30,30
109,H000444,33,30
109,H000528,20,20
109,H000627,100,100
109,H000636,88,70
109,H000666,40,40
109,H000676,25,20
109,H000712,80,80
109,H000762,100,100
109,H000807,44,40
109,H000874,100,100
109,H000948,30,30
109,H000981,30,30
109,H001022,33,30
109,H001029,30,30
109,H001032,100,100
109,H001033,30,30
109,H001034,100,100
109,H001035,30,30
109,H001036,30,30
109,H001037,80,80
109,H001038,100,100
109,I000023,30,30
109,I000026,100,100
109,I000047,38,30
109,I000056,33,30
109,I000057,100,100
109,J000032,100,90
109,J000070,80,80
109,J000082,30,30
109,J000126,100,100
109,J000163,80,80
109,J000174,25,20
109,J000255,50,40
109,J000283,100,100
109,J000284,100,100
109,J000285,40,40
109,J000287,30,30
109,K000008,90,90
109,K000009,100,100
109,K000078,60,60
109,K000113,100,100
109,K000172,90,90
109,K000180,100,100
109,K000188,100,80
109,K000210,30,30
109,K000220,40,40
109,K000288,40,40
109,K000306,67,60
109,K000336,100,100
109,K000358,30,30
109,K000360,70,70
109,K000361,30,30
109,K000362,40,40
109,K000363,30,30
109,K000364,30,30
109,L000090,100,100
109,L000111,30,30
109,L000169,90,90
109,L000263,100,100
109,L000274,30,30
109,L000287,100,90
109,L000293,30,30
109,L000321,22,20
109,L000397,100,100
109,L000480,100,100
109,L000491,30,30
109,L000517,30,30
109,L000551,100,100
109,L000552,40,40
109,L000553,40,40
109,L000554,50,50
109,L000557,100,90
109,L000559,90,90
109,L000560,100,100
109,L000562,89,80
109,L000563,89,80
109,M000087,100,90
109,M000133,100,100
109,M000309,100,100
109,M000312,100,100
109,M000388,30,30
109,M000404,100,100
109,M000472,40,40
