"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"B001291","Brian","Babin",,"Brian","Babin",,,,,,"1948",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""TX"",""stateDistrict"":36,""parties"":[""Republican""],""electionCirca"":false}]"
"B001298","Donald","Bacon","J.","Donald","Bacon","J.",,,,,"1963",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NE"",""stateDistrict"":2,""parties"":[""Republican""],""electionCirca"":false}]"
"B001307","James","Baird",,"James","Baird",,,,,,"1945",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""IN"",""stateDistrict"":4,""parties"":[""Republican""],""electionCirca"":false}]"
"B001306","Troy","Balderson",,"Troy","Balderson",,,,,,"1962",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""OH"",""stateDistrict"":12,""parties"":[""Republican""],""electionCirca"":false}]"
"B001230","Tammy","Baldwin",,"Tammy","Baldwin",,,,,,"1962",,"[{""position"":""Senator"",""congressNumber"":114,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""WI"",""parties"":[""Democrat""],""electionCirca"":false}]"
"B001299","James","Banks","E.","James","Banks","E.",,,,,"1979",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""IN"",""stateDistrict"":3,""parties"":[""Republican""],""electionCirca"":false}]"
"B001282","Garland","Barr","H.","Garland","Barr","H.","Andy",,"IV",,"1973",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""KY"",""stateDistrict"":6,""parties"":[""Republican""],""electionCirca"":false}]"
"B001300","Nanette","Barragan",,"Nanette","Barragan",,,,,,"1976",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""CA"",""stateDistrict"":44,""parties"":[""Democrat""],""electionCirca"":false}]"
"B001261","John","Barrasso","A.","John","Barrasso","A.",,,,,"1952",,"[{""position"":""Senator"",""congressNumber"":116,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""WY"",""parties"":[""Republican""],""electionCirca"":false}]"
"B001270","Karen","Bass",,"Karen","Bass",,,,,,"1953",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""CA"",""stateDistrict"":37,""parties"":[""Democrat""],""electionCirca"":false}]"
"B001281","Joyce","Beatty",,"Joyce","Beatty",,,,,,"1950",,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""OH"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""OH"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""OH"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""OH"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""OH"",""stateDistrict"":3,""parties"":[""Democrat""],""electionCirca"":false}]"
"B001267","Michael","Bennet","F.","Michael","Bennet","F.",,,,,"1964",,"[{""position"":""Senator"",""congressNumber"":115,""stateName"":""CO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""CO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""CO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""CO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""CO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""CO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""CO"",""parties"":[""Democrat""],""electionCirca"":false}]"
"B000668","Cliff","Bentz",,"Cliff","Bentz",,,"Mr.",,,"1952",,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""OR"",""stateDistrict"":2,""parties"":[""Republican""],""electionCirca"":false}]"
"B001287","Ami","Bera",,"Ami","Bera",,,,,,"1965",,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""CA"",""stateDistrict"":7,""parties"":[""Democrat""],""electionCirca"":false}]"
"B001301","John","Bergman",,"John","Bergman",,,,,,"1947",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""MI"",""stateDistrict"":1,""parties"":[""Republican""],""electionCirca"":false}]"
"B001292","Donald","Beyer","Sternoff","Donald","Beyer","Sternoff",,,"Jr.",,"1950",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""VA"",""stateDistrict"":8,""parties"":[""Democrat""],""electionCirca"":false}]"
"B000740","Stephanie","Bice","I.","Stephanie","Bice","I.",,"Mrs.",,,"1973",,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""OK"",""stateDistrict"":5,""parties"":[""Republican""],""electionCirca"":false}]"
"B000444","Joseph","Biden","Robinette","Joseph","Biden","Robinette","Joe","Mr.","Jr.",,"1942",,"[{""position"":""Senator"",""congressNumber"":93,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":97,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":95,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":96,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":94,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":99,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":98,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""DE"",""parties"":[""Democrat""]}]"
"B001302","Andrew","Biggs","S.","Andrew","Biggs","S.",,,,,"1958",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""AZ"",""stateDistrict"":5,""parties"":[""Republican""],""electionCirca"":false}]"
"B001257","Gus","Bilirakis",,"Gus","Bilirakis",,,,,,"1963",,"[{""position"":""Representative"",""congressNumber"":110,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""FL"",""stateDistrict"":12,""parties"":[""Republican""],""electionCirca"":false}]"
"B000490","Sanford","Bishop","Dixon","Sanford","Bishop","Dixon",,,"Jr.",,"1947",,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""GA"",""stateDistrict"":2,""parties"":[""Democrat""],""electionCirca"":false}]"
"B001311","Dan","Bishop",,"Dan","Bishop",,,,,,"1964",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NC"",""stateDistrict"":9,""parties"":[""Republican""],""electionCirca"":false}]"
"B001243","Marsha","Blackburn",,"Marsha","Blackburn",,,,,,"1952",,"[{""position"":""Representative"",""congressNumber"":111,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""TN"",""parties"":[""Republican""],""electionCirca"":false}]"
"B000574","Earl","Blumenauer",,"Earl","Blumenauer",,,,,,"1948",,"[{""position"":""Representative"",""congressNumber"":105,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""OR"",""stateDistrict"":3,""parties"":[""Democrat""],""electionCirca"":false}]"
"B001277","Richard","Blumenthal",,"Richard","Blumenthal",,,,,,"1946",,"[{""position"":""Senator"",""congressNumber"":113,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""CT"",""parties"":[""Democrat""],""electionCirca"":false}]"
"B000575","Roy","Blunt",,"Roy","Blunt",,,,,,"1950",,"[{""position"":""Representative"",""congressNumber"":109,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MO"",""parties"":[""Republican""],""electionCirca"":false}]"
"B001303","Lisa","Blunt Rochester",,"Lisa","Blunt Rochester",,,,,,"1962",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""DE"",""parties"":[""Democrat""],""electionCirca"":false}]"
"B000825","Lauren","Boebert",,"Lauren","Boebert",,,"Mrs.",,,"1986",,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""CO"",""stateDistrict"":3,""parties"":[""Republican""],""electionCirca"":false}]"
"B001278","Suzanne","Bonamici",,"Suzanne","Bonamici",,,,,,"1954",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""OR"",""stateDistrict"":1,""parties"":[""Democrat""],""electionCirca"":false}]"
"B001288","Cory","Booker","Anthony","Cory","Booker","Anthony",,,,,"1969",,"[{""position"":""Senator"",""congressNumber"":115,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""NJ"",""parties"":[""Democrat""],""electionCirca"":false}]"
"B001236","John","Boozman",,"John","Boozman",,,,,,"1950",,"[{""position"":""Senator"",""congressNumber"":116,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""AR"",""parties"":[""Republican""],""electionCirca"":false}]"
"B001295","Mike","Bost",,"Mike","Bost",,,,,,"1960",,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""IL"",""stateDistrict"":12,""parties"":[""Republican""],""electionCirca"":false}]"
"B001312","Carolyn","Bourdeaux",,"Carolyn","Bourdeaux",,,"Ms.",,,"1970",,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""GA"",""stateDistrict"":7,""parties"":[""Democrat""],""electionCirca"":false}]"
"B001223","Jamaal","Bowman",,"Jamaal","Bowman",,,"Mr.",,,"1976",,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""NY"",""stateDistrict"":16,""parties"":[""Democrat""],""electionCirca"":false}]"
"B001296","Brendan","Boyle","Francis","Brendan","Boyle","Francis",,,,,"1977",,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""PA"",""stateDistrict"":2,""parties"":[""Democrat""],""electionCirca"":false}]"
