"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"C001047","Shelley","Capito","Moore","Shelley","Capito","Moore",,,,,"1953",,"[{""position"":""Senator"",""congressNumber"":115,""stateName"":""WV"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""WV"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""WV"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""WV"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""WV"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""WV"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""WV"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""WV"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""WV"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""WV"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""WV"",""parties"":[""Republican""],""electionCirca"":false}]"
"C001036","Lois","Capps",,"Lois","Capps",,,,,,"1938",,"[{""position"":""Representative"",""congressNumber"":105,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CA"",""parties"":[""Democrat""]}]"
"C001037","Michael","Capuano","Everett","Michael","Capuano","Everett",,,,,"1952",,"[{""position"":""Representative"",""congressNumber"":106,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""MA"",""parties"":[""Democrat""]}]"
"C000141","Benjamin","Cardin","Louis","Benjamin","Cardin","Louis",,,,,"1943",,"[{""position"":""Representative"",""congressNumber"":104,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false}]"
"C001043","Jean","Carnahan",,"Jean","Carnahan",,,,,,"1933",,"[{""position"":""Senator"",""congressNumber"":107,""stateName"":""MO"",""parties"":[""Democrat""]}]"
"C000174","Thomas","Carper","Richard","Thomas","Carper","Richard",,,,,"1947",,"[{""position"":""Representative"",""congressNumber"":101,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""DE"",""parties"":[""Democrat""],""electionCirca"":false}]"
"C000191","Julia","Carson","May","Julia","Carson","May",,,,,"1938","2007","[{""position"":""Representative"",""congressNumber"":108,""stateName"":""IN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""IN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""IN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""IN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""IN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""IN"",""parties"":[""Democrat""]}]"
"C001044","Brad","Carson",,"Brad","Carson",,,,,,"1967",,"[{""position"":""Representative"",""congressNumber"":107,""stateName"":""OK"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""OK"",""parties"":[""Democrat""]}]"
"C001055","Ed","Case",,"Ed","Case",,,,,,"1952",,"[{""position"":""Representative"",""congressNumber"":108,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""HI"",""stateDistrict"":1,""parties"":[""Democrat""],""electionCirca"":false}]"
"C000243","Michael","Castle","Newbold","Michael","Castle","Newbold",,,,,"1939",,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""DE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""DE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""DE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""DE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""DE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""DE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""DE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""DE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""DE"",""parties"":[""Republican""]}]"
"C000266","Steve","Chabot",,"Steve","Chabot",,,,,,"1953",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":105,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":106,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":107,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":108,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":109,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":110,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":111,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":112,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":113,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":114,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":115,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":117,""stateName"":""OH"",""stateDistrict"":1,""parties"":[""Republican""],""electionCirca"":false}]"
"C001040","Lincoln","Chafee","Davenport","Lincoln","Chafee","Davenport",,,,,"1953",,"[{""position"":""Senator"",""congressNumber"":106,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""RI"",""parties"":[""Republican""]}]"
"C000286","Saxby","Chambliss",,"Saxby","Chambliss",,,,,,"1943",,"[{""position"":""Representative"",""congressNumber"":104,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""GA"",""parties"":[""Republican""]}]"
"C000344","Richard","Cheney","Bruce","Richard","Cheney","Bruce",,"Mr.",,,"1941",,"[{""position"":""Representative"",""congressNumber"":96,""stateName"":""WY"",""parties"":[""Republican""],""electionDate"":""1978-11-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":97,""stateName"":""WY"",""parties"":[""Republican""],""electionDate"":""1980-11-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":98,""stateName"":""WY"",""parties"":[""Republican""],""electionDate"":""1982-11-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":99,""stateName"":""WY"",""parties"":[""Republican""],""electionDate"":""1984-11-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":100,""stateName"":""WY"",""parties"":[""Republican""],""electionDate"":""1986-11-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":101,""stateName"":""WY"",""parties"":[""Republican""],""electionDate"":""1988-11-08"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Minority Whip""}]}]"
"C000380","Donna","Christensen","Marie","Donna","Christensen","Marie",,,,,"1945",,"[{""position"":""Delegate"",""congressNumber"":105,""stateName"":""VI"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":106,""stateName"":""VI"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":107,""stateName"":""VI"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":108,""stateName"":""VI"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":109,""stateName"":""VI"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":110,""stateName"":""VI"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":111,""stateName"":""VI"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":112,""stateName"":""VI"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":113,""stateName"":""VI"",""parties"":[""Democrat""]}]"
"C001049","William","Clay","Lacy","William","Clay","Lacy",,,"Jr.",,"1956",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""MO"",""parties"":[""Democrat""]}]"
"C000494","Eva","Clayton","M.","Eva","Clayton","M.",,,,,"1934",,"[{""position"":""Representative"",""congressNumber"":102,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""NC"",""parties"":[""Democrat""]}]"
"C001034","Joseph","Cleland","Maxwell","Joseph","Cleland","Maxwell","Max",,,,"1942",,"[{""position"":""Senator"",""congressNumber"":105,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""GA"",""parties"":[""Democrat""]}]"
"C000503","Robert","Clement","Nelson","Robert","Clement","Nelson",,,,,"1943",,"[{""position"":""Representative"",""congressNumber"":100,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""TN"",""parties"":[""Democrat""]}]"
"C001041","Hillary","Clinton","Rodham","Hillary","Clinton","Rodham",,,,,"1947",,"[{""position"":""Senator"",""congressNumber"":107,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""NY"",""parties"":[""Democrat""]}]"
"C000537","James","Clyburn","Enos","James","Clyburn","Enos",,,,,"1940",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""SC"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""SC"",""stateDistrict"":6,""parties"":[""Democrat""],""electionCirca"":false}]"
"C000556","Howard","Coble",,"Howard","Coble",,,,,,"1931","2015","[{""position"":""Representative"",""congressNumber"":99,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""NC"",""parties"":[""Republican""]}]"
"C000567","William","Cochran","Thad","William","Cochran","Thad",,,,,"1937","2019","[{""position"":""Representative"",""congressNumber"":93,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":94,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":95,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":96,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":97,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":98,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":99,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MS"",""parties"":[""Republican""]}]"
"C000640","Michael","Collins","Allen","Michael","Collins","Allen","Mac",,,,"1944","2018","[{""position"":""Representative"",""congressNumber"":103,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""GA"",""parties"":[""Republican""]}]"
"C001035","Susan","Collins","Margaret","Susan","Collins","Margaret",,,,,"1952",,"[{""position"":""Senator"",""congressNumber"":107,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""ME"",""parties"":[""Republican""],""electionCirca"":false}]"
"C000653","Larry","Combest","Ed","Larry","Combest","Ed",,,,,"1945",,"[{""position"":""Representative"",""congressNumber"":99,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""TX"",""parties"":[""Republican""]}]"
"C000670","Gary","Condit","Adrian","Gary","Condit","Adrian",,,,,"1948",,"[{""position"":""Representative"",""congressNumber"":101,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""CA"",""parties"":[""Democrat""]}]"
"C000705","Kent","Conrad",,"Kent","Conrad",,,,,,"1948",,"[{""position"":""Senator"",""congressNumber"":100,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""ND"",""parties"":[""Democrat""]}]"
